#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS_term15_2.txt -l -iN 15 -iC 15
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2086.511485815048
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv1925	fadD31	acyl-CoA synthetase 	25	133.5	136.6	0.03	10013.8	6831.43	3.1	0.91940	1.00000
Rv1926c	mpt63	IMMUNOGENIC PROTEIN MPT63 (ANTIGEN MPT63/MPB63) (16 kDa IMMUNOPROTECTIVE EXTRACELLULAR PROTEIN) 	7	120.7	87.0	-0.47	2533.8	1217.91	-33.7	0.49730	0.96327
Rv1927	-	hypothetical protein Rv1927 	15	212.4	199.2	-0.09	9556.6	5976.00	-13.2	0.84650	1.00000
Rv1928c	-	short chain dehydrogenase 	10	168.9	124.1	-0.44	5065.7	2481.44	-44.8	0.40960	0.92034
Rv1929c	-	hypothetical protein Rv1929c 	6	96.6	52.4	-0.88	1738.3	628.29	-44.2	0.45070	0.94116
Rv1930c	-	hypothetical protein Rv1930c 	2	1.3	93.9	6.20	7.7	375.67	92.6	0.00630	0.14108
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	2	99.3	128.6	0.37	595.7	514.29	29.3	0.79370	1.00000
Rv1932	tpx	thiol peroxidase 	3	25.3	13.0	-0.96	227.9	78.09	-12.3	0.39390	0.92034
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	5	70.8	43.0	-0.72	1061.3	429.93	-27.8	0.38730	0.92034
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	8	179.7	121.6	-0.56	4313.4	1945.14	-58.2	0.47830	0.95856
Rv1935c	echA13	enoyl-CoA hydratase 	6	139.4	184.4	0.40	2508.6	2212.40	45.0	0.73040	1.00000
Rv1936	-	POSSIBLE MONOOXYGENASE 	11	217.6	296.2	0.44	7181.2	6517.10	78.6	0.34650	0.92034
Rv1937	-	POSSIBLE OXYGENASE 	35	107.1	67.8	-0.66	11246.2	4749.12	-39.3	0.09940	0.66836
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	14	53.3	55.1	0.05	2237.8	1541.49	1.8	0.94470	1.00000
Rv1939	-	PROBABLE OXIDOREDUCTASE 	4	50.9	98.0	0.94	611.3	783.68	47.0	0.42230	0.92632
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	6	118.3	132.8	0.17	2128.6	1593.18	14.5	0.82780	1.00000
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	3	120.9	34.8	-1.80	1088.5	209.02	-86.1	0.70140	1.00000
Rv1942c	-	hypothetical protein Rv1942c 	2	48.5	50.4	0.06	291.2	201.78	1.9	1.00000	1.00000
Rv1943c	-	hypothetical protein Rv1943c 	8	63.0	56.6	-0.15	1512.6	905.67	-6.4	0.86690	1.00000
Rv1944c	-	hypothetical protein Rv1944c 	4	102.7	160.1	0.64	1233.0	1280.59	57.3	0.20640	0.81700
Rv1945	-	hypothetical protein Rv1945 	17	135.9	113.2	-0.26	6928.6	3847.11	-22.7	0.52920	0.97409
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	5	162.2	165.3	0.03	2433.1	1652.59	3.1	0.98810	1.00000
Rv1947	-	hypothetical protein Rv1947 	3	147.6	320.0	1.12	1328.7	1920.16	172.4	0.47730	0.95856
Rv1948c	-	hypothetical protein Rv1948c 	11	119.1	72.8	-0.71	3928.9	1601.05	-46.3	0.33140	0.92034
Rv1949c	-	hypothetical protein Rv1949c 	12	131.1	119.1	-0.14	4720.3	2858.63	-12.0	0.73550	1.00000
Rv1950c	-	hypothetical protein Rv1950c 	4	300.9	266.9	-0.17	3611.3	2135.33	-34.0	0.77460	1.00000
Rv1951c	-	hypothetical protein Rv1951c 	3	142.9	96.1	-0.57	1286.0	576.84	-46.8	0.46230	0.94773
Rv1952	-	hypothetical protein Rv1952 	2	119.6	120.0	0.01	717.5	480.00	0.4	0.99540	1.00000
Rv1953	-	hypothetical protein Rv1953 	4	246.1	271.5	0.14	2952.9	2171.64	25.4	0.88600	1.00000
Rv1954c	-	hypothetical protein Rv1954c 	7	432.2	337.1	-0.36	9075.4	4719.77	-95.0	0.52710	0.97340
Rv1955	-	hypothetical protein Rv1955 	7	231.7	284.6	0.30	4866.0	3984.67	52.9	0.49870	0.96327
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	328.7	319.3	-0.04	5916.1	3831.94	-9.3	0.90450	1.00000
Rv1957	-	hypothetical protein Rv1957 	11	72.2	256.4	1.83	2381.2	5641.26	184.3	0.00020	0.01010
Rv1958c	-	hypothetical protein Rv1958c 	8	90.8	41.0	-1.15	2178.3	656.24	-49.7	0.23770	0.85557
Rv1959c	-	hypothetical protein Rv1959c 	5	350.8	268.9	-0.38	5262.3	2689.15	-81.9	0.65540	1.00000
Rv1960c	-	hypothetical protein Rv1960c 	1	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1961	-	hypothetical protein Rv1961 	4	370.6	569.3	0.62	4447.8	4554.61	198.7	0.53520	0.97491
Rv1962c	-	hypothetical protein Rv1962c 	11	136.8	167.4	0.29	4513.2	3682.41	30.6	0.47910	0.95856
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	11	45.1	31.5	-0.52	1486.9	692.95	-13.6	0.34680	0.92034
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	6	280.7	352.8	0.33	5052.3	4234.01	72.2	0.47310	0.95724
Rv1965	yrbE3B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3B 	12	264.2	161.5	-0.71	9511.7	3876.56	-102.7	0.10890	0.69300
Rv1966	mce3A	MCE-FAMILY PROTEIN MCE3A 	14	185.9	118.0	-0.66	7807.0	3303.51	-67.9	0.19740	0.80122
Rv1967	mce3B	MCE-FAMILY PROTEIN MCE3B 	5	115.4	141.1	0.29	1731.4	1410.54	25.6	0.69350	1.00000
Rv1968	mce3C	MCE-FAMILY PROTEIN MCE3C 	7	207.7	136.2	-0.61	4360.9	1907.49	-71.4	0.42770	0.92789
Rv1969	mce3D	MCE-FAMILY PROTEIN MCE3D 	9	191.9	140.5	-0.45	5181.6	2529.08	-51.4	0.51020	0.96455
Rv1970	lprM	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRM (MCE-FAMILY LIPOPROTEIN MCE3E) 	5	110.2	103.9	-0.08	1652.5	1039.06	-6.3	0.93130	1.00000
Rv1971	mce3F	MCE-FAMILY PROTEIN MCE3F 	12	190.2	186.6	-0.03	6845.7	4479.05	-3.5	0.96440	1.00000
Rv1972	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	3	171.5	164.8	-0.06	1543.1	988.96	-6.6	0.93610	1.00000
Rv1973	-	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	3	99.2	38.1	-1.38	892.8	228.37	-61.1	0.05200	0.51741
Rv1974	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	172.7	157.7	-0.13	4145.9	2523.16	-15.1	0.79860	1.00000
Rv1975	-	hypothetical protein Rv1975 	9	275.2	289.0	0.07	7429.9	5201.37	13.8	0.91360	1.00000
Rv1976c	-	hypothetical protein Rv1976c 	1	101.9	4.8	-4.41	305.7	9.60	-97.1	0.30430	0.91502
Rv1977	-	hypothetical protein Rv1977 	9	158.3	271.1	0.78	4273.1	4880.08	112.9	0.04800	0.49488
Rv1978	-	hypothetical protein Rv1978 	11	368.6	284.7	-0.37	12162.8	6263.48	-83.9	0.32160	0.92034
Rv1979c	-	POSSIBLE CONSERVED PERMEASE 	22	330.2	253.9	-0.38	21790.3	11171.05	-76.3	0.38440	0.92034
Rv1980c	mpt64	IMMUNOGENIC PROTEIN MPT64 (ANTIGEN MPT64/MPB64) 	17	268.4	267.0	-0.01	13689.1	9079.06	-1.4	0.98050	1.00000
Rv1981c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	20	351.5	346.3	-0.02	21091.9	13853.10	-5.2	0.93770	1.00000
Rv1982c	-	hypothetical protein Rv1982c 	4	303.0	383.5	0.34	3636.5	3068.17	80.5	0.61500	0.99588
Rv1983	PE_PGRS35	PE-PGRS FAMILY PROTEIN 	21	312.4	334.7	0.10	19681.2	14057.99	22.3	0.72940	1.00000
Rv1984c	cfp21	PROBABLE CUTINASE PRECURSOR CFP21 	10	343.9	340.3	-0.02	10317.6	6805.94	-3.6	0.96230	1.00000
Rv1985c	-	chromosome replication initiation inhibitor protein 	9	121.9	178.1	0.55	3291.3	3205.89	56.2	0.42490	0.92751
Rv1986	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	75.5	163.9	1.12	1813.1	2622.92	88.4	0.11650	0.72079
Rv1987	-	POSSIBLE CHITINASE 	6	262.8	249.3	-0.08	4730.6	2991.93	-13.5	0.91370	1.00000
Rv1988	-	PROBABLE METHYLTRANSFERASE 	5	251.7	262.4	0.06	3775.9	2623.51	10.6	0.94170	1.00000
Rv1989c	-	hypothetical protein Rv1989c 	6	379.4	331.2	-0.20	6829.1	3974.97	-48.1	0.71050	1.00000
Rv1990A	-	POSSIBLE DEHYDROGENASE (FRAGMENT) 	3	353.6	408.3	0.21	3182.0	2449.79	54.7	0.77510	1.00000
Rv1990c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	0.5	0.0	-0.60	7.7	0.00	-0.5	0.50670	0.96455
Rv1991c	-	hypothetical protein Rv1991c 	3	237.1	180.5	-0.39	2134.1	1082.97	-56.6	0.36830	0.92034
Rv1992c	ctpG	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE G CTPG 	22	188.5	198.9	0.08	12442.2	8750.65	10.4	0.85350	1.00000
Rv1993c	-	hypothetical protein Rv1993c 	2	22.8	77.5	1.76	136.9	309.83	54.6	0.08570	0.61834
Rv1994c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	125.0	122.4	-0.03	2250.2	1468.36	-2.6	0.97120	1.00000
Rv1995	-	hypothetical protein Rv1995 	6	528.2	415.0	-0.35	9507.4	4979.58	-113.2	0.51870	0.96857
Rv1996	-	hypothetical protein Rv1996 	9	168.5	213.8	0.34	4549.2	3848.12	45.3	0.49040	0.96322
Rv1997	ctpF	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE A CTPF 	16	105.2	87.9	-0.26	5047.3	2812.41	-17.3	0.63470	1.00000
Rv1998c	-	hypothetical protein Rv1998c 	13	142.2	82.1	-0.79	5544.8	2133.85	-60.1	0.27770	0.89461
Rv1999c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	263.8	227.1	-0.22	15038.4	8629.36	-36.7	0.72670	1.00000
Rv2000	-	hypothetical protein Rv2000 	28	194.9	211.4	0.12	16370.9	11840.58	16.5	0.76210	1.00000
Rv2001	-	hypothetical protein Rv2001 	10	43.8	40.7	-0.11	1313.7	813.70	-3.1	0.88860	1.00000
Rv2002	fabG3	POSSIBLE 20-BETA-HYDROXYSTEROID DEHYDROGENASE FABG3 (Cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase) 	6	36.3	49.5	0.45	652.6	594.15	13.3	0.53110	0.97409
Rv2003c	-	hypothetical protein Rv2003c 	8	47.5	68.8	0.53	1140.0	1100.42	21.3	0.59810	0.99229
Rv2004c	-	hypothetical protein Rv2004c 	21	49.5	42.8	-0.21	3120.7	1797.41	-6.7	0.78810	1.00000
Rv2005c	-	hypothetical protein Rv2005c 	9	180.4	70.4	-1.36	4871.4	1267.37	-110.0	0.16810	0.76699
Rv2006	otsB1	PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 (TREHALOSE-PHOSPHATASE) (TPP) 	62	28.7	54.6	0.93	5339.5	6775.63	25.9	0.07500	0.57438
Rv2007c	fdxA	PROBABLE FERREDOXIN FDXA 	5	231.6	436.5	0.91	3474.4	4364.97	204.9	0.65640	1.00000
Rv2008c	-	hypothetical protein Rv2008c 	20	70.7	42.6	-0.73	4242.7	1705.59	-28.1	0.15540	0.75593
Rv2009	-	hypothetical protein Rv2009 	1	193.7	114.4	-0.76	581.0	228.71	-79.3	0.58840	0.99229
Rv2010	-	hypothetical protein Rv2010 	4	74.5	134.2	0.85	893.9	1073.70	59.7	0.44990	0.94116
Rv2011c	-	hypothetical protein Rv2011c 	3	111.6	24.9	-2.17	1004.5	149.28	-86.7	0.23780	0.85557
Rv2012	-	hypothetical protein Rv2012 	6	130.0	106.1	-0.29	2340.7	1273.08	-23.9	0.75660	1.00000
Rv2013	-	POSSIBLE TRANSPOSASE 	1	0.0	26.5	4.78	0.0	52.96	26.5	0.10160	0.67564
Rv2014	-	POSSIBLE TRANSPOSASE 	3	281.6	289.7	0.04	2534.4	1738.38	8.1	0.96360	1.00000
Rv2015c	-	hypothetical protein Rv2015c 	6	254.4	278.0	0.13	4578.7	3336.22	23.6	0.76290	1.00000
Rv2016	-	hypothetical protein Rv2016 	5	186.2	87.8	-1.09	2793.3	877.70	-98.5	0.22620	0.84871
Rv2017	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	0.6	2.4	1.99	16.4	43.36	1.8	0.17030	0.76915
Rv2018	-	hypothetical protein Rv2018 	10	18.6	28.1	0.60	557.5	562.57	9.5	0.43610	0.93450
Rv2019	-	hypothetical protein Rv2019 	5	337.9	228.0	-0.57	5068.5	2280.12	-109.9	0.33080	0.92034
Rv2020c	-	hypothetical protein Rv2020c 	4	412.7	384.6	-0.10	4953.0	3076.67	-28.2	0.90650	1.00000
Rv2021c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	2	227.6	133.5	-0.77	1365.8	534.01	-94.1	0.49920	0.96327
Rv2022c	-	hypothetical protein Rv2022c 	10	167.5	140.9	-0.25	5025.2	2818.20	-26.6	0.61820	0.99814
Rv2023c	-	hypothetical protein Rv2023c 	2	231.4	89.9	-1.36	1388.7	359.43	-141.6	0.07490	0.57438
Rv2024c	-	hypothetical protein Rv2024c 	8	480.5	114.8	-2.07	11531.5	1836.76	-365.7	0.00120	0.04314
Rv2025c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	149.6	76.7	-0.96	3589.6	1227.36	-72.9	0.11450	0.71607
Rv2026c	-	hypothetical protein Rv2026c 	7	25.5	19.4	-0.39	534.8	272.15	-6.0	0.72810	1.00000
Rv2027c	-	Probable histidine kinase response regulator 	11	264.0	149.0	-0.82	8710.5	3278.95	-114.9	0.16590	0.75956
Rv2028c	-	hypothetical protein Rv2028c 	9	50.6	99.2	0.97	1367.4	1785.43	48.5	0.30210	0.91502
Rv2029c	pfkB	Probable phosphofructokinase PfkB (PHOSPHOHEXOKINASE) 	8	84.0	47.3	-0.83	2015.7	756.81	-36.7	0.38460	0.92034
Rv2030c	-	hypothetical protein Rv2030c 	26	96.7	99.7	0.04	7543.9	5186.20	3.0	0.91940	1.00000
Rv2031c	hspX	HEAT SHOCK PROTEIN HSPX (ALPHA-CRSTALLIN HOMOLOG) (14 kDa ANTIGEN) (HSP16.3) 	8	93.7	65.8	-0.51	2249.1	1052.19	-27.9	0.59170	0.99229
Rv2032	acg	Conserved hypothetical protein Acg 	15	37.5	30.2	-0.31	1688.4	904.97	-7.4	0.64750	1.00000
Rv2033c	-	hypothetical protein Rv2033c 	7	136.2	132.3	-0.04	2860.5	1852.78	-3.9	0.97660	1.00000
Rv2034	-	Probable ArsR-type repressor protein 	1	131.5	4.8	-4.78	394.5	9.57	-126.7	0.70490	1.00000
Rv2035	-	hypothetical protein Rv2035 	7	145.6	61.1	-1.25	3057.0	855.09	-84.5	0.11920	0.72474
Rv2036	-	hypothetical protein Rv2036 	5	61.9	33.4	-0.89	927.9	333.68	-28.5	0.41090	0.92034
Rv2037c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	12	44.9	61.0	0.44	1616.6	1463.96	16.1	0.60860	0.99229
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter 	12	36.9	58.1	0.66	1328.5	1395.42	21.2	0.44410	0.93953
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter 	10	34.1	74.2	1.12	1023.4	1483.82	40.1	0.18910	0.78926
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter 	13	45.1	18.8	-1.26	1758.1	490.07	-26.2	0.14410	0.75593
Rv2041c	-	Probable sugar-binding lipoprotein 	16	92.9	60.3	-0.62	4457.6	1930.49	-32.5	0.24560	0.85933
Rv2042c	-	hypothetical protein Rv2042c 	14	83.9	39.7	-1.08	3522.1	1110.49	-44.2	0.14000	0.75593
Rv2043c	pncA	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) 	9	154.8	68.2	-1.18	4178.5	1228.03	-86.5	0.06600	0.55291
Rv2044c	-	hypothetical protein Rv2044c 	4	117.2	24.0	-2.29	1406.3	192.30	-93.2	0.23400	0.85266
Rv2045c	lipT	Probable carboxylesterase LipT 	24	109.6	51.3	-1.10	7892.4	2460.91	-58.3	0.01810	0.30601
Rv2046	lppI	Probable lipoprotein lppI 	9	140.7	178.4	0.34	3797.9	3211.76	37.8	0.34220	0.92034
Rv2047c	-	hypothetical protein Rv2047c 	24	75.9	74.5	-0.03	5465.2	3574.72	-1.4	0.96240	1.00000
Rv2048c	pks12	Probable polyketide synthase pks12 	106	31.5	32.1	0.03	10010.8	6803.25	0.6	0.92850	1.00000
Rv2049c	-	hypothetical protein Rv2049c 	1	59.8	108.9	0.87	179.4	217.90	49.1	0.39600	0.92034
Rv2050	-	hypothetical protein Rv2050 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1 	20	71.8	63.7	-0.17	4307.7	2547.31	-8.1	0.73800	1.00000
Rv2052c	-	hypothetical protein Rv2052c 	15	335.5	265.2	-0.34	15095.8	7955.69	-70.3	0.42380	0.92699
Rv2053c	fxsA	FxsA 	1	324.3	394.4	0.28	973.0	788.84	70.1	0.79960	1.00000
Rv2054	-	hypothetical protein Rv2054 	14	305.3	386.9	0.34	12824.5	10833.58	81.6	0.52900	0.97409
Rv2055c	rpsR	30S ribosomal protein S18 	3	69.3	65.8	-0.07	623.4	395.01	-3.4	0.95760	1.00000
Rv2056c	rpsN	30S ribosomal protein S14 	3	52.5	42.5	-0.30	472.2	255.29	-9.9	0.87550	1.00000
Rv2057c	rpmG	50S ribosomal protein L33 	4	376.5	275.9	-0.45	4518.0	2207.15	-100.6	0.55540	0.98316
Rv2058c	rpmB	50S ribosomal protein L28 	5	562.9	481.6	-0.22	8443.1	4816.42	-81.2	0.67250	1.00000
Rv2059	-	hypothetical protein Rv2059 	17	196.3	195.4	-0.01	10013.3	6644.98	-0.9	0.99100	1.00000
Rv2060	-	Possible conserved integral membrane protein 	1	7.6	18.5	1.29	22.7	37.00	10.9	0.40480	0.92034
Rv2061c	-	hypothetical protein Rv2061c 	3	139.4	66.5	-1.07	1254.3	399.12	-72.9	0.71350	1.00000
Rv2062c	cobN	cobaltochelatase 	30	49.6	42.8	-0.21	4467.6	2566.31	-6.9	0.70510	1.00000
Rv2063	-	hypothetical protein Rv2063 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2064	cobG	Possible cobalamin biosynthesis protein CobG 	7	33.4	14.8	-1.17	701.6	207.20	-18.6	0.39120	0.92034
Rv2065	cobH	precorrin-8X methylmutase 	2	107.9	294.1	1.45	647.5	1176.55	186.2	0.07340	0.57200
Rv2066	cobI	Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase 	15	216.7	316.7	0.55	9753.5	9502.03	100.0	0.24660	0.85933
Rv2067c	-	hypothetical protein Rv2067c 	27	138.1	106.2	-0.38	11183.8	5736.61	-31.8	0.32730	0.92034
Rv2068c	blaC	CLASS A BETA-LACTAMASE BLAC 	11	417.7	526.3	0.33	13785.4	11577.94	108.5	0.56190	0.98419
Rv2069	sigC	RNA polymerase sigma factor SigC 	7	218.7	292.9	0.42	4592.5	4101.01	74.2	0.23330	0.85266
Rv2070c	cobK	cobalt-precorrin-6x reductase 	11	55.5	80.6	0.54	1832.7	1773.20	25.1	0.44690	0.94116
Rv2071c	cobM	Probable precorrin-4 C11-methyltransferase CobM 	9	29.9	40.2	0.42	808.5	723.28	10.2	0.58810	0.99229
Rv2072c	cobL	Probable precorrin-6y methyltransferase CobL 	7	192.3	142.4	-0.43	4039.3	1994.17	-49.9	0.58860	0.99229
Rv2073c	-	Probable shortchain dehydrogenase 	7	298.6	318.1	0.09	6269.7	4453.26	19.5	0.90930	1.00000
Rv2074	-	hypothetical protein Rv2074 	4	79.1	76.4	-0.05	949.5	611.38	-2.7	0.94990	1.00000
Rv2075c	-	Possible hypothetical exported or envelope protein 	18	326.6	230.2	-0.50	17639.0	8286.42	-96.5	0.15410	0.75593
Rv2076c	-	hypothetical protein Rv2076c 	4	218.7	141.8	-0.62	2624.3	1134.69	-76.9	0.29400	0.91431
Rv2077A	-	hypothetical protein Rv2077A 	5	82.0	45.6	-0.84	1229.6	456.45	-36.3	0.64050	1.00000
Rv2077c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	13	229.7	184.8	-0.31	8958.0	4804.88	-44.9	0.48450	0.96199
Rv2078	-	hypothetical protein Rv2078 	2	17.2	84.5	2.30	103.3	338.00	67.3	0.01500	0.26600
Rv2079	-	hypothetical protein Rv2079 	26	62.5	53.4	-0.23	4874.5	2776.78	-9.1	0.71840	1.00000
Rv2080	lppJ	Possible lipoprotein lppJ 	8	286.8	212.0	-0.44	6882.6	3391.86	-74.8	0.26320	0.88398
Rv2081c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	5	244.6	237.2	-0.04	3669.4	2372.08	-7.4	0.91520	1.00000
Rv2082	-	hypothetical protein Rv2082 	22	149.4	215.4	0.53	9860.9	9478.70	66.0	0.29450	0.91435
Rv2083	-	hypothetical protein Rv2083 	3	100.3	50.0	-1.00	903.0	300.19	-50.3	0.49130	0.96322
Rv2084	-	hypothetical protein Rv2084 	17	121.8	89.2	-0.45	6213.1	3032.53	-32.6	0.32200	0.92034
Rv2085	-	hypothetical protein Rv2085 	3	71.8	11.7	-2.62	646.3	70.31	-60.1	0.39110	0.92034
Rv2086	-	hypothetical protein Rv2086 	9	66.5	96.0	0.53	1796.5	1727.52	29.4	0.55910	0.98360
Rv2087	-	hypothetical protein Rv2087 	2	38.8	11.0	-1.82	232.8	44.02	-27.8	0.60440	0.99229
Rv2088	pknJ	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) 	16	29.0	37.3	0.36	1391.7	1193.57	8.3	0.74660	1.00000
Rv2089c	pepE	Probable dipeptidase PepE 	15	39.4	20.2	-0.97	1774.2	604.57	-19.3	0.19450	0.80047
Rv2090	-	Probable 5'-3' exonuclease 	15	165.4	167.0	0.01	7442.1	5010.17	1.6	0.97950	1.00000
Rv2091c	-	Probable membrane protein 	17	114.8	82.2	-0.48	5852.5	2796.04	-32.5	0.25670	0.87501
Rv2092c	helY	PROBABLE ATP-DEPENDENT DNA HELICASE HELY 	26	247.3	286.6	0.21	19288.6	14905.28	39.3	0.47420	0.95841
Rv2093c	tatC	Probable Sec-independent protein translocase transmembrane protein tatC 	10	0.1	0.0	-0.18	4.1	0.00	-0.1	1.00000	1.00000
Rv2094c	tatA	twin argininte translocase protein A 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2095c	-	hypothetical protein Rv2095c 	11	242.7	190.2	-0.35	8007.9	4183.42	-52.5	0.42750	0.92789
Rv2096c	-	hypothetical protein Rv2096c 	10	127.4	135.1	0.08	3823.3	2701.21	7.6	0.89930	1.00000
Rv2097c	-	hypothetical protein Rv2097c 	15	105.5	33.3	-1.66	4748.7	999.55	-72.2	0.00070	0.02686
Rv2100	-	hypothetical protein Rv2100 	11	277.6	321.7	0.21	9162.1	7077.09	44.0	0.70330	1.00000
Rv2101	helZ	PROBABLE HELICASE HELZ 	22	295.2	270.2	-0.13	19485.1	11888.82	-25.0	0.69740	1.00000
Rv2102	-	hypothetical protein Rv2102 	9	242.9	197.7	-0.30	6557.1	3558.83	-45.1	0.56400	0.98527
Rv2103c	-	hypothetical protein Rv2103c 	3	246.1	269.3	0.13	2214.7	1616.06	23.3	0.96630	1.00000
Rv2104c	-	hypothetical protein Rv2104c 	1	187.1	187.5	0.00	561.4	374.91	0.3	1.00000	1.00000
Rv2105	-	PROBABLE TRANSPOSASE 	3	283.9	55.4	-2.36	2555.0	332.20	-228.5	0.07230	0.56899
Rv2106	-	PROBABLE TRANSPOSASE 	17	195.0	19.9	-3.29	9943.4	676.05	-175.1	0.00010	0.00596
Rv2107	PE22	PE FAMILY PROTEIN 	7	127.2	120.2	-0.08	2672.2	1682.60	-7.1	0.92690	1.00000
Rv2108	PPE36	PPE FAMILY PROTEIN 	13	248.4	231.8	-0.10	9687.2	6026.22	-16.6	0.71690	1.00000
Rv2109c	prcA	proteasome (alpha subunit) PrcA 	14	0.8	0.7	-0.25	33.5	18.82	-0.1	0.83860	1.00000
Rv2110c	prcB	proteasome (beta subunit) PrcB 	14	0.5	0.3	-0.87	22.8	8.30	-0.2	0.56390	0.98527
Rv2111c	-	hypothetical protein Rv2111c 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2112c	-	hypothetical protein Rv2112c 	21	75.6	21.9	-1.79	4763.6	918.31	-53.7	0.00000	0.00000
Rv2113	-	Probable integral membrane protein 	8	739.7	661.9	-0.16	17752.0	10590.15	-77.8	0.73430	1.00000
Rv2114	-	hypothetical protein Rv2114 	8	414.2	301.7	-0.46	9941.9	4827.79	-112.5	0.39720	0.92034
Rv2115c	-	Probable ATPase 	16	200.7	72.4	-1.47	9632.4	2315.48	-128.3	0.00060	0.02324
Rv2116	lppK	Probable conserved lipoprotein lppK 	2	242.0	142.7	-0.76	1452.2	570.85	-99.3	0.49670	0.96327
Rv2117	-	hypothetical protein Rv2117 	2	71.8	26.2	-1.45	430.7	105.00	-45.5	0.34640	0.92034
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	8	336.9	265.6	-0.34	8086.0	4250.16	-71.3	0.53800	0.97491
Rv2119	-	hypothetical protein Rv2119 	15	161.2	120.9	-0.42	7255.6	3626.87	-40.3	0.34710	0.92034
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	75.3	109.1	0.54	1355.4	1309.31	33.8	0.57070	0.98972
