#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3594_TTR.dat', mode 'w' at 0x2d7dc00> expList=['delta_Rv3594_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3594_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	0.9593
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv2184c	-	hypothetical protein Rv2184c 	18	18	2645.0	3093.8	448.8	0.23	0.70310	1.00000
Rv2185c	TB16.3	hypothetical protein Rv2185c 	13	12	1371.0	2100.0	729.0	0.62	0.33750	1.00000
Rv2186c	-	hypothetical protein Rv2186c 	9	1	22.0	7.7	-14.3	-1.52	1.00000	1.00000
Rv2187	fadD15	Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	34	33	5860.0	6925.4	1065.4	0.24	0.52110	1.00000
Rv2188c	-	hypothetical protein Rv2188c 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2189c	-	hypothetical protein Rv2189c 	11	8	1335.0	373.2	-961.8	-1.84	0.18330	1.00000
Rv2190c	-	hypothetical protein Rv2190c 	20	18	2167.0	6402.5	4235.5	1.56	0.01850	0.73815
Rv2191	-	hypothetical protein Rv2191 	26	24	4130.0	3600.3	-529.7	-0.20	0.69740	1.00000
Rv2192c	trpD	anthranilate phosphoribosyltransferase 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2193	ctaE	PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE 	17	2	7.0	5.8	-1.2	-0.28	1.00000	1.00000
Rv2194	qcrC	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) 	12	1	0.0	1.0	1.0	-0.06	1.00000	1.00000
Rv2195	qcrA	Probable Rieske iron-sulfur protein QcrA 	22	2	279.0	18.2	-260.8	-3.94	1.00000	1.00000
Rv2196	qcrB	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) 	30	5	65.0	48.9	-16.1	-0.41	0.99150	1.00000
Rv2197c	-	Probable conserved transmembrane protein 	12	12	3138.0	4526.1	1388.1	0.53	0.21940	1.00000
Rv2198c	mmpS3	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 	14	14	406.0	1111.9	705.9	1.45	0.03880	1.00000
Rv2199c	-	Possible conserved integral membrane protein 	8	3	752.0	467.2	-284.8	-0.69	0.71450	1.00000
Rv2200c	ctaC	PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC 	20	2	375.0	254.2	-120.8	-0.56	0.66370	1.00000
Rv2201	asnB	Probable asparagine synthetase AsnB 	29	2	183.0	246.5	63.5	0.43	1.00000	1.00000
Rv2202c	cbhK	Probable carbohydrate kinase CbhK 	19	1	3.0	1.9	-1.1	-0.64	1.00000	1.00000
Rv2203	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	14	14	2891.0	3237.7	346.7	0.16	0.79200	1.00000
Rv2204c	-	hypothetical protein Rv2204c 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2205c	-	hypothetical protein Rv2205c 	13	13	1466.0	1849.6	383.6	0.34	0.61290	1.00000
Rv2206	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	9	756.0	552.6	-203.4	-0.45	0.61440	1.00000
Rv2207	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	8	7	608.0	137.2	-470.8	-2.15	0.05050	1.00000
Rv2208	cobS	cobalamin synthase 	9	7	254.0	436.5	182.5	0.78	0.34000	1.00000
Rv2209	-	Probable conserved integral membrane protein 	25	24	4458.0	4432.1	-25.9	-0.01	0.98530	1.00000
Rv2210c	ilvE	branched-chain amino acid aminotransferase 	22	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2211c	gcvT	glycine cleavage system aminomethyltransferase T 	18	5	144.0	103.6	-40.4	-0.47	0.89380	1.00000
Rv2212	-	hypothetical protein Rv2212 	10	9	945.0	1646.2	701.2	0.80	0.17080	1.00000
Rv2213	pepB	leucyl aminopeptidase 	15	13	660.0	1799.7	1139.7	1.45	0.02090	0.77214
Rv2214c	ephD	short chain dehydrogenase 	31	29	4616.0	5716.6	1100.6	0.31	0.44600	1.00000
Rv2215	dlaT	dihydrolipoamide acetyltransferase 	15	3	8.0	96.9	88.9	3.60	0.89800	1.00000
Rv2216	-	hypothetical protein Rv2216 	12	9	853.0	729.1	-123.9	-0.23	0.84490	1.00000
Rv2217	lipB	lipoyltransferase 	12	3	29.0	90.2	61.2	1.64	0.20190	1.00000
Rv2218	lipA	lipoyl synthase 	14	1	56.0	214.9	158.9	1.94	1.00000	1.00000
Rv2219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	4	12.0	125.7	113.7	3.39	0.54000	1.00000
Rv2219A	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	3	3	34.0	361.7	327.7	3.41	0.20290	1.00000
Rv2220	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) 	29	2	0.0	1.9	1.9	0.94	0.32810	1.00000
Rv2221c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) 	39	37	766.0	820.2	54.2	0.10	0.82830	1.00000
Rv2222c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) 	19	18	1810.0	3099.6	1289.6	0.78	0.11350	1.00000
Rv2223c	-	Probable exported protease 	29	27	4358.0	4318.9	-39.1	-0.01	0.97420	1.00000
Rv2224c	-	Probable exported protease 	29	28	9439.0	13614.7	4175.7	0.53	0.41270	1.00000
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2226	-	hypothetical protein Rv2226 	25	21	1231.0	1890.8	659.8	0.62	0.29320	1.00000
Rv2227	-	hypothetical protein Rv2227 	19	16	966.0	1409.2	443.2	0.54	0.62850	1.00000
Rv2228c	-	hypothetical protein Rv2228c 	19	11	410.0	540.1	130.1	0.40	0.71490	1.00000
Rv2229c	-	hypothetical protein Rv2229c 	5	5	14.0	192.8	178.8	3.78	0.12120	1.00000
Rv2230c	-	hypothetical protein Rv2230c 	16	13	405.0	676.3	271.3	0.74	0.29180	1.00000
Rv2231c	cobC	hypothetical protein Rv2231c 	16	12	96.0	596.7	500.7	2.64	0.00130	0.11276
Rv2232	-	hypothetical protein Rv2232 	11	8	608.0	352.1	-255.9	-0.79	0.41160	1.00000
Rv2234	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE) 	7	5	593.0	522.8	-70.2	-0.18	0.90560	1.00000
Rv2235	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	16	6	22.0	1.0	-21.0	-4.52	0.01650	0.70037
Rv2236c	cobD	cobalamin biosynthesis protein 	12	7	423.0	534.3	111.3	0.34	0.65820	1.00000
Rv2237	-	hypothetical protein Rv2237 	17	15	753.0	1348.8	595.8	0.84	0.14190	1.00000
Rv2238c	ahpE	Probable peroxiredoxin AhpE 	5	4	525.0	237.0	-288.0	-1.15	0.54050	1.00000
Rv2239c	-	hypothetical protein Rv2239c 	4	4	66.0	38.4	-27.6	-0.78	0.25730	1.00000
Rv2240c	-	hypothetical protein Rv2240c 	11	10	1349.0	1138.7	-210.3	-0.24	0.74390	1.00000
Rv2241	aceE	pyruvate dehydrogenase subunit E1 	57	55	3778.0	4063.7	285.7	0.11	0.78060	1.00000
Rv2242	-	hypothetical protein Rv2242 	17	1	213.0	522.8	309.8	1.30	1.00000	1.00000
Rv2243	fabD	acyl-carrier-protein S-malonyltransferase 	6	1	241.0	482.5	241.5	1.00	1.00000	1.00000
Rv2244	acpP	acyl carrier protein 	6	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2245	kasA	3-oxoacyl-(acyl carrier protein) synthase II 	16	1	0.0	10.6	10.6	3.40	1.00000	1.00000
Rv2246	kasB	3-oxoacyl-(acyl carrier protein) synthase II 	18	12	12.0	660.0	648.0	5.78	0.00000	0.00000
Rv2247	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6 	13	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv2248	-	hypothetical protein Rv2248 	12	10	402.0	581.3	179.3	0.53	0.54630	1.00000
Rv2249c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1 	20	16	1260.0	477.7	-782.3	-1.40	0.27210	1.00000
Rv2250A	-	POSSIBLE FLAVOPROTEIN 	3	3	111.0	77.7	-33.3	-0.51	0.89760	1.00000
Rv2250c	-	Possible transcriptional regulatory protein 	11	11	852.0	1121.4	269.4	0.40	0.68560	1.00000
Rv2251	-	POSSIBLE FLAVOPROTEIN 	9	9	558.0	376.1	-181.9	-0.57	0.23200	1.00000
Rv2252	-	diacylglycerol kinase 	17	11	337.0	597.7	260.7	0.83	0.32700	1.00000
Rv2253	-	Possible secreted unknown protein 	12	9	859.0	1068.7	209.7	0.32	0.50870	1.00000
Rv2254c	-	Probable integral membrane protein 	6	5	284.0	131.4	-152.6	-1.11	0.81940	1.00000
Rv2255c	-	hypothetical protein Rv2255c 	1	1	0.0	72.9	72.9	6.19	1.00000	1.00000
Rv2256c	-	hypothetical protein Rv2256c 	6	5	7.0	56.6	49.6	3.02	0.00760	0.38385
Rv2257c	-	hypothetical protein Rv2257c 	9	7	571.0	723.3	152.3	0.34	0.48420	1.00000
Rv2258c	-	Possible transcriptional regulatory protein 	15	15	1538.0	1246.2	-291.8	-0.30	0.58890	1.00000
Rv2259	adhE2	Probable zinc-dependent alcohol dehydrogenase AdhE2 	14	13	591.0	450.9	-140.1	-0.39	0.43990	1.00000
Rv2260	-	hypothetical protein Rv2260 	6	5	303.0	360.7	57.7	0.25	0.77960	1.00000
Rv2261c	-	hypothetical protein Rv2261c 	6	6	425.0	784.7	359.7	0.88	0.42280	1.00000
Rv2262c	-	hypothetical protein Rv2262c 	14	13	1603.0	1392.0	-211.0	-0.20	0.73180	1.00000
Rv2263	-	short chain dehydrogenase 	13	12	2874.0	2175.7	-698.3	-0.40	0.46130	1.00000
Rv2264c	-	conserved hypothetical proline rich protein 	31	28	3199.0	3428.6	229.6	0.10	0.83150	1.00000
Rv2265	-	Possible conserved integral membrane protein 	16	16	1335.0	1178.0	-157.0	-0.18	0.78460	1.00000
Rv2266	cyp124	Probable cytochrome P450 124 CYP124 	17	15	1105.0	1681.7	576.7	0.61	0.20980	1.00000
Rv2267c	-	hypothetical protein Rv2267c 	37	35	2877.0	2987.3	110.3	0.05	0.90920	1.00000
Rv2268c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128 	28	20	724.0	1180.0	456.0	0.70	0.44760	1.00000
Rv2269c	-	hypothetical protein Rv2269c 	12	8	904.0	708.9	-195.1	-0.35	0.77020	1.00000
Rv2270	lppN	PROBABLE LIPOPROTEIN LPPN 	11	10	557.0	976.6	419.6	0.81	0.27600	1.00000
Rv2271	-	hypothetical protein Rv2271 	6	6	177.0	425.9	248.9	1.27	0.01410	0.61823
Rv2272	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	3	197.0	42.2	-154.8	-2.22	0.79890	1.00000
Rv2273	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	5	302.0	455.7	153.7	0.59	0.51800	1.00000
Rv2274c	-	hypothetical protein Rv2274c 	8	7	258.0	439.4	181.4	0.77	0.36740	1.00000
Rv2275	-	hypothetical protein Rv2275 	19	16	1308.0	902.7	-405.3	-0.54	0.53110	1.00000
Rv2276	cyp121	CYTOCHROME P450 121 CYP121 	17	13	619.0	440.3	-178.7	-0.49	0.70310	1.00000
Rv2277c	-	Possible glycerolphosphodiesterase 	12	10	617.0	666.7	49.7	0.11	0.89590	1.00000
Rv2278	-	PROBABLE TRANSPOSASE 	4	4	565.0	550.7	-14.3	-0.04	0.94390	1.00000
Rv2279	-	PROBABLE TRANSPOSASE 	25	24	3106.0	3060.2	-45.8	-0.02	0.96230	1.00000
Rv2280	-	Probable dehydrogenase 	18	16	1573.0	832.7	-740.3	-0.92	0.34630	1.00000
Rv2281	pitB	Putative phosphate-transport permease PitB 	26	21	1113.0	1338.3	225.3	0.27	0.65660	1.00000
Rv2282c	-	Probable transcription regulator (lysR family) 	13	9	310.0	348.2	38.2	0.17	0.83080	1.00000
Rv2283	-	hypothetical protein Rv2283 	2	1	69.0	2.9	-66.1	-4.58	1.00000	1.00000
Rv2284	lipM	Probable esterase LipM 	28	24	891.0	1372.8	481.8	0.62	0.25140	1.00000
Rv2285	-	hypothetical protein Rv2285 	22	19	1373.0	1566.6	193.6	0.19	0.75250	1.00000
Rv2286c	-	hypothetical protein Rv2286c 	10	10	612.0	987.1	375.1	0.69	0.41390	1.00000
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE 	20	17	1137.0	1829.4	692.4	0.69	0.25920	1.00000
Rv2288	-	hypothetical protein Rv2288 	4	4	556.0	132.4	-423.6	-2.07	0.27620	1.00000
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	22	20	1903.0	2857.8	954.8	0.59	0.18030	1.00000
Rv2290	lppO	Probable conserved lipoprotein lppO 	13	12	1163.0	2095.2	932.2	0.85	0.39690	1.00000
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	16	13	1205.0	1768.0	563.0	0.55	0.28600	1.00000
Rv2292c	-	hypothetical protein Rv2292c 	2	2	210.0	104.6	-105.4	-1.01	0.33200	1.00000
Rv2293c	-	hypothetical protein Rv2293c 	14	14	1119.0	1417.9	298.9	0.34	0.54000	1.00000
Rv2294	-	Probable aminotransferase 	23	21	3353.0	3952.4	599.4	0.24	0.51170	1.00000
Rv2295	-	hypothetical protein Rv2295 	11	11	870.0	1464.9	594.9	0.75	0.45790	1.00000
Rv2296	-	haloalkane dehalogenase 	16	14	2401.0	3674.2	1273.2	0.61	0.18770	1.00000
Rv2297	-	hypothetical protein Rv2297 	8	6	808.0	544.9	-263.1	-0.57	0.72800	1.00000
Rv2298	-	hypothetical protein Rv2298 	17	16	1241.0	1796.8	555.8	0.53	0.34220	1.00000
Rv2299c	htpG	heat shock protein 90 	29	25	2367.0	2895.2	528.2	0.29	0.55750	1.00000
Rv2300c	-	hypothetical protein Rv2300c 	17	15	4031.0	4210.5	179.5	0.06	0.91480	1.00000
Rv2301	cut2	PROBABLE CUTINASE CUT2 	10	8	1434.0	1738.3	304.3	0.28	0.68270	1.00000
Rv2302	-	hypothetical protein Rv2302 	4	4	979.0	754.0	-225.0	-0.38	0.82360	1.00000
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	19	17	2461.0	3180.2	719.2	0.37	0.43140	1.00000
Rv2304c	-	hypothetical protein Rv2304c 	1	1	43.0	26.9	-16.1	-0.68	1.00000	1.00000
Rv2305	-	hypothetical protein Rv2305 	10	10	1158.0	1608.8	450.8	0.47	0.40880	1.00000
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	7	1468.0	1262.5	-205.5	-0.22	0.84020	1.00000
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	5	391.0	232.2	-158.8	-0.75	0.27000	1.00000
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	3	2	479.0	848.0	369.0	0.82	0.33720	1.00000
Rv2307B	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	21	15	367.0	846.1	479.1	1.21	0.06090	1.00000
Rv2307D	-	hypothetical protein Rv2307D 	5	4	424.0	439.4	15.4	0.05	0.91420	1.00000
Rv2307c	-	hypothetical protein Rv2307c 	20	18	2544.0	3199.3	655.3	0.33	0.53880	1.00000
Rv2308	-	hypothetical protein Rv2308 	17	16	2990.0	2864.5	-125.5	-0.06	0.92580	1.00000
Rv2309A	-	hypothetical protein Rv2309A 	13	13	1855.0	1468.7	-386.3	-0.34	0.66770	1.00000
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	9	8	1615.0	1410.2	-204.8	-0.20	0.81450	1.00000
Rv2310	-	POSSIBLE EXCISIONASE 	3	3	314.0	330.0	16.0	0.07	0.89750	1.00000
Rv2311	-	hypothetical protein Rv2311 	7	7	1453.0	2314.8	861.8	0.67	0.33970	1.00000
Rv2312	-	hypothetical protein Rv2312 	3	3	485.0	711.8	226.8	0.55	0.29760	1.00000
Rv2313c	-	hypothetical protein Rv2313c 	10	9	1756.0	2171.9	415.9	0.31	0.70610	1.00000
Rv2314c	-	hypothetical protein Rv2314c 	16	13	1348.0	1207.8	-140.2	-0.16	0.74800	1.00000
Rv2315c	-	hypothetical protein Rv2315c 	33	28	1413.0	1785.3	372.3	0.34	0.53440	1.00000
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	13	11	473.0	1026.5	553.5	1.12	0.23050	1.00000
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	14	8	71.0	194.7	123.7	1.46	0.10790	1.00000
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	30	21	508.0	951.6	443.6	0.91	0.15360	1.00000
Rv2319c	-	hypothetical protein Rv2319c 	19	16	627.0	1178.0	551.0	0.91	0.35710	1.00000
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	28	27	1966.0	2299.5	333.5	0.23	0.56330	1.00000
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	9	6	172.0	290.7	118.7	0.76	0.30270	1.00000
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	10	7	367.0	168.8	-198.2	-1.12	0.17630	1.00000
Rv2323c	-	hypothetical protein Rv2323c 	22	18	1645.0	1397.7	-247.3	-0.23	0.64400	1.00000
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	2	2	298.0	248.5	-49.5	-0.26	1.00000	1.00000
Rv2325c	-	hypothetical protein Rv2325c 	9	7	570.0	356.9	-213.1	-0.68	0.54560	1.00000
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	23	19	3225.0	2267.8	-957.2	-0.51	0.34090	1.00000
Rv2327	-	hypothetical protein Rv2327 	5	5	274.0	229.3	-44.7	-0.26	0.79200	1.00000
Rv2328	PE23	PE FAMILY PROTEIN 	12	11	518.0	594.8	76.8	0.20	0.77230	1.00000
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	28	27	2486.0	2584.4	98.4	0.06	0.89060	1.00000
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	7	7	1091.0	675.4	-415.6	-0.69	0.38500	1.00000
Rv2331	-	hypothetical protein Rv2331 	6	6	470.0	595.7	125.7	0.34	0.59690	1.00000
Rv2331A	-	hypothetical protein Rv2331A 	5	4	640.0	721.4	81.4	0.17	0.71540	1.00000
Rv2332	mez	PROBABLE 	28	26	4275.0	3773.0	-502.0	-0.18	0.69280	1.00000
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	21	21	3826.0	4776.5	950.5	0.32	0.45520	1.00000
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	14	10	640.0	136.2	-503.8	-2.23	0.00010	0.01425
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	6	6	475.0	135.3	-339.7	-1.81	0.14090	1.00000
Rv2336	-	hypothetical protein Rv2336 	29	22	1258.0	1323.9	65.9	0.07	0.90760	1.00000
Rv2337c	-	hypothetical protein Rv2337c 	10	9	1139.0	2197.8	1058.8	0.95	0.33490	1.00000
Rv2338c	moeW	hypothetical protein Rv2338c 	38	29	1036.0	909.4	-126.6	-0.19	0.74260	1.00000
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	82	60	5213.0	5039.3	-173.7	-0.05	0.90480	1.00000
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	15	13	2625.0	2539.3	-85.7	-0.05	0.92740	1.00000
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	4	4	1672.0	1417.9	-254.1	-0.24	0.66150	1.00000
Rv2342	-	hypothetical protein Rv2342 	4	4	662.0	798.2	136.2	0.27	0.70820	1.00000
Rv2343c	dnaG	DNA primase 	26	3	1.0	1.9	0.9	0.94	1.00000	1.00000
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	27	24	1236.0	1801.6	565.6	0.54	0.30820	1.00000
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	29	28	6249.0	7083.6	834.6	0.18	0.63750	1.00000
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	3	3	572.0	494.1	-77.9	-0.21	0.79830	1.00000
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	3	3	237.0	310.8	73.8	0.39	0.60830	1.00000
Rv2348c	-	hypothetical protein Rv2348c 	2	2	567.0	343.4	-223.6	-0.72	1.00000	1.00000
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	28	28	6756.0	6746.9	-9.1	-0.00	0.99680	1.00000
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	23	23	3095.0	3449.7	354.7	0.16	0.69860	1.00000
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	25	22	7535.0	8120.7	585.7	0.11	0.84510	1.00000
Rv2352c	PPE38	PPE FAMILY PROTEIN 	16	16	6602.0	8626.2	2024.2	0.39	0.35500	1.00000
Rv2353c	PPE39	PPE FAMILY PROTEIN 	24	18	721.0	540.1	-180.9	-0.42	0.59240	1.00000
Rv2354	-	PROBABLE TRANSPOSASE 	4	4	618.0	773.2	155.2	0.32	0.68760	1.00000
Rv2355	-	PROBABLE TRANSPOSASE 	25	24	3807.0	3552.4	-254.6	-0.10	0.83290	1.00000
Rv2356c	PPE40	PPE FAMILY PROTEIN 	30	22	2709.0	3678.0	969.0	0.44	0.60390	1.00000
Rv2357c	glyS	glycyl-tRNA synthetase 	31	1	2.0	4.8	2.8	1.26	1.00000	1.00000
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	5	5	264.0	114.2	-149.8	-1.21	0.11250	1.00000
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	5	4	13.0	4.8	-8.2	-1.44	0.31300	1.00000
Rv2360c	-	hypothetical protein Rv2360c 	6	6	1084.0	734.8	-349.2	-0.56	0.56920	1.00000
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	17	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2362c	recO	DNA repair protein RecO 	11	9	128.0	226.4	98.4	0.82	0.43660	1.00000
Rv2363	amiA2	amidase 	17	14	555.0	1183.8	628.8	1.09	0.18660	1.00000
Rv2364c	era	GTP-binding protein Era 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2365c	-	hypothetical protein Rv2365c 	4	3	120.0	125.7	5.7	0.07	1.00000	1.00000
Rv2366c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	22	18	794.0	1917.7	1123.7	1.27	0.03840	1.00000
Rv2367c	-	hypothetical protein Rv2367c 	9	7	597.0	485.4	-111.6	-0.30	0.79930	1.00000
Rv2368c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	17	16	2961.0	2667.9	-293.1	-0.15	0.67020	1.00000
Rv2369c	-	hypothetical protein Rv2369c 	3	3	393.0	146.8	-246.2	-1.42	0.60670	1.00000
Rv2370c	-	hypothetical protein Rv2370c 	20	18	2589.0	2258.2	-330.8	-0.20	0.75620	1.00000
Rv2371	PE_PGRS40	PE-PGRS FAMILY PROTEIN 	1	1	0.0	6.7	6.7	2.75	1.00000	1.00000
Rv2372c	-	hypothetical protein Rv2372c 	6	6	615.0	1032.2	417.2	0.75	0.46580	1.00000
Rv2373c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2 	10	2	0.0	2.9	2.9	1.53	0.33040	1.00000
Rv2374c	hrcA	heat-inducible transcription repressor 	23	22	1957.0	1747.9	-209.1	-0.16	0.77030	1.00000
Rv2375	-	hypothetical protein Rv2375 	9	9	1492.0	1529.2	37.2	0.04	0.94780	1.00000
Rv2376c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2) 	2	2	540.0	458.6	-81.4	-0.24	1.00000	1.00000
Rv2377c	mbtH	PUTATIVE CONSERVED PROTEIN MBTH 	2	1	113.0	75.8	-37.2	-0.58	1.00000	1.00000
Rv2378c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE) 	9	8	282.0	142.0	-140.0	-0.99	0.35280	1.00000
Rv2379c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE) 	64	52	964.0	507.5	-456.5	-0.93	0.02000	0.75283
Rv2380c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE) 	79	57	868.0	533.4	-334.6	-0.70	0.07580	1.00000
Rv2381c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE) 	43	28	291.0	119.0	-172.0	-1.29	0.01710	0.70843
Rv2382c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE) 	17	9	77.0	71.9	-5.1	-0.10	0.90870	1.00000
Rv2383c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE) 	50	42	1317.0	517.1	-799.9	-1.35	0.00380	0.25270
Rv2384	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE 	21	19	408.0	164.0	-244.0	-1.31	0.00860	0.41342
Rv2385	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ 	19	16	1599.0	2217.0	618.0	0.47	0.36630	1.00000
