#Resampling
#Console: python /usr/local/bin/transit resampling H37Rv_day32_rep1.wig,H37Rv_day32_rep2.wig,H37Rv_day32_rep3.wig Rv3005c_day32_rep1.wig,Rv3005c_day32_rep2.wig,Rv3005c_day32_rep3.wig /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table resampling_H37Rv_Rv3005c_day32_s10000_pc0.00.dat
#Control Data: H37Rv_day32_rep1.wig,H37Rv_day32_rep2.wig,H37Rv_day32_rep3.wig
#Experimental Data: Rv3005c_day32_rep1.wig,Rv3005c_day32_rep2.wig,Rv3005c_day32_rep3.wig
#Annotation path: /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table
#Time: 600.038864851
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv1771	-	PROBABLE OXIDOREDUCTASE 	26	22.1	39.8	1129.3	2029.2	899.91	0.85	0.41840	0.70013
Rv1772	-	hypothetical protein Rv1772 	4	53.7	612.4	161.2	1837.3	1676.09	3.51	0.09950	0.31189
Rv1773c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	0.5	0.2	6.3	1.9	-4.34	-1.70	0.27240	0.53939
Rv1774	-	PROBABLE OXIDOREDUCTASE 	30	6.7	52.8	321.7	2535.1	2213.41	2.98	0.03550	0.16078
Rv1775	-	hypothetical protein Rv1775 	14	2.3	18.5	62.2	498.4	436.21	3.00	0.21000	0.47898
Rv1776c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0.5	1.2	6.0	14.0	7.97	1.21	0.25470	0.51744
Rv1777	cyp144	Probable cytochrome p450 144 CYP144 	27	22.5	0.8	878.0	30.2	-847.80	-4.86	0.00000	0.00000
Rv1778c	-	hypothetical protein Rv1778c 	5	0.2	0.4	1.4	2.4	0.92	0.71	0.69560	0.97432
Rv1779c	-	HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN 	14	30.9	1.1	556.4	19.5	-536.86	-4.84	0.00000	0.00000
Rv1780	-	hypothetical protein Rv1780 	13	7.8	0.7	233.6	22.0	-211.60	-3.41	0.00630	0.05326
Rv1781c	malQ	PROBABLE 4-ALPHA-GLUCANOTRANSFERASE MALQ (Amylomaltase) (Disproportionating enzyme) (D-enzyme) 	27	17.3	20.4	1191.9	1407.1	215.18	0.24	0.79810	1.00000
Rv1782	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	20	0.1	0.0	0.3	0.0	-0.31	-0.14	1.00000	1.00000
Rv1783	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	17	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1784	-	hypothetical protein Rv1784 	41	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1785c	cyp143	PROBABLE CYTOCHROME P450 143 CYP143 	22	20.4	8.0	673.5	263.5	-410.04	-1.35	0.22030	0.48742
Rv1786	-	PROBABLE FERREDOXIN 	1	130.8	4.0	392.4	12.0	-380.41	-5.03	0.03200	0.15021
Rv1787	PPE25	PPE FAMILY PROTEIN 	19	33.2	42.5	1493.3	1910.5	417.18	0.36	0.58920	0.86526
Rv1788	PE18	PE FAMILY PROTEIN 	5	52.4	2.2	629.4	26.0	-603.40	-4.60	0.00820	0.06466
Rv1789	PPE26	PPE FAMILY PROTEIN 	20	41.6	49.7	1622.8	1938.6	315.80	0.26	0.70830	0.98574
Rv1790	PPE27	PPE FAMILY PROTEIN 	20	52.3	54.9	2195.5	2304.3	108.82	0.07	0.92040	1.00000
Rv1791	PE19	PE FAMILY PROTEIN 	6	0.2	0.3	1.5	3.1	1.61	1.03	0.57970	0.85603
Rv1793	esxN	PUTATIVE ESAT-6 LIKE PROTEIN ESXN (ESAT-6 LIKE PROTEIN 5) 	5	2.0	0.5	29.7	7.5	-22.28	-2.00	0.26120	0.52662
Rv1794	-	hypothetical protein Rv1794 	22	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1795	-	hypothetical protein Rv1795 	22	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1796	mycP5	PROBABLE PROLINE RICH MEMBRANE-ANCHORED MYCOSIN MYCP5 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-5) 	36	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1797	-	hypothetical protein Rv1797 	15	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1798	-	hypothetical protein Rv1798 	30	0.1	12.9	0.9	155.0	154.02	7.36	0.03610	0.16239
Rv1799	lppT	PROBABLE LIPOPROTEIN LPPT 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1800	PPE28	PPE FAMILY PROTEIN 	40	49.9	18.5	3889.8	1442.1	-2447.74	-1.43	0.02450	0.12729
Rv1801	PPE29	PPE FAMILY PROTEIN 	25	63.7	69.5	2482.5	2711.5	228.97	0.13	0.86340	1.00000
Rv1802	PPE30	PPE FAMILY PROTEIN 	21	12.8	21.3	688.6	1151.0	462.36	0.74	0.30540	0.58137
Rv1803c	PE_PGRS32	PE-PGRS FAMILY PROTEIN 	34	14.9	1.5	896.9	92.6	-804.27	-3.28	0.00000	0.00000
Rv1804c	-	hypothetical protein Rv1804c 	10	34.1	1.4	716.9	28.9	-687.98	-4.63	0.03090	0.14660
Rv1805c	-	hypothetical protein Rv1805c 	6	15.3	0.9	91.9	5.2	-86.67	-4.13	0.27630	0.54522
Rv1806	PE20	PE FAMILY PROTEIN 	5	0.4	140.9	2.3	845.5	843.21	8.54	0.17840	0.45137
Rv1807	PPE31	PPE FAMILY PROTEIN 	21	15.3	54.6	458.2	1638.0	1179.80	1.84	0.23480	0.49601
Rv1808	PPE32	PPE FAMILY PROTEIN 	29	14.8	63.3	1202.2	5124.6	3922.44	2.09	0.00440	0.04170
Rv1809	PPE33	PPE FAMILY PROTEIN 	24	17.9	65.5	806.5	2948.9	2142.37	1.87	0.07500	0.26135
Rv1810	-	hypothetical protein Rv1810 	12	33.2	89.5	897.0	2417.6	1520.62	1.43	0.59070	0.86614
Rv1811	mgtC	POSSIBLE Mg2+ TRANSPORT P-TYPE ATPASE C MGTC 	16	42.1	83.1	1894.2	3741.3	1847.11	0.98	0.13330	0.37641
Rv1812c	-	PROBABLE DEHYDROGENASE 	23	17.6	30.7	792.0	1381.4	589.34	0.80	0.55570	0.83074
Rv1813c	-	hypothetical protein Rv1813c 	9	15.0	0.2	315.9	4.1	-311.81	-6.27	0.00400	0.03827
Rv1814	erg3	MEMBRANE-BOUND C-5 STEROL DESATURASE ERG3 (STEROL-C5-DESATURASE) 	24	29.7	36.2	1780.2	2169.6	389.33	0.29	0.63570	0.91403
Rv1815	-	hypothetical protein Rv1815 	8	0.5	0.7	8.2	12.9	4.75	0.66	0.60410	0.87969
Rv1816	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	10.7	7.0	352.3	229.4	-122.95	-0.62	0.53640	0.80962
Rv1817	-	hypothetical protein Rv1817 	29	13.1	19.9	744.0	1135.0	391.03	0.61	0.56150	0.83783
Rv1818c	PE_PGRS33	PE-PGRS FAMILY PROTEIN 	16	1.8	55.5	32.3	998.9	966.61	4.95	0.06960	0.25018
Rv1819c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	33	36.9	19.1	3318.8	1722.9	-1595.89	-0.95	0.15290	0.41192
Rv1820	ilvG	hypothetical protein Rv1820 	20	15.4	81.9	690.9	3687.4	2996.49	2.42	0.00030	0.00665
Rv1821	secA2	preprotein translocase subunit SecA 	39	4.3	2.6	129.3	79.5	-49.87	-0.70	0.59680	0.87257
Rv1822	pgsA2	PROBABLE CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE PGSA2 (PGP SYNTHASE) (PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE) (3-PHOSPHATIDYL-1'-GLYCEROL-3'PHOSPHATE SYNTHASE) 	17	0.1	0.8	0.2	2.4	2.18	3.50	0.39280	0.68770
Rv1823	-	hypothetical protein Rv1823 	15	0.8	2.0	14.1	35.2	21.16	1.32	0.19050	0.46291
Rv1824	-	hypothetical protein Rv1824 	5	0.0	0.4	0.0	1.2	1.22	0.49	1.00000	1.00000
Rv1825	-	hypothetical protein Rv1825 	10	3.5	8.7	62.4	155.9	93.56	1.32	0.47950	0.75078
Rv1826	gcvH	glycine cleavage system protein H 	9	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1827	cfp17	CONSERVED HYPOTHETICAL PROTEIN CFP17 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1828	-	hypothetical protein Rv1828 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1829	-	hypothetical protein Rv1829 	9	0.2	0.5	3.4	7.0	3.55	1.02	0.58350	0.85910
Rv1830	-	hypothetical protein Rv1830 	11	0.1	0.0	0.3	0.0	-0.31	-0.14	1.00000	1.00000
Rv1831	-	hypothetical protein Rv1831 	5	34.4	2.0	412.8	24.2	-388.64	-4.09	0.02330	0.12249
Rv1832	gcvB	glycine dehydrogenase 	57	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1833c	-	haloalkane dehalogenase 	14	7.0	1.5	211.3	43.5	-167.79	-2.28	0.02460	0.12764
Rv1834	-	Probable hydrolase 	12	1.5	147.5	35.5	3539.9	3504.39	6.64	0.02090	0.11518
Rv1835c	-	hypothetical protein Rv1835c 	41	28.2	30.7	2874.3	3133.8	259.57	0.12	0.84140	1.00000
Rv1836c	-	hypothetical protein Rv1836c 	43	0.6	28.0	16.1	757.3	741.20	5.55	0.00010	0.00285
Rv1837c	glcB	malate synthase G 	26	6.0	0.0	18.1	0.0	-18.08	-2.81	0.39970	0.68868
Rv1838c	-	hypothetical protein Rv1838c 	10	38.1	27.6	913.7	662.0	-251.68	-0.46	0.56940	0.84646
Rv1839c	-	hypothetical protein Rv1839c 	3	1.8	3.3	11.0	19.7	8.72	0.84	0.61130	0.88759
Rv1840c	PE_PGRS34	PE-PGRS FAMILY PROTEIN 	16	2.8	6.4	58.7	133.6	74.92	1.19	0.34060	0.62684
Rv1841c	-	hypothetical protein Rv1841c 	13	39.4	1.6	1183.5	48.5	-1134.94	-4.61	0.01620	0.09944
Rv1842c	-	hypothetical protein Rv1842c 	16	16.5	43.7	594.5	1574.8	980.31	1.41	0.27080	0.53776
Rv1843c	guaB1	inositol-5-monophosphate dehydrogenase 	23	55.6	64.1	3169.9	3654.0	484.03	0.21	0.94150	1.00000
Rv1844c	gnd1	6-phosphogluconate dehydrogenase 	17	45.3	76.8	2173.3	3687.6	1514.37	0.76	0.26010	0.52467
Rv1845c	-	hypothetical protein Rv1845c 	14	0.0	0.2	0.0	0.5	0.47	0.21	1.00000	1.00000
Rv1846c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	21.5	4.8	64.6	14.5	-50.14	-2.16	0.31130	0.58923
Rv1847	-	hypothetical protein Rv1847 	5	28.9	3.4	433.8	50.5	-383.35	-3.10	0.00880	0.06726
Rv1848	ureA	urease subunit gamma 	2	23.3	0.8	140.0	4.8	-135.24	-4.86	0.02550	0.13044
Rv1849	ureB	urease subunit beta 	6	0.2	0.0	1.7	0.0	-1.73	-0.25	0.08160	0.27696
Rv1850	ureC	urease subunit alpha 	18	22.0	26.7	922.6	1119.4	196.76	0.28	0.83570	1.00000
Rv1851	ureF	Urease accessory protein uref 	2	3.3	91.8	19.6	550.8	531.24	4.81	0.18220	0.45404
Rv1852	ureG	Urease accessory protein ureG 	5	17.9	5.0	53.7	14.9	-38.79	-1.85	0.09880	0.31089
Rv1853	ureD	Probable urease accessory protein ureD 	6	1.6	0.1	19.5	1.0	-18.51	-4.34	0.03380	0.15519
Rv1854c	ndh	PROBABLE NADH DEHYDROGENASE NDH 	19	0.0	37.8	0.0	113.3	113.33	5.28	0.06470	0.23970
Rv1855c	-	POSSIBLE OXIDOREDUCTASE 	14	20.3	4.9	732.0	176.1	-555.84	-2.06	0.06190	0.23300
Rv1856c	-	short chain dehydrogenase 	5	0.2	0.0	0.6	0.0	-0.63	-0.28	1.00000	1.00000
Rv1857	modA	PROBABLE MOLYBDATE-BINDING LIPOPROTEIN MODA 	6	4.6	1.1	68.3	16.5	-51.75	-2.05	0.02170	0.11796
Rv1858	modB	PROBABLE MOLBDENUM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER MODB 	22	12.8	48.3	537.3	2029.0	1491.76	1.92	0.03050	0.14557
Rv1859	modC	PROBABLE MOLYBDENUM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MODC 	16	16.9	0.8	608.3	28.2	-580.01	-4.43	0.00290	0.03170
Rv1860	apa	ALANINE AND PROLINE RICH SECRETED PROTEIN APA (FIBRONECTIN ATTACHMENT PROTEIN) (Immunogenic protein MPT32) (Antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen) 	16	4.1	0.7	110.4	20.0	-90.37	-2.46	0.01570	0.09757
Rv1861	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	26.0	45.4	312.2	545.3	233.09	0.80	0.51460	0.78759
Rv1862	adhA	Probable alcohol dehydrogenase adhA 	15	16.1	50.9	481.7	1528.2	1046.51	1.67	0.34850	0.63697
Rv1863c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	17.0	1.1	409.1	27.2	-381.87	-3.91	0.00000	0.00000
Rv1864c	-	hypothetical protein Rv1864c 	10	15.4	99.4	324.0	2087.1	1763.08	2.69	0.23150	0.49554
Rv1865c	-	short chain dehydrogenase 	13	38.6	5.0	810.2	105.8	-704.44	-2.94	0.04270	0.18202
Rv1866	-	hypothetical protein Rv1866 	34	8.0	1.0	431.3	51.4	-379.94	-3.07	0.06900	0.24915
Rv1867	-	acetyl-CoA acetyltransferase 	20	20.9	77.2	939.9	3473.9	2534.05	1.89	0.21250	0.47979
Rv1868	-	hypothetical protein Rv1868 	32	12.7	14.1	685.4	761.9	76.53	0.15	0.86170	1.00000
Rv1869c	-	Probable reductase 	26	20.0	41.8	1257.7	2635.8	1378.03	1.07	0.22030	0.48742
Rv1870c	-	hypothetical protein Rv1870c 	12	14.7	1.1	483.6	36.4	-447.21	-3.73	0.00500	0.04607
Rv1871c	-	hypothetical protein Rv1871c 	9	11.9	116.7	250.0	2450.6	2200.63	3.29	0.01670	0.10096
Rv1872c	lldD2	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD2 	14	47.0	2.7	846.1	49.1	-796.96	-4.11	0.00130	0.01846
Rv1873	-	hypothetical protein Rv1873 	10	49.0	36.7	1469.5	1102.3	-367.16	-0.41	0.64700	0.92628
Rv1874	-	hypothetical protein Rv1874 	12	43.4	89.0	1301.2	2669.2	1367.97	1.04	0.24700	0.50748
Rv1875	-	hypothetical protein Rv1875 	5	49.6	61.0	743.7	915.4	171.67	0.30	0.80280	1.00000
Rv1876	bfrA	PROBABLE BACTERIOFERRITIN BFRA 	10	34.7	78.7	832.1	1888.9	1056.77	1.18	0.27390	0.54156
Rv1877	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	39.1	36.5	3283.9	3062.6	-221.30	-0.10	0.86130	1.00000
Rv1878	glnA3	PROBABLE GLUTAMINE SYNTHETASE GLNA3 (GLUTAMINE SYNTHASE) (GS-I) 	27	14.1	33.9	721.4	1728.1	1006.78	1.26	0.14660	0.40229
Rv1879	-	hypothetical protein Rv1879 	19	23.6	15.8	778.1	520.4	-257.78	-0.58	0.43610	0.71932
Rv1880c	cyp140	Probable cytochrome p450 140 CYP140 	16	71.3	0.9	2138.3	25.5	-2112.72	-6.39	0.00320	0.03351
Rv1881c	lppE	POSSIBLE CONSERVED LIPOPROTEIN LPPE 	8	7.5	1.4	135.6	25.4	-110.24	-2.42	0.01260	0.08507
Rv1882c	-	short chain dehydrogenase 	15	31.4	110.0	1129.4	3960.4	2830.97	1.81	0.28490	0.55750
Rv1883c	-	hypothetical protein Rv1883c 	7	29.0	24.7	521.3	445.0	-76.30	-0.23	0.90500	1.00000
Rv1884c	rpfC	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFC 	6	11.8	0.4	176.9	6.0	-170.91	-4.88	0.05990	0.22871
Rv1885c	-	chorismate mutase 	14	33.7	9.4	909.3	254.4	-654.97	-1.84	0.06940	0.25014
Rv1886c	fbpB	SECRETED ANTIGEN 85-B FBPB (85B) (ANTIGEN 85 COMPLEX B) (MYCOLYL TRANSFERASE 85B) (FIBRONECTIN-BINDING PROTEIN B) (EXTRACELLULAR ALPHA-ANTIGEN) 	25	18.8	1.0	1295.9	65.7	-1230.22	-4.30	0.00000	0.00000
Rv1887	-	hypothetical protein Rv1887 	25	32.1	14.3	1636.8	726.8	-909.98	-1.17	0.10230	0.31593
Rv1888A	-	hypothetical protein Rv1888A 	0	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1888c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	18	29.0	47.6	1306.8	2140.9	834.12	0.71	0.51300	0.78696
Rv1889c	-	hypothetical protein Rv1889c 	4	105.9	9.4	635.2	56.3	-578.98	-3.50	0.00780	0.06249
Rv1890c	-	hypothetical protein Rv1890c 	8	62.0	35.9	1116.4	646.2	-470.21	-0.79	0.53410	0.80814
Rv1891	-	hypothetical protein Rv1891 	8	6.9	27.4	103.4	411.4	307.97	1.99	0.21600	0.48327
Rv1892	-	PROBABLE MEMBRANE PROTEIN 	7	26.7	300.4	400.4	4505.8	4105.39	3.49	0.02220	0.11970
Rv1893	-	hypothetical protein Rv1893 	0	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1894c	-	hypothetical protein Rv1894c 	14	35.4	38.8	849.4	930.9	81.56	0.13	0.89410	1.00000
Rv1895	-	POSSIBLE DEHYDROGENASE 	18	24.2	84.2	727.3	2526.7	1799.40	1.80	0.23500	0.49601
Rv1896c	-	hypothetical protein Rv1896c 	24	14.0	0.7	670.1	31.5	-638.55	-4.41	0.00230	0.02731
Rv1897c	-	D-tyrosyl-tRNA deacylase 	5	6.9	1.1	82.8	13.2	-69.63	-2.65	0.20240	0.47378
Rv1898	-	hypothetical protein Rv1898 	3	7.2	1.0	43.3	5.8	-37.56	-2.91	0.10900	0.32700
Rv1899c	lppD	POSSIBLE LIPOPROTEIN LPPD 	13	33.0	3.3	1187.9	118.3	-1069.67	-3.33	0.00210	0.02562
Rv1900c	lipJ	PROBABLE LIGNIN PEROXIDASE LIPJ 	24	21.0	68.1	1009.7	3269.5	2259.79	1.70	0.02970	0.14381
Rv1901	cinA	competence damage-inducible protein A 	18	56.4	691.5	2369.9	29044.4	26674.50	3.62	0.05380	0.21107
Rv1902c	nanT	PROBABLE SIALIC ACID-TRANSPORT INTEGRAL MEMBRANE PROTEIN NANT 	33	13.9	12.4	1002.4	893.1	-109.24	-0.17	0.79960	1.00000
Rv1903	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	5	35.2	34.2	422.8	410.0	-12.81	-0.04	0.92990	1.00000
Rv1904	-	hypothetical protein Rv1904 	10	30.5	55.5	640.9	1164.7	523.86	0.86	0.52490	0.79876
Rv1905c	aao	PROBABLE D-AMINO ACID OXIDASE AAO 	18	19.5	55.6	761.2	2168.6	1407.39	1.51	0.14570	0.40065
Rv1906c	-	hypothetical protein Rv1906c 	9	2.6	3.9	47.2	69.4	22.15	0.55	0.62800	0.90590
Rv1907c	-	hypothetical protein Rv1907c 	10	15.0	8.4	225.3	126.2	-99.06	-0.84	0.32850	0.60907
Rv1908c	katG	CATALASE-PEROXIDASE-PEROXYNITRITASE T KATG 	39	0.6	0.0	3.6	0.0	-3.59	-0.68	0.45530	0.73222
Rv1909c	furA	FERRIC UPTAKE REGULATION PROTEIN FURA (FUR) 	12	0.2	0.2	2.2	2.2	-0.03	-0.02	1.00000	1.00000
Rv1910c	-	PROBABLE EXPORTED PROTEIN 	13	22.6	23.6	541.4	567.1	25.65	0.07	0.94410	1.00000
Rv1911c	lppC	PROBABLE LIPOPROTEIN LPPC 	9	2.6	50.9	38.9	763.9	724.99	4.30	0.16310	0.42786
Rv1912c	fadB5	POSSIBLE OXIDOREDUCTASE FADB5 	15	15.5	1.5	372.0	36.1	-335.87	-3.36	0.09690	0.30832
Rv1913	-	hypothetical protein Rv1913 	11	24.6	0.7	442.5	13.0	-429.58	-5.09	0.05610	0.21813
Rv1914c	-	hypothetical protein Rv1914c 	7	32.6	1.5	488.3	23.2	-465.06	-4.40	0.02870	0.14051
Rv1915	aceAa	PROBABLE ISOCITRATE LYASE aceAa 	21	7.0	6.7	316.7	302.4	-14.31	-0.07	0.98740	1.00000
Rv1916	aceAb	isocitrate lyase 	17	6.6	46.7	198.2	1402.1	1203.85	2.82	0.09530	0.30640
Rv1917c	PPE34	PPE FAMILY PROTEIN 	121	28.0	6.2	5460.3	1210.9	-4249.46	-2.17	0.00000	0.00000
Rv1918c	PPE35	PPE FAMILY PROTEIN 	75	10.2	94.7	1069.1	9944.4	8875.36	3.22	0.04980	0.20051
Rv1919c	-	hypothetical protein Rv1919c 	7	8.2	46.8	172.6	981.8	809.22	2.51	0.19800	0.47040
Rv1920	-	PROBABLE MEMBRANE PROTEIN 	12	25.5	35.3	689.4	954.3	264.91	0.47	0.61230	0.88871
Rv1921c	lppF	PROBABLE CONSERVED LIPOPROTEIN LPPF 	22	34.3	44.4	1850.4	2397.6	547.18	0.37	0.66330	0.94419
Rv1922	-	PROBABLE CONSERVED LIPOPROTEIN 	20	6.6	22.5	277.6	944.3	666.65	1.77	0.23800	0.49770
Rv1923	lipD	PROBABLE LIPASE LIPD 	34	17.9	58.3	1505.5	4900.9	3395.40	1.70	0.02110	0.11564
Rv1924c	-	hypothetical protein Rv1924c 	11	36.6	1.1	987.5	28.7	-958.77	-5.10	0.01220	0.08393
Rv1925	fadD31	acyl-CoA synthetase 	38	357.2	118.2	33218.2	10994.9	-22223.31	-1.60	0.15220	0.41143
Rv1926c	mpt63	IMMUNOGENIC PROTEIN MPT63 (ANTIGEN MPT63/MPB63) (16 kDa IMMUNOPROTECTIVE EXTRACELLULAR PROTEIN) 	8	21.7	0.5	326.2	7.9	-318.26	-5.36	0.03330	0.15396
Rv1927	-	hypothetical protein Rv1927 	17	36.3	38.3	1522.6	1610.5	87.94	0.08	0.91860	1.00000
Rv1928c	-	short chain dehydrogenase 	18	24.3	40.4	876.6	1453.1	576.57	0.73	0.52410	0.79815
Rv1929c	-	hypothetical protein Rv1929c 	9	7.9	0.7	118.8	11.0	-107.82	-3.44	0.20810	0.47802
Rv1930c	-	hypothetical protein Rv1930c 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	16.3	34.0	147.0	306.4	159.46	1.06	0.38770	0.68229
Rv1932	tpx	thiol peroxidase 	8	1.3	476.3	19.1	7143.9	7124.79	8.55	0.22000	0.48742
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	4.5	0.7	80.9	13.4	-67.42	-2.59	0.04450	0.18749
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	55.5	30.5	1664.2	916.1	-748.10	-0.86	0.94420	1.00000
Rv1935c	echA13	enoyl-CoA hydratase 	10	7.0	36.0	188.5	971.2	782.69	2.36	0.10480	0.31950
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	6.9	0.8	288.0	31.8	-256.25	-3.18	0.00150	0.02036
Rv1937	-	POSSIBLE OXYGENASE 	48	12.7	22.6	990.2	1762.0	771.73	0.83	0.36140	0.65130
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	16.9	0.4	608.2	13.4	-594.77	-5.50	0.00060	0.01129
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	0.7	146.1	4.4	876.5	872.14	7.64	0.17920	0.45202
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	9	7.3	1.4	131.0	24.8	-106.22	-2.40	0.12040	0.35194
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	0.0	1.0	0.0	5.7	5.74	0.97	0.17670	0.44907
Rv1942c	-	hypothetical protein Rv1942c 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1943c	-	hypothetical protein Rv1943c 	10	23.2	1.0	208.9	9.1	-199.82	-4.52	0.09550	0.30655
Rv1944c	-	hypothetical protein Rv1944c 	8	6.7	91.1	101.2	1366.3	1265.12	3.76	0.21420	0.48163
Rv1945	-	hypothetical protein Rv1945 	21	19.5	5.7	643.7	189.6	-454.16	-1.76	0.02100	0.11541
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	7	2.0	0.7	29.7	10.2	-19.58	-1.55	0.33210	0.61403
Rv1947	-	hypothetical protein Rv1947 	5	22.3	1.1	267.9	12.7	-255.21	-4.40	0.02790	0.13777
Rv1948c	-	hypothetical protein Rv1948c 	17	4.9	76.6	102.6	1608.3	1505.71	3.97	0.13130	0.37234
Rv1949c	-	hypothetical protein Rv1949c 	21	38.0	1.1	1936.1	57.5	-1878.67	-5.07	0.00000	0.00000
Rv1950c	-	hypothetical protein Rv1950c 	6	14.5	0.5	217.3	7.5	-209.83	-4.86	0.01140	0.08036
Rv1951c	-	hypothetical protein Rv1951c 	5	1.8	2.8	15.9	24.9	9.01	0.65	0.71640	0.99182
Rv1952	-	hypothetical protein Rv1952 	2	1.7	0.9	10.2	5.3	-4.82	-0.93	1.00000	1.00000
Rv1953	-	hypothetical protein Rv1953 	12	20.8	75.2	499.5	1805.1	1305.64	1.85	0.21560	0.48296
Rv1954c	-	hypothetical protein Rv1954c 	11	27.8	58.7	749.8	1584.0	834.21	1.08	0.41760	0.69951
Rv1955	-	hypothetical protein Rv1955 	9	81.5	8.6	1712.4	181.1	-1531.35	-3.24	0.00310	0.03264
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	24.9	101.4	448.4	1824.9	1376.56	2.03	0.17970	0.45202
Rv1957	-	hypothetical protein Rv1957 	13	2.0	4.1	48.3	98.3	49.99	1.02	0.43870	0.72152
Rv1958c	-	hypothetical protein Rv1958c 	11	26.6	7.6	557.9	160.6	-397.28	-1.80	0.04580	0.18996
Rv1959c	-	hypothetical protein Rv1959c 	7	7.2	127.6	107.7	1914.1	1806.44	4.15	0.19780	0.47033
Rv1960c	-	hypothetical protein Rv1960c 	4	4.7	116.1	42.0	1045.0	1002.98	4.64	0.14900	0.40553
Rv1961	-	hypothetical protein Rv1961 	10	7.4	0.9	133.9	15.6	-118.30	-3.10	0.06770	0.24624
Rv1962c	-	hypothetical protein Rv1962c 	14	10.7	5.2	257.5	124.7	-132.79	-1.05	0.28970	0.56221
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	18	1.4	0.2	25.3	3.3	-22.03	-2.95	0.04200	0.17981
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	7	25.8	42.3	463.8	761.0	297.21	0.71	0.53110	0.80512
