#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'resampling_H37Rv_Rv1565c_day32_TTR.dat', mode 'w' at 0x392ac00> expList=['Rv1565c_day32_rep1.wig', 'Rv1565c_day32_rep2.wig', 'Rv1565c_day32_rep3.wig'] doAdaptive=False ctrlList=['H37Rv_day32_rep1.wig', 'H37Rv_day32_rep2.wig', 'H37Rv_day32_rep3.wig']
#Control Samples:  H37Rv_day32_rep1.wig, H37Rv_day32_rep2.wig, H37Rv_day32_rep3.wig
#Experimental Samples:  Rv1565c_day32_rep1.wig, Rv1565c_day32_rep2.wig, Rv1565c_day32_rep3.wig
#Normalized with TTR
#TTR factors:	1.0000	0.2109	0.3076	0.7218	0.4697	0.6368
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv1809	PPE33	PPE FAMILY PROTEIN 	24	15	806.5	1146.9	340.4	0.51	0.34680	0.68117
Rv1810	-	hypothetical protein Rv1810 	12	9	897.0	382.7	-514.3	-1.23	0.07520	0.30774
Rv1811	mgtC	POSSIBLE Mg2+ TRANSPORT P-TYPE ATPASE C MGTC 	16	15	1894.2	1277.1	-617.0	-0.57	0.30520	0.63063
Rv1812c	-	PROBABLE DEHYDROGENASE 	23	17	792.0	2445.0	1653.0	1.63	0.01650	0.11927
Rv1813c	-	hypothetical protein Rv1813c 	9	7	315.9	192.5	-123.4	-0.71	0.55400	0.88418
Rv1814	erg3	MEMBRANE-BOUND C-5 STEROL DESATURASE ERG3 (STEROL-C5-DESATURASE) 	24	19	1780.2	2070.8	290.6	0.22	0.68750	1.00000
Rv1815	-	hypothetical protein Rv1815 	8	6	8.2	36.3	28.1	2.15	0.20720	0.49666
Rv1816	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	12	352.3	587.8	235.5	0.74	0.26080	0.57113
Rv1817	-	hypothetical protein Rv1817 	29	20	744.0	1088.0	344.0	0.55	0.29230	0.61360
Rv1818c	PE_PGRS33	PE-PGRS FAMILY PROTEIN 	16	6	32.3	48.1	15.8	0.57	0.55370	0.88418
Rv1819c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	33	29	3318.8	1458.4	-1860.4	-1.19	0.04320	0.21764
Rv1820	ilvG	hypothetical protein Rv1820 	20	14	690.9	1450.6	759.7	1.07	0.02770	0.16595
Rv1821	secA2	preprotein translocase subunit SecA 	39	4	129.3	37.6	-91.8	-1.78	0.18670	0.47223
Rv1822	pgsA2	PROBABLE CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE PGSA2 (PGP SYNTHASE) (PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE) (3-PHOSPHATIDYL-1'-GLYCEROL-3'PHOSPHATE SYNTHASE) 	17	1	0.2	276.9	276.7	10.36	0.10210	0.34148
Rv1823	-	hypothetical protein Rv1823 	15	5	14.1	85.0	70.9	2.60	0.02370	0.15034
Rv1824	-	hypothetical protein Rv1824 	5	1	0.0	21.9	21.9	2.87	0.09640	0.34148
Rv1825	-	hypothetical protein Rv1825 	10	6	62.4	180.6	118.2	1.53	0.06490	0.28177
Rv1826	gcvH	glycine cleavage system protein H 	9	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1827	cfp17	CONSERVED HYPOTHETICAL PROTEIN CFP17 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1828	-	hypothetical protein Rv1828 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1829	-	hypothetical protein Rv1829 	9	7	3.4	376.4	372.9	6.77	0.00000	0.00000
Rv1830	-	hypothetical protein Rv1830 	11	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv1831	-	hypothetical protein Rv1831 	5	4	412.8	359.0	-53.9	-0.20	0.79660	1.00000
Rv1832	gcvB	glycine dehydrogenase 	57	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1833c	-	haloalkane dehalogenase 	14	9	211.3	328.6	117.2	0.64	0.42780	0.76270
Rv1834	-	Probable hydrolase 	12	7	35.5	735.6	700.0	4.37	0.00150	0.02293
Rv1835c	-	hypothetical protein Rv1835c 	41	32	2874.3	5236.6	2362.4	0.87	0.02310	0.14842
Rv1836c	-	hypothetical protein Rv1836c 	42	5	16.1	1.1	-15.0	-3.87	0.06690	0.28665
Rv1837c	glcB	malate synthase G 	26	1	18.1	0.0	-18.1	-2.59	0.39820	0.74084
Rv1838c	-	hypothetical protein Rv1838c 	10	9	913.7	3142.4	2228.7	1.78	0.01560	0.11527
Rv1839c	-	hypothetical protein Rv1839c 	2	1	1.1	78.8	77.7	6.12	0.09730	0.34148
Rv1840c	PE_PGRS34	PE-PGRS FAMILY PROTEIN 	16	7	58.7	57.1	-1.6	-0.04	0.97420	1.00000
Rv1841c	-	hypothetical protein Rv1841c 	13	9	1183.5	644.2	-539.2	-0.88	0.33590	0.67031
Rv1842c	-	hypothetical protein Rv1842c 	16	10	594.5	1090.4	496.0	0.88	0.13120	0.39538
Rv1843c	guaB1	inositol-5-monophosphate dehydrogenase 	23	19	3169.9	3932.7	762.7	0.31	0.52830	0.85862
Rv1844c	gnd1	6-phosphogluconate dehydrogenase 	17	15	2173.3	1034.8	-1138.5	-1.07	0.14800	0.42885
Rv1845c	-	hypothetical protein Rv1845c 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1846c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	2	64.6	272.0	207.3	2.07	0.07290	0.30268
Rv1847	-	hypothetical protein Rv1847 	5	4	433.8	748.9	315.1	0.79	0.24880	0.55397
Rv1848	ureA	urease subunit gamma 	2	2	140.0	191.9	51.9	0.45	0.68280	1.00000
Rv1849	ureB	urease subunit beta 	6	4	1.7	105.5	103.8	5.93	0.00020	0.00502
Rv1850	ureC	urease subunit alpha 	18	12	922.6	616.8	-305.8	-0.58	0.52930	0.85955
Rv1851	ureF	Urease accessory protein uref 	2	2	19.6	0.0	-19.6	-2.71	0.01660	0.11956
Rv1852	ureG	Urease accessory protein ureG 	5	2	53.7	309.7	256.0	2.53	0.11180	0.35488
Rv1853	ureD	Probable urease accessory protein ureD 	6	3	19.5	40.7	21.2	1.06	0.56590	0.89601
Rv1854c	ndh	PROBABLE NADH DEHYDROGENASE NDH 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1855c	-	POSSIBLE OXIDOREDUCTASE 	14	12	732.0	1246.9	514.9	0.77	0.21530	0.50741
Rv1856c	-	short chain dehydrogenase 	5	3	0.6	2.5	1.9	1.99	0.46870	0.79545
Rv1857	modA	PROBABLE MOLYBDATE-BINDING LIPOPROTEIN MODA 	6	5	68.3	311.4	243.1	2.19	0.02300	0.14802
Rv1858	modB	PROBABLE MOLBDENUM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER MODB 	22	13	537.3	1030.0	492.7	0.94	0.14510	0.42321
Rv1859	modC	PROBABLE MOLYBDENUM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MODC 	16	13	608.3	769.3	161.1	0.34	0.63630	0.95950
Rv1860	apa	ALANINE AND PROLINE RICH SECRETED PROTEIN APA (FIBRONECTIN ATTACHMENT PROTEIN) (Immunogenic protein MPT32) (Antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen) 	16	8	110.4	15.3	-95.1	-2.85	0.00270	0.03431
Rv1861	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	3	312.2	226.4	-85.8	-0.46	0.72300	1.00000
Rv1862	adhA	Probable alcohol dehydrogenase adhA 	15	11	481.7	577.4	95.8	0.26	0.66570	0.99140
Rv1863c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	8	409.1	512.0	102.9	0.32	0.57770	0.90633
Rv1864c	-	hypothetical protein Rv1864c 	10	8	324.0	620.1	296.2	0.94	0.23100	0.52661
Rv1865c	-	short chain dehydrogenase 	13	7	810.2	263.6	-546.6	-1.62	0.16220	0.44974
Rv1866	-	hypothetical protein Rv1866 	34	16	431.3	961.0	529.7	1.16	0.06510	0.28234
Rv1867	-	acetyl-CoA acetyltransferase 	20	14	939.9	1251.2	311.3	0.41	0.41570	0.75074
Rv1868	-	hypothetical protein Rv1868 	32	16	685.4	2480.6	1795.2	1.86	0.00020	0.00502
Rv1869c	-	Probable reductase 	25	21	1256.7	909.8	-347.0	-0.47	0.49980	0.82764
Rv1870c	-	hypothetical protein Rv1870c 	12	9	483.6	1287.8	804.2	1.41	0.15960	0.44713
Rv1871c	-	hypothetical protein Rv1871c 	9	7	250.0	388.0	138.0	0.63	0.53830	0.86921
Rv1872c	lldD2	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD2 	14	6	846.1	1134.2	288.1	0.42	0.59150	0.91939
Rv1873	-	hypothetical protein Rv1873 	10	8	1469.5	536.5	-933.0	-1.45	0.05220	0.24696
Rv1874	-	hypothetical protein Rv1874 	12	11	1301.2	1425.6	124.4	0.13	0.84910	1.00000
Rv1875	-	hypothetical protein Rv1875 	5	5	743.7	556.0	-187.7	-0.42	0.65040	0.97523
Rv1876	bfrA	PROBABLE BACTERIOFERRITIN BFRA 	10	8	832.1	782.5	-49.6	-0.09	0.91350	1.00000
Rv1877	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	26	3283.9	2497.8	-786.1	-0.39	0.42010	0.75454
Rv1878	glnA3	PROBABLE GLUTAMINE SYNTHETASE GLNA3 (GLUTAMINE SYNTHASE) (GS-I) 	27	17	721.4	317.8	-403.5	-1.18	0.28880	0.60904
Rv1879	-	hypothetical protein Rv1879 	19	12	778.1	225.3	-552.9	-1.79	0.02560	0.15787
Rv1880c	cyp140	Probable cytochrome p450 140 CYP140 	16	10	2138.3	890.5	-1247.8	-1.26	0.49320	0.82063
Rv1881c	lppE	POSSIBLE CONSERVED LIPOPROTEIN LPPE 	8	5	135.6	575.2	439.6	2.08	0.08570	0.33006
Rv1882c	-	short chain dehydrogenase 	15	13	1129.4	1447.8	318.3	0.36	0.59190	0.91961
Rv1883c	-	hypothetical protein Rv1883c 	6	5	58.0	405.2	347.1	2.80	0.02890	0.16908
Rv1884c	rpfC	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFC 	6	4	176.9	0.0	-176.9	-5.88	0.01460	0.11096
Rv1885c	-	chorismate mutase 	14	8	909.3	539.2	-370.2	-0.75	0.34710	0.68122
Rv1886c	fbpB	SECRETED ANTIGEN 85-B FBPB (85B) (ANTIGEN 85 COMPLEX B) (MYCOLYL TRANSFERASE 85B) (FIBRONECTIN-BINDING PROTEIN B) (EXTRACELLULAR ALPHA-ANTIGEN) 	24	21	1229.3	1472.8	243.5	0.26	0.56730	0.89680
Rv1887	-	hypothetical protein Rv1887 	25	15	1636.8	2713.3	1076.5	0.73	0.24670	0.55052
Rv1888A	-	hypothetical protein Rv1888A 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1888c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	18	16	1306.8	1615.7	309.0	0.31	0.66380	0.98938
Rv1889c	-	hypothetical protein Rv1889c 	4	2	635.2	8.0	-627.2	-6.30	0.00170	0.02522
Rv1890c	-	hypothetical protein Rv1890c 	8	6	1116.4	458.0	-658.5	-1.29	0.39210	0.73711
Rv1891	-	hypothetical protein Rv1891 	8	5	103.4	628.5	525.1	2.60	0.00450	0.04946
Rv1892	-	PROBABLE MEMBRANE PROTEIN 	7	6	400.4	1324.6	924.2	1.73	0.02420	0.15230
Rv1893	-	hypothetical protein Rv1893 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1894c	-	hypothetical protein Rv1894c 	14	10	849.4	1452.2	602.8	0.77	0.12920	0.39172
Rv1895	-	POSSIBLE DEHYDROGENASE 	18	10	727.3	281.9	-445.4	-1.37	0.05510	0.25623
Rv1896c	-	hypothetical protein Rv1896c 	24	15	670.1	961.6	291.5	0.52	0.39910	0.74084
Rv1897c	-	D-tyrosyl-tRNA deacylase 	5	4	82.8	298.2	215.4	1.85	0.08090	0.32039
Rv1898	-	hypothetical protein Rv1898 	3	2	43.3	0.0	-43.3	-3.85	0.06160	0.27370
Rv1899c	lppD	POSSIBLE LIPOPROTEIN LPPD 	13	11	1187.9	305.0	-882.9	-1.96	0.01230	0.09975
Rv1900c	lipJ	PROBABLE LIGNIN PEROXIDASE LIPJ 	24	14	1009.7	1231.7	222.0	0.29	0.71870	1.00000
Rv1901	cinA	competence damage-inducible protein A 	18	14	2369.9	915.7	-1454.2	-1.37	0.01710	0.12206
Rv1902c	nanT	PROBABLE SIALIC ACID-TRANSPORT INTEGRAL MEMBRANE PROTEIN NANT 	33	25	1002.4	1247.6	245.2	0.32	0.52610	0.85644
Rv1903	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	5	4	422.8	794.3	371.6	0.91	0.27910	0.59839
Rv1904	-	hypothetical protein Rv1904 	10	7	640.9	206.3	-434.5	-1.63	0.04470	0.22211
Rv1905c	aao	PROBABLE D-AMINO ACID OXIDASE AAO 	18	12	761.2	785.1	23.9	0.04	0.96060	1.00000
Rv1906c	-	hypothetical protein Rv1906c 	9	6	47.2	17.1	-30.1	-1.47	0.17460	0.46537
Rv1907c	-	hypothetical protein Rv1907c 	10	7	225.3	242.4	17.2	0.11	0.86130	1.00000
Rv1908c	katG	CATALASE-PEROXIDASE-PEROXYNITRITASE T KATG 	39	3	3.6	0.6	-3.0	-2.50	0.73140	1.00000
Rv1909c	furA	FERRIC UPTAKE REGULATION PROTEIN FURA (FUR) 	12	6	2.2	104.6	102.4	5.56	0.00000	0.00000
Rv1910c	-	PROBABLE EXPORTED PROTEIN 	13	8	541.4	480.3	-61.1	-0.17	0.77300	1.00000
Rv1911c	lppC	PROBABLE LIPOPROTEIN LPPC 	9	5	38.9	504.9	466.0	3.70	0.00010	0.00302
Rv1912c	fadB5	POSSIBLE OXIDOREDUCTASE FADB5 	14	8	372.0	550.9	178.9	0.57	0.50390	0.83063
Rv1913	-	hypothetical protein Rv1913 	11	7	442.5	568.2	125.6	0.36	0.67290	0.99735
Rv1914c	-	hypothetical protein Rv1914c 	7	5	488.3	174.6	-313.7	-1.48	0.17740	0.46807
Rv1915	aceAa	PROBABLE ISOCITRATE LYASE aceAa 	21	15	316.7	447.4	130.8	0.50	0.44230	0.77709
Rv1916	aceAb	isocitrate lyase 	17	10	198.2	211.6	13.4	0.09	0.90080	1.00000
Rv1917c	PPE34	PPE FAMILY PROTEIN 	121	61	5460.3	4161.5	-1298.8	-0.39	0.33070	0.66440
Rv1918c	PPE35	PPE FAMILY PROTEIN 	75	33	1069.1	1557.3	488.3	0.54	0.18920	0.47508
Rv1919c	-	hypothetical protein Rv1919c 	7	6	172.6	687.2	514.6	1.99	0.00100	0.01742
Rv1920	-	PROBABLE MEMBRANE PROTEIN 	12	9	689.4	893.8	204.4	0.37	0.56310	0.89406
Rv1921c	lppF	PROBABLE CONSERVED LIPOPROTEIN LPPF 	22	20	1850.4	784.9	-1065.5	-1.24	0.14620	0.42517
Rv1922	-	PROBABLE CONSERVED LIPOPROTEIN 	20	14	277.6	942.1	664.4	1.76	0.03950	0.20602
Rv1923	lipD	PROBABLE LIPASE LIPD 	34	29	1505.5	2400.4	894.8	0.67	0.15310	0.43790
Rv1924c	-	hypothetical protein Rv1924c 	11	6	987.5	98.2	-889.3	-3.33	0.03530	0.19163
Rv1925	fadD31	acyl-CoA synthetase 	38	30	33218.2	105.2	-33113.0	-8.30	0.00000	0.00000
Rv1926c	mpt63	IMMUNOGENIC PROTEIN MPT63 (ANTIGEN MPT63/MPB63) (16 kDa IMMUNOPROTECTIVE EXTRACELLULAR PROTEIN) 	8	6	326.2	450.1	123.9	0.46	0.64690	0.97145
Rv1927	-	hypothetical protein Rv1927 	17	12	1522.6	1506.2	-16.3	-0.02	0.98040	1.00000
Rv1928c	-	short chain dehydrogenase 	18	11	876.6	1435.1	558.5	0.71	0.25190	0.55829
Rv1929c	-	hypothetical protein Rv1929c 	9	5	118.8	322.8	204.0	1.44	0.10140	0.34148
Rv1930c	-	hypothetical protein Rv1930c 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	4	147.0	288.3	141.4	0.97	0.38100	0.72528
Rv1932	tpx	thiol peroxidase 	8	6	19.1	145.4	126.3	2.93	0.02510	0.15648
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	8	80.9	373.1	292.3	2.21	0.11100	0.35290
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	10	1664.2	1310.9	-353.3	-0.34	0.99990	1.00000
Rv1935c	echA13	enoyl-CoA hydratase 	10	9	188.5	383.2	194.6	1.02	0.16150	0.44870
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	13	288.0	897.8	609.8	1.64	0.02510	0.15648
Rv1937	-	POSSIBLE OXYGENASE 	48	21	990.2	1399.2	409.0	0.50	0.32920	0.66353
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	10	608.2	136.3	-471.9	-2.16	0.04780	0.23230
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	3	4.4	125.2	120.8	4.84	0.20350	0.49541
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	9	6	131.0	807.0	676.0	2.62	0.00940	0.08261
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	2	0.0	1.9	1.9	-0.65	0.45190	0.78335
Rv1942c	-	hypothetical protein Rv1942c 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1943c	-	hypothetical protein Rv1943c 	10	2	208.9	211.4	2.5	0.02	0.98170	1.00000
Rv1944c	-	hypothetical protein Rv1944c 	8	5	101.2	705.0	603.8	2.80	0.00010	0.00302
Rv1945	-	hypothetical protein Rv1945 	21	11	643.7	20098.5	19454.8	4.96	0.22430	0.51852
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	7	3	29.7	1.3	-28.5	-4.55	0.08190	0.32163
Rv1947	-	hypothetical protein Rv1947 	5	5	267.9	158.6	-109.4	-0.76	0.51520	0.84490
Rv1948c	-	hypothetical protein Rv1948c 	17	6	102.6	121.9	19.2	0.25	0.90370	1.00000
Rv1949c	-	hypothetical protein Rv1949c 	21	17	1936.1	963.2	-973.0	-1.01	0.15880	0.44683
Rv1950c	-	hypothetical protein Rv1950c 	6	5	217.3	343.1	125.8	0.66	0.34220	0.67617
Rv1951c	-	hypothetical protein Rv1951c 	5	2	15.9	304.0	288.1	4.25	0.00160	0.02400
Rv1952	-	hypothetical protein Rv1952 	2	1	10.2	96.7	86.5	3.25	0.09930	0.34148
Rv1953	-	hypothetical protein Rv1953 	12	5	499.5	664.0	164.5	0.41	0.55560	0.88603
Rv1954c	-	hypothetical protein Rv1954c 	11	8	749.8	902.2	152.5	0.27	0.68950	1.00000
Rv1955	-	hypothetical protein Rv1955 	9	6	1712.4	1033.4	-679.0	-0.73	0.21760	0.50976
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	6	448.4	111.9	-336.5	-2.00	0.07120	0.29716
Rv1957	-	hypothetical protein Rv1957 	13	5	48.3	3.7	-44.6	-3.70	0.65890	0.98296
Rv1958c	-	hypothetical protein Rv1958c 	11	8	557.9	803.9	246.0	0.53	0.40910	0.74485
Rv1959c	-	hypothetical protein Rv1959c 	7	5	107.7	34.5	-73.2	-1.64	0.22430	0.51852
Rv1960c	-	hypothetical protein Rv1960c 	4	2	42.0	0.7	-41.3	-5.86	0.10220	0.34148
Rv1961	-	hypothetical protein Rv1961 	10	6	133.9	193.8	59.9	0.53	0.59870	0.92590
Rv1962c	-	hypothetical protein Rv1962c 	14	9	257.5	612.1	354.6	1.25	0.03970	0.20679
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	18	7	25.3	23.9	-1.4	-0.08	0.93750	1.00000
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	7	6	463.8	703.9	240.0	0.60	0.27550	0.59290
Rv1965	yrbE3B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3B 	15	10	204.5	862.4	657.9	2.08	0.00110	0.01844
Rv1966	mce3A	MCE-FAMILY PROTEIN MCE3A 	15	13	197.1	516.0	319.0	1.39	0.02230	0.14491
Rv1967	mce3B	MCE-FAMILY PROTEIN MCE3B 	13	8	576.8	534.6	-42.1	-0.11	0.78800	1.00000
Rv1968	mce3C	MCE-FAMILY PROTEIN MCE3C 	12	4	23.1	251.6	228.5	3.45	0.06900	0.29114
Rv1969	mce3D	MCE-FAMILY PROTEIN MCE3D 	13	9	534.6	1863.8	1329.2	1.80	0.16680	0.45710
Rv1970	lprM	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRM (MCE-FAMILY LIPOPROTEIN MCE3E) 	10	5	277.9	121.4	-156.5	-1.19	0.31990	0.65156
Rv1971	mce3F	MCE-FAMILY PROTEIN MCE3F 	20	17	885.1	391.2	-493.9	-1.18	0.10240	0.34148
Rv1972	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	5	4	246.2	214.7	-31.5	-0.20	0.92500	1.00000
Rv1973	-	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	4	1	0.0	0.5	0.5	-2.68	1.00000	1.00000
Rv1974	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	6	177.6	153.3	-24.3	-0.21	0.79200	1.00000
Rv1975	-	hypothetical protein Rv1975 	13	10	962.7	89.0	-873.7	-3.44	0.00040	0.00892
Rv1976c	-	hypothetical protein Rv1976c 	3	1	10.1	109.5	99.4	3.44	0.10100	0.34148
Rv1977	-	hypothetical protein Rv1977 	13	11	1165.9	602.0	-563.9	-0.95	0.23910	0.53747
Rv1978	-	hypothetical protein Rv1978 	14	13	671.5	1209.8	538.2	0.85	0.15960	0.44713
Rv1979c	-	POSSIBLE CONSERVED PERMEASE 	38	28	1994.0	1127.9	-866.1	-0.82	0.40140	0.74087
Rv1980c	mpt64	IMMUNOGENIC PROTEIN MPT64 (ANTIGEN MPT64/MPB64) 	19	16	2297.7	2407.9	110.2	0.07	0.91150	1.00000
Rv1981c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	24	21	3854.0	1978.7	-1875.3	-0.96	0.09920	0.34148
Rv1982c	-	hypothetical protein Rv1982c 	5	4	159.8	137.7	-22.1	-0.21	0.86130	1.00000
Rv1983	PE_PGRS35	PE-PGRS FAMILY PROTEIN 	34	29	3737.0	3298.9	-438.1	-0.18	0.63710	0.96034
Rv1984c	cfp21	PROBABLE CUTINASE PRECURSOR CFP21 	13	9	439.1	1350.2	911.1	1.62	0.02950	0.17059
Rv1985c	-	chromosome replication initiation inhibitor protein 	14	12	236.0	273.7	37.7	0.21	0.73990	1.00000
Rv1986	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	5	626.6	284.4	-342.2	-1.14	0.28610	0.60558
Rv1987	-	POSSIBLE CHITINASE 	9	8	586.9	881.0	294.1	0.59	0.28040	0.59957
Rv1988	-	PROBABLE METHYLTRANSFERASE 	6	6	151.4	78.7	-72.6	-0.94	0.31120	0.63939
Rv1989c	-	hypothetical protein Rv1989c 	11	9	1112.4	1104.3	-8.1	-0.01	0.98690	1.00000
Rv1990A	-	POSSIBLE DEHYDROGENASE (FRAGMENT) 	4	2	26.6	0.6	-25.9	-5.38	0.17680	0.46770
Rv1990c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1991c	-	hypothetical protein Rv1991c 	6	5	138.2	651.4	513.2	2.24	0.04460	0.22189
Rv1992c	ctpG	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE G CTPG 	34	27	1612.2	2417.2	805.0	0.58	0.12140	0.37578
Rv1993c	-	hypothetical protein Rv1993c 	5	2	102.8	126.9	24.0	0.30	0.90330	1.00000
Rv1994c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	3	227.9	197.4	-30.5	-0.21	0.79070	1.00000
Rv1995	-	hypothetical protein Rv1995 	8	6	1531.0	1173.9	-357.2	-0.38	0.59620	0.92413
Rv1996	-	hypothetical protein Rv1996 	13	9	389.5	436.7	47.2	0.16	0.84520	1.00000
Rv1997	ctpF	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE A CTPF 	29	22	1152.1	1964.1	812.0	0.77	0.23870	0.53747
Rv1998c	-	hypothetical protein Rv1998c 	19	7	48.0	337.0	289.0	2.81	0.13970	0.41289
Rv1999c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	18	1411.9	1440.7	28.8	0.03	0.96130	1.00000
Rv2000	-	hypothetical protein Rv2000 	35	29	869.4	1438.6	569.3	0.73	0.13330	0.39960
Rv2001	-	hypothetical protein Rv2001 	15	10	955.8	178.1	-777.7	-2.42	0.06570	0.28370
Rv2002	fabG3	POSSIBLE 20-BETA-HYDROXYSTEROID DEHYDROGENASE FABG3 (Cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase) 	10	6	35.6	105.8	70.2	1.57	0.11520	0.36336
Rv2003c	-	hypothetical protein Rv2003c 	13	6	84.6	505.8	421.3	2.58	0.03390	0.18839
Rv2004c	-	hypothetical protein Rv2004c 	25	7	646.4	0.6	-645.8	-9.99	0.00150	0.02293
Rv2005c	-	hypothetical protein Rv2005c 	13	5	310.8	15.0	-295.8	-4.37	0.00550	0.05745
Rv2006	otsB1	PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 (TREHALOSE-PHOSPHATASE) (TPP) 	82	33	1130.0	1682.4	552.4	0.57	0.16160	0.44870
Rv2007c	fdxA	PROBABLE FERREDOXIN FDXA 	8	4	22.5	553.9	531.5	4.62	0.00020	0.00502
Rv2008c	-	hypothetical protein Rv2008c 	29	13	224.3	128.6	-95.7	-0.80	0.40080	0.74087
Rv2009	-	hypothetical protein Rv2009 	4	1	108.3	156.8	48.6	0.53	0.60480	0.93100
Rv2010	-	hypothetical protein Rv2010 	7	5	48.3	228.4	180.1	2.24	0.03600	0.19255
Rv2011c	-	hypothetical protein Rv2011c 	6	4	195.0	271.0	76.0	0.47	0.64380	0.96825
Rv2012	-	hypothetical protein Rv2012 	11	6	71.3	1221.4	1150.1	4.10	0.00010	0.00302
Rv2013	-	POSSIBLE TRANSPOSASE 	3	2	15.4	36.8	21.4	1.26	0.46780	0.79545
Rv2014	-	POSSIBLE TRANSPOSASE 	4	3	30.6	83.1	52.5	1.44	0.21910	0.51183
Rv2015c	-	hypothetical protein Rv2015c 	11	8	523.5	401.0	-122.5	-0.38	0.63870	0.96167
Rv2016	-	hypothetical protein Rv2016 	7	4	71.2	291.0	219.8	2.03	0.19010	0.47610
Rv2017	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2018	-	hypothetical protein Rv2018 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2019	-	hypothetical protein Rv2019 	6	6	266.3	771.3	505.0	1.53	0.03490	0.19102
