Rv_ID,gene_name,func_tuberculist,COG,u1,u2,u3
Rv1780,-,conserved hypotheticals,S,2.4712453,-5.1613235,12.901452
Rv1782,-,cell wall and cell processes,S,6.7427354,-4.0186334,10.708411
Rv1783,-,cell wall and cell processes,D,6.706774,-4.1094675,10.740573
Rv1784,-,,D,6.794182,-3.8405685,10.862196
Rv1789,PPE26,PE/PPE,S,10.23962,-4.138575,13.132522
Rv1791,PE19,PE/PPE,S,7.3254013,-0.2663276,14.360947
Rv1794,-,conserved hypotheticals,S,6.776995,-3.8465447,10.835848
Rv1795,-,cell wall and cell processes,S,6.791953,-3.8519819,10.8613
Rv1796,mycP5,intermediary metabolism and respiration,O,6.7918487,-3.8524597,10.858477
Rv1797,-,cell wall and cell processes,S,2.3096766,-5.8972735,13.502728
Rv1798,-,cell wall and cell processes,O,-2.710176,-0.5160908,18.574663
Rv1809,PPE33,PE/PPE,S,0.9449985,-6.822075,13.608245
Rv1810,-,conserved hypotheticals,S,7.527779,-0.6540948,14.860839
Rv1815,-,conserved hypotheticals,S,-1.2820766,-1.8941362,14.084382
Rv1818c,PE_PGRS33,PE/PPE,S,0.94090676,-6.818353,13.644062
Rv1819c,-,cell wall and cell processes,R,1.0187564,-6.742989,13.559482
Rv1820,ilvG,intermediary metabolism and respiration,EH,0.48304826,-5.938309,13.775395
Rv1821,secA2,cell wall and cell processes,U,3.1239507,-5.3086433,13.96894
Rv1823,-,conserved hypotheticals,S,2.7236526,-5.8008676,13.587072
Rv1824,-,cell wall and cell processes,S,-1.1652609,-2.0840113,14.182693
Rv1825,-,conserved hypotheticals,S,2.7336028,-5.847679,13.609891
Rv1826,gcvH,intermediary metabolism and respiration,E,10.6119795,-4.1805086,12.864473
Rv1828,-,conserved hypotheticals,K,10.479331,-4.0804815,12.823938
Rv1829,-,conserved hypotheticals,S,6.3895526,-2.5005443,12.231559
Rv1832,gcvB,intermediary metabolism and respiration,E,10.653753,-4.18541,12.861281
Rv1834,-,intermediary metabolism and respiration,R,-1.4051316,-1.9205648,13.779131
Rv1836c,-,conserved hypotheticals,S,6.5194244,-2.4112248,12.36232
Rv1837c,glcB,intermediary metabolism and respiration,C,1.4845203,-6.61296,13.701214
Rv1843c,guaB1,intermediary metabolism and respiration,F,3.4379604,-5.9437923,11.159677
Rv1845c,-,cell wall and cell processes,O,10.407686,2.0764472,13.337326
Rv1848,ureA,intermediary metabolism and respiration,E,-3.472103,-3.7714736,-5.2360997
Rv1849,ureB,intermediary metabolism and respiration,E,-3.5297172,-0.6242622,21.486998
Rv1854c,ndh,intermediary metabolism and respiration,C,7.4601626,-2.1483562,12.247266
Rv1857,modA,cell wall and cell processes,P,-1.3935777,-1.9602458,13.761466
Rv1860,apa,cell wall and cell processes,S,2.259108,-5.6746554,13.439892
Rv1862,adhA,intermediary metabolism and respiration,R,-3.6370018,-3.6948276,-5.1466894
Rv1866,-,lipid metabolism,C,3.4293404,-6.3886805,10.405939
Rv1868,-,conserved hypotheticals,MG,-3.5804863,-0.6100022,21.527822
Rv1877,-,cell wall and cell processes,GEPR,-3.404181,-3.6235874,-5.2983847
Rv1879,-,conserved hypotheticals,R,3.09366,-4.1399846,7.5127664
Rv1884c,rpfC,cell wall and cell processes,S,3.422116,-6.389634,10.389907
Rv1886c,fbpB,lipid metabolism,R,0.9749996,-6.756536,13.631311
Rv1901,cinA,"virulence, detoxification, adaptation",R,7.882469,-2.1993191,12.198792
Rv1906c,-,conserved hypotheticals,S,-1.3658397,-1.9251398,13.776909
Rv1908c,katG,"virulence, detoxification, adaptation",P,10.297,2.0961838,13.377855
Rv1909c,furA,regulatory proteins,P,-3.0026264,-0.5473803,19.62501
Rv1911c,lppC,cell wall and cell processes,R,-3.63075,-0.5291675,21.570007
Rv1913,-,conserved hypotheticals,R,-3.659211,-3.7121406,-5.3333797
Rv1919c,-,conserved hypotheticals,S,-3.4459028,-0.65962994,21.52275
Rv1925,fadD31,lipid metabolism,IQ,2.6323535,2.2307026,8.516013
Rv1931c,-,regulatory proteins,K,-3.753249,-3.6542318,-5.3059516
Rv1932,tpx,"virulence, detoxification, adaptation",O,1.182863,-5.787052,13.65025
Rv1938,ephB,"virulence, detoxification, adaptation",R,3.1211076,-4.1585836,7.5692225
Rv1944c,-,conserved hypotheticals,U,-3.5429037,-3.5734682,-5.092565
Rv1956,-,"virulence, detoxification, adaptation",K,7.881239,-2.2223506,12.220912
Rv1957,-,conserved hypotheticals,S,7.6423016,-2.2049038,12.331591
Rv1962c,-,"virulence, detoxification, adaptation",R,8.233547,-3.0296652,13.120676
Rv1963c,mce3R,regulatory proteins,K,0.45659056,-5.882357,13.743631
Rv1965,yrbE3B,"virulence, detoxification, adaptation",Q,-3.26136,-0.47482374,20.755014
Rv1973,-,cell wall and cell processes,S,-1.3751384,-1.9824173,13.757239
Rv1975,-,conserved hypotheticals,S,-3.5994341,-0.5782651,21.571419
Rv1976c,-,conserved hypotheticals,S,-1.3783013,-1.9650915,13.802105
Rv1991c,-,"virulence, detoxification, adaptation",T,-1.3533261,-1.9558259,13.848989
Rv1993c,-,conserved hypotheticals,S,-3.5715654,-3.4936826,-5.116381
Rv2001,-,conserved hypotheticals,I,-3.6019063,-3.489218,-5.16022
Rv2004c,-,conserved hypotheticals,R,2.6259718,2.301567,8.546882
Rv2006,otsB1,"virulence, detoxification, adaptation",R,3.7023127,-2.6289012,10.7261715
Rv2007c,fdxA,intermediary metabolism and respiration,C,-2.7557344,-0.3643526,18.282654
Rv2012,-,conserved hypotheticals,R,-3.5659454,-0.56876904,21.543657
Rv2017,-,regulatory proteins,K,10.763035,1.5683188,13.123993
Rv2018,-,conserved hypotheticals,S,10.617991,1.8024944,13.240968
Rv2021c,-,regulatory proteins,K,-0.19029453,4.0518713,10.664331
Rv2023c,-,conserved hypotheticals,S,-2.745228,-0.23176602,17.941555
Rv2024c,-,conserved hypotheticals,R,7.7632074,-0.34835315,14.513249
Rv2026c,-,"virulence, detoxification, adaptation",T,3.4378545,-5.9413757,11.169872
Rv2029c,pfkB,intermediary metabolism and respiration,G,3.688383,-2.6267214,10.703613
Rv2030c,-,conserved hypotheticals,R,-3.2058349,-0.47038534,20.683681
Rv2031c,hspX,"virulence, detoxification, adaptation",O,3.8213568,-2.7210865,10.852914
Rv2032,acg,conserved hypotheticals,C,3.9090462,-2.729076,10.931415
Rv2035,-,conserved hypotheticals,S,-3.7583835,-0.42096725,21.706142
Rv2038c,-,cell wall and cell processes,G,0.88750297,-6.848836,13.616362
Rv2039c,-,cell wall and cell processes,G,0.9483749,-6.8510823,13.672591
Rv2041c,-,cell wall and cell processes,G,-3.9220276,-3.73115,-5.341699
Rv2043c,pncA,intermediary metabolism and respiration,Q,-3.4269903,-3.8264985,-5.4928036
Rv2047c,-,conserved hypotheticals,MG,1.6654902,-5.1496673,13.641629
Rv2048c,pks12,lipid metabolism,Q,1.3139789,-5.149748,13.944857
Rv2051c,ppm1,cell wall and cell processes,M,3.5204084,-4.6611867,13.502443
Rv2057c,rpmG,information pathways,J,3.1595223,-4.1653857,7.616439
Rv2062c,cobN,intermediary metabolism and respiration,H,-3.0306227,-0.7324723,19.972923
Rv2063,-,"virulence, detoxification, adaptation",S,6.7063856,-4.373473,10.557085
Rv2068c,blaC,intermediary metabolism and respiration,V,7.778606,-2.4155936,12.774456
Rv2069,sigC,information pathways,K,1.6843594,-5.3361645,13.563679
Rv2074,-,intermediary metabolism and respiration,S,-0.24047607,4.044354,10.703114
Rv2075c,-,cell wall and cell processes,S,3.2483094,-4.1549006,7.8250823
Rv2077A,-,conserved hypotheticals,S,-3.6048236,-3.9010544,-5.224287
Rv2078,-,conserved hypotheticals,S,-3.814833,-2.7995367,-4.967295
Rv2081c,-,cell wall and cell processes,S,-3.5682013,-0.5138495,21.613659
Rv2082,-,conserved hypotheticals,S,-3.3356276,-3.7715542,-5.1567097
Rv2088,pknJ,regulatory proteins,RTKL,2.601536,2.3359206,8.574051
Rv2091c,-,cell wall and cell processes,S,2.884314,-5.035283,13.595488
Rv2092c,helY,information pathways,L,-3.6164768,-3.8058488,-5.2860227
Rv2097c,-,intermediary metabolism and respiration,S,3.0979786,-5.5268497,13.554495
Rv2101,helZ,information pathways,KL,3.29441,-4.1268344,7.8930492
Rv2106,-,insertion seqs and phages,L,10.882955,3.4720795,8.760945
Rv2112c,-,intermediary metabolism and respiration,S,6.4278727,-4.278853,10.563388
Rv2113,-,cell wall and cell processes,S,-3.6091273,-0.5846872,21.61946
Rv2114,-,conserved hypotheticals,S,2.616331,2.3398006,8.533493
Rv2115c,-,cell wall and cell processes,O,3.0676396,-5.5808268,13.546378
Rv2117,-,conserved hypotheticals,S,3.7313247,-2.565393,10.749597
Rv2119,-,conserved hypotheticals,L,-3.6341205,-3.569436,-5.4246526
Rv2123,PPE37,PE/PPE,S,-3.567531,-0.5452635,21.55598
Rv2124c,metH,intermediary metabolism and respiration,E,-3.255711,-0.65393496,21.093456
Rv2127,ansP1,cell wall and cell processes,E,10.623777,-4.206549,12.86215
Rv2130c,cysS,intermediary metabolism and respiration,J,7.3705583,-0.27788025,14.385706
Rv2131c,cysQ,intermediary metabolism and respiration,P,2.4779735,-5.1536674,12.961102
Rv2134c,-,conserved hypotheticals,S,8.059615,-2.3667402,12.622467
Rv2135c,-,conserved hypotheticals,G,2.625577,-5.981285,13.689679
Rv2136c,uppP,cell wall and cell processes,V,6.923058,-4.022589,11.041329
Rv2138,lppL,cell wall and cell processes,S,1.4051913,-6.6430917,13.671332
Rv2140c,TB18.6,conserved hypotheticals,R,4.898199,-2.9295137,12.323626
Rv2159c,-,conserved hypotheticals,S,-0.26080364,4.066231,10.663651
Rv2160A,-,regulatory proteins,K,-3.8066947,-2.8029208,-4.962633
Rv2165c,mraW,conserved hypotheticals,M,6.9137845,-4.035382,11.037764
Rv2166c,-,conserved hypotheticals,S,6.6813354,-4.344052,10.5920925
Rv2167c,-,insertion seqs and phages,L,10.923598,3.5128098,8.719223
Rv2170,-,intermediary metabolism and respiration,R,2.7491093,-5.1996617,13.648751
Rv2171,lppM,cell wall and cell processes,S,3.5103629,-4.3354483,13.519652
Rv2173,idsA2,lipid metabolism,H,7.6389046,-2.3444226,12.176228
Rv2176,pknL,regulatory proteins,RTKL,6.8231716,-4.138382,11.068457
Rv2177c,-,insertion seqs and phages,L,8.233418,-3.0347478,13.118871
Rv2179c,-,conserved hypotheticals,S,3.4435544,-4.6613398,13.524189
Rv2181,-,cell wall and cell processes,S,-3.565636,-0.6158295,21.545763
Rv2182c,-,conserved hypotheticals,I,10.46817,1.88097,13.305918
Rv2183c,-,conserved hypotheticals,S,-3.781712,-3.850918,-5.255733
Rv2184c,-,conserved hypotheticals,P,-3.6812308,-3.8001132,-5.2905974
Rv2185c,TB16.3,conserved hypotheticals,S,3.3641183,-5.7921042,10.492842
Rv2190c,-,"virulence, detoxification, adaptation",M,3.017897,-5.7686954,13.526079
Rv2192c,trpD,intermediary metabolism and respiration,E,1.3883234,-6.6204205,13.676376
Rv2197c,-,cell wall and cell processes,S,6.6048326,-4.3383327,10.522191
Rv2198c,mmpS3,cell wall and cell processes,S,3.1762805,-5.451678,13.736284
Rv2202c,cbhK,intermediary metabolism and respiration,G,10.700136,1.8287879,13.1950445
Rv2203,-,cell wall and cell processes,S,6.262746,-2.519983,12.224783
Rv2206,-,cell wall and cell processes,S,-0.9781598,-2.2669845,13.79874
Rv2207,cobT,intermediary metabolism and respiration,H,1.0247574,-6.7323275,13.54109
Rv2210c,ilvE,intermediary metabolism and respiration,EH,10.869597,1.6485441,13.1434
Rv2211c,gcvT,intermediary metabolism and respiration,E,10.690442,-4.2277656,12.875868
Rv2214c,ephD,"virulence, detoxification, adaptation",R,-3.3070397,-0.6359477,21.213726
Rv2216,-,conserved hypotheticals,R,3.2424023,-4.1568537,7.8176513
Rv2219A,-,cell wall and cell processes,S,-3.7214494,-3.8473825,-5.2477994
Rv2221c,glnE,intermediary metabolism and respiration,OT,3.1535542,-5.2468185,13.975663
Rv2222c,glnA2,intermediary metabolism and respiration,E,5.0231657,-3.362213,12.833415
Rv2224c,-,cell wall and cell processes,R,3.4549525,-4.676537,13.502919
Rv2225,panB,intermediary metabolism and respiration,H,10.658823,-4.1872845,12.811774
Rv2226,-,conserved hypotheticals,S,-1.225729,-2.1149566,13.824196
Rv2228c,-,information pathways,L,7.789423,-2.2290533,14.386934
Rv2230c,-,conserved hypotheticals,S,-1.3106242,-2.004572,13.814005
Rv2231c,cobC,intermediary metabolism and respiration,E,2.2383263,-5.9577217,13.49525
Rv2232,-,regulatory proteins,R,-0.31299964,4.0337734,10.70843
Rv2234,ptpA,regulatory proteins,T,-1.4057735,-1.9732571,13.754075
Rv2237,-,conserved hypotheticals,S,-1.2600025,-2.025261,13.914888
Rv2239c,-,conserved hypotheticals,S,3.9247632,-2.6354527,10.889769
Rv2241,aceE,intermediary metabolism and respiration,C,3.2268503,-5.0420365,13.733546
Rv2246,kasB,lipid metabolism,IQ,6.620378,-4.358883,10.607286
Rv2248,-,conserved hypotheticals,S,-3.6804266,-3.6844518,-5.254874
Rv2249c,glpD1,intermediary metabolism and respiration,C,-1.4085064,-2.0274951,13.720774
Rv2250c,-,regulatory proteins,K,7.792716,-2.2406676,14.371534
Rv2251,-,intermediary metabolism and respiration,C,-3.8765712,-3.7033544,-5.27977
Rv2253,-,cell wall and cell processes,S,1.3603678,-6.6276083,13.658437
Rv2256c,-,conserved hypotheticals,S,3.5143094,-4.6434984,10.16049
Rv2257c,-,conserved hypotheticals,V,-1.2657512,-2.1489043,13.65932
Rv2258c,-,regulatory proteins,QR,0.8672917,-6.782326,13.56502
Rv2259,adhE2,intermediary metabolism and respiration,C,7.7741923,-2.156335,12.227445
Rv2260,-,conserved hypotheticals,R,-2.7584856,-0.20145959,17.958881
Rv2264c,-,conserved hypotheticals,O,3.5055695,-4.36957,10.076878
Rv2267c,-,conserved hypotheticals,R,10.548308,-4.1115236,12.782393
Rv2269c,-,conserved hypotheticals,S,7.79544,-2.2416651,14.388807
Rv2270,lppN,cell wall and cell processes,S,3.4404309,-4.9440145,10.238976
Rv2274c,-,"virulence, detoxification, adaptation",S,-3.6924305,-3.494094,-5.042443
Rv2276,cyp121,intermediary metabolism and respiration,Q,2.6069415,2.3244298,8.53657
Rv2279,-,insertion seqs and phages,L,10.913208,3.5023642,8.729437
Rv2281,pitB,cell wall and cell processes,P,-3.7398722,-3.8130267,-5.5267134
Rv2282c,-,regulatory proteins,K,8.23304,-3.0299802,13.119134
Rv2284,lipM,intermediary metabolism and respiration,I,-2.988091,-0.5735227,19.668598
Rv2285,-,lipid metabolism,S,3.4597378,-4.3071404,9.891704
Rv2287,yjcE,cell wall and cell processes,P,-3.608459,-0.56585336,21.601168
Rv2299c,htpG,"virulence, detoxification, adaptation",O,10.645215,-4.1515985,12.809487
Rv2301,cut2,cell wall and cell processes,S,8.235323,-3.0318222,13.121135
Rv2306B,-,cell wall and cell processes,S,-3.6509933,-3.6928103,-5.5688815
Rv2307D,-,conserved hypotheticals,S,-3.5606596,-0.60694087,21.61936
Rv2309A,-,conserved hypotheticals,S,3.224383,-4.1668496,7.7971888
Rv2312,-,conserved hypotheticals,S,3.228683,-6.0614195,10.5707245
Rv2314c,-,conserved hypotheticals,R,7.8858895,-2.0131257,13.721756
Rv2315c,-,conserved hypotheticals,R,-2.9698365,-0.64910674,19.857527
Rv2317,uspB,cell wall and cell processes,G,-3.5564125,-3.5967088,-5.427629
Rv2318,uspC,cell wall and cell processes,G,-3.697514,-3.500062,-4.7200317
Rv2325c,-,conserved hypotheticals,P,-1.2886539,-1.972743,13.824657
Rv2326c,-,cell wall and cell processes,P,3.0841212,-4.1484785,7.5168386
Rv2328,PE23,PE/PPE,S,-0.2706659,4.0782256,10.6498575
Rv2329c,narK1,cell wall and cell processes,P,7.845658,0.049109213,14.30309
Rv2331,-,conserved hypotheticals,C,-3.248859,-3.3701012,-5.1485853
Rv2332,mez,intermediary metabolism and respiration,C,-3.622819,-3.6472225,-5.414991
Rv2333c,-,cell wall and cell processes,GEPR,8.109246,-2.3557668,12.626043
Rv2334,cysK1,intermediary metabolism and respiration,E,7.489594,-2.495784,11.955804
Rv2335,cysE,intermediary metabolism and respiration,E,7.9429536,-2.1265314,13.30927
Rv2342,-,conserved hypotheticals,S,8.039161,-2.389992,12.606595
Rv2344c,dgt,intermediary metabolism and respiration,F,-2.9896247,-0.5766853,19.69658
Rv2346c,esxO,cell wall and cell processes,S,3.4110627,-6.402767,10.37026
Rv2350c,plcB,intermediary metabolism and respiration,M,3.6590369,-2.580382,10.688881
Rv2355,-,insertion seqs and phages,L,10.9008,3.4899466,8.742377
Rv2358,-,regulatory proteins,K,-3.3819284,-3.260941,-4.4616737
Rv2363,amiA2,intermediary metabolism and respiration,J,3.0157313,-5.0204186,13.771322
Rv2364c,era,intermediary metabolism and respiration,R,7.8829556,-2.001712,13.7054615
Rv2366c,-,cell wall and cell processes,R,-1.1294534,-2.1140952,13.905596
Rv2368c,phoH1,intermediary metabolism and respiration,T,7.9742036,-2.3294997,12.481933
Rv2372c,-,conserved hypotheticals,S,-3.0641572,-0.7132332,19.967632
Rv2374c,hrcA,"virulence, detoxification, adaptation",K,3.1958706,-5.045848,13.836313
Rv2375,-,conserved hypotheticals,S,6.6748543,-4.3406262,10.538387
Rv2376c,cfp2,cell wall and cell processes,S,6.6511984,-4.308032,10.537733
Rv2378c,mbtG,lipid metabolism,Q,1.937777,-5.370692,13.440105
Rv2379c,mbtF,lipid metabolism,Q,9.499948,2.4492905,13.553202
Rv2380c,mbtE,lipid metabolism,Q,9.470354,2.4612336,13.55868
Rv2381c,mbtD,lipid metabolism,Q,9.453926,2.466438,13.56132
Rv2382c,mbtC,lipid metabolism,Q,3.755244,-2.6465483,10.850924
Rv2383c,mbtB,lipid metabolism,Q,9.452721,2.4658754,13.561284
Rv2384,mbtA,lipid metabolism,Q,9.508646,2.445882,13.550808
Rv2386c,mbtI,lipid metabolism,EH,1.1354336,-6.519867,13.387013
Rv2388c,hemN,intermediary metabolism and respiration,H,7.930709,-2.2885795,12.322804
Rv2389c,rpfD,cell wall and cell processes,S,-3.5348907,-0.56719434,21.281055
Rv2391,nirA,intermediary metabolism and respiration,P,7.785282,-2.385137,12.19465
Rv2392,cysH,intermediary metabolism and respiration,EH,6.687682,-4.287284,10.582512
Rv2393,-,intermediary metabolism and respiration,S,7.855394,-2.2388458,12.234911
Rv2394,ggtB,intermediary metabolism and respiration,E,3.5102472,-4.3679795,10.080532
Rv2397c,cysA1,cell wall and cell processes,P,7.564483,-2.1676369,12.345146
Rv2398c,cysW,cell wall and cell processes,P,9.626857,-4.1958504,12.684017
Rv2399c,cysT,cell wall and cell processes,O,9.6435175,-4.194853,12.688067
Rv2400c,subI,cell wall and cell processes,P,7.475796,-2.3810916,12.401551
Rv2404c,lepA,intermediary metabolism and respiration,M,6.6914635,-2.4747853,12.215623
Rv2409c,-,conserved hypotheticals,E,-3.815659,-3.5964515,-5.502768
Rv2411c,-,conserved hypotheticals,S,9.364245,-4.101225,12.6245985
Rv2417c,-,conserved hypotheticals,S,-3.7567134,-3.6966102,-5.408381
Rv2419c,-,intermediary metabolism and respiration,G,0.9208156,-6.7800245,13.625839
Rv2427c,proA,intermediary metabolism and respiration,E,2.099384,-6.2015038,13.564986
Rv2428,ahpC,"virulence, detoxification, adaptation",O,7.9169993,-2.2434452,12.172393
Rv2429,ahpD,"virulence, detoxification, adaptation",S,7.53822,-2.1231916,12.22859
Rv2434c,-,cell wall and cell processes,T,7.8069944,-2.227748,12.20278
Rv2435c,-,intermediary metabolism and respiration,NT,10.657012,-4.216452,12.857761
Rv2439c,proB,intermediary metabolism and respiration,E,10.597634,-4.1965895,12.888152
Rv2452c,-,conserved hypotheticals,S,-3.7355871,-3.719395,-5.3739843
Rv2454c,-,intermediary metabolism and respiration,C,7.293449,-2.023875,12.275886
Rv2455c,-,intermediary metabolism and respiration,C,10.357331,2.1172316,13.361253
Rv2456c,-,cell wall and cell processes,GEPR,-3.433351,-0.7680929,21.685581
Rv2458,mmuM,intermediary metabolism and respiration,E,-3.0040736,-0.6896035,19.900703
Rv2462c,tig,cell wall and cell processes,O,2.1375191,-5.9901605,13.530397
Rv2463,lipP,intermediary metabolism and respiration,V,-2.9893737,-0.5644156,19.652008
Rv2466c,-,conserved hypotheticals,O,2.6272388,2.3043773,8.548976
Rv2467,pepN,intermediary metabolism and respiration,E,-2.8780735,-0.6337274,19.465767
Rv2468c,-,conserved hypotheticals,S,-3.028806,-0.7268649,19.965878
Rv2470,glbO,intermediary metabolism and respiration,R,7.461839,-2.156058,12.31306
Rv2471,aglA,intermediary metabolism and respiration,G,-3.6161535,-3.7915409,-5.372311
Rv2474c,-,conserved hypotheticals,S,-3.7477658,-3.6464887,-5.3185306
Rv2475c,-,conserved hypotheticals,R,-1.3608567,-1.9871339,13.792653
Rv2476c,gdh,intermediary metabolism and respiration,E,1.7046275,-5.1453447,13.624309
Rv2477c,-,cell wall and cell processes,R,9.6214,-4.194151,12.681997
Rv2479c,-,insertion seqs and phages,L,10.9067,3.4958556,8.725815
Rv2481c,-,conserved hypotheticals,S,-3.6779912,-3.7299674,-5.4307194
Rv2482c,plsB2,lipid metabolism,I,7.8826146,-2.0039322,13.707462
Rv2483c,plsC,lipid metabolism,I,3.1320698,-4.1468334,7.5875335
Rv2484c,-,lipid metabolism,S,-0.28686613,4.0466905,10.678053
Rv2490c,PE_PGRS43,PE/PPE,S,-0.2604127,4.04863,10.682882
Rv2491,-,conserved hypotheticals,R,0.9217561,-6.8139477,13.651013
Rv2496c,pdhB,intermediary metabolism and respiration,C,7.8142486,-2.2352889,14.355215
Rv2497c,pdhA,intermediary metabolism and respiration,C,-3.7169492,-3.828379,-5.46491
Rv2498c,citE,intermediary metabolism and respiration,G,0.9349909,-6.7783537,13.6114855
Rv2499c,-,intermediary metabolism and respiration,I,-0.1962472,4.0408983,10.6874695
Rv2500c,fadE19,lipid metabolism,I,-1.3714553,-1.9315132,13.953209
Rv2501c,accA1,lipid metabolism,I,0.9824625,-6.7634597,13.617153
Rv2504c,scoA,lipid metabolism,I,-1.3481499,-2.0130925,13.809958
Rv2506,-,regulatory proteins,K,0.44249228,-5.898703,13.752491
Rv2507,-,cell wall and cell processes,S,6.893467,-3.9774709,10.994418
Rv2508c,-,cell wall and cell processes,R,3.437891,-5.9430175,11.168807
Rv2509,-,intermediary metabolism and respiration,R,5.903715,-4.1411905,10.613495
Rv2511,orn,intermediary metabolism and respiration,A,7.8643465,-2.2193525,12.201387
Rv2515c,-,conserved hypotheticals,K,-3.8187582,-3.7871637,-5.505537
Rv2518c,lppS,cell wall and cell processes,S,1.5506983,-6.5144515,13.770842
Rv2521,bcp,"virulence, detoxification, adaptation",O,-3.6845343,-3.6254866,-5.4833717
Rv2525c,-,conserved hypotheticals,S,4.2744293,-3.3896055,11.317947
Rv2529,-,conserved hypotheticals,L,-3.2776384,-3.6252086,-5.0620213
Rv2531c,-,intermediary metabolism and respiration,E,-3.6453247,-0.57108366,21.5869
Rv2532c,-,conserved hypotheticals,R,-1.3355644,-1.9650435,13.821487
Rv2534c,efp,information pathways,J,10.808405,1.6281549,13.153529
Rv2535c,pepQ,intermediary metabolism and respiration,E,4.923641,-2.9167812,12.376771
Rv2543,lppA,cell wall and cell processes,S,-3.5831218,-3.8587708,-5.469405
Rv2553c,-,cell wall and cell processes,R,2.5757275,-6.039957,13.728503
Rv2563,-,cell wall and cell processes,V,-2.8164651,-0.6756045,19.429153
Rv2564,glnQ,cell wall and cell processes,V,4.2678266,-3.113459,12.330938
Rv2567,-,conserved hypotheticals,S,7.549315,-2.3842432,12.112448
Rv2568c,-,conserved hypotheticals,S,-3.7747853,-3.721974,-5.3645296
Rv2569c,-,conserved hypotheticals,E,7.372147,-2.3914924,12.143891
Rv2575,-,cell wall and cell processes,R,-3.5878084,-3.7726078,-5.585508
Rv2579,dhaA,intermediary metabolism and respiration,R,-3.0151086,-0.7249657,19.950674
Rv2582,ppiB,information pathways,O,1.9016254,-6.3790426,13.65615
Rv2583c,relA,intermediary metabolism and respiration,TK,7.463298,-2.1468403,12.180006
Rv2585c,-,cell wall and cell processes,E,10.624744,-4.158339,12.859172
Rv2601,speE,intermediary metabolism and respiration,R,-3.2103436,-0.46660754,20.6947
Rv2603c,-,conserved hypotheticals,S,6.6145697,-3.992065,10.722296
Rv2605c,tesB2,lipid metabolism,I,-3.3629584,-3.283266,-4.503082
Rv2606c,-,intermediary metabolism and respiration,H,-2.5889153,-0.3620346,17.764492
Rv2609c,-,cell wall and cell processes,S,-1.1356094,-2.105811,13.799947
Rv2613c,-,lipid metabolism,FGR,3.7681265,-2.66259,10.778559
Rv2618,-,conserved hypotheticals,K,3.7062967,-2.6153877,10.722971
Rv2621c,-,regulatory proteins,K,-1.4187309,-1.9578117,13.758447
Rv2622,-,intermediary metabolism and respiration,QR,3.4157524,-6.3882656,10.392196
Rv2623,TB31.7,"virulence, detoxification, adaptation",T,3.7200248,-2.591515,10.72317
Rv2625c,-,cell wall and cell processes,R,-3.5668154,-3.6404998,-5.652468
Rv2636,-,conserved hypotheticals,V,-0.28198576,4.0002766,10.698747
Rv2640c,-,regulatory proteins,K,3.4529552,-6.4132133,10.396256
Rv2642,-,regulatory proteins,K,-0.26016596,4.0092216,10.714267
Rv2643,arsC,cell wall and cell processes,T,-3.4823575,-3.5395486,-5.419404
Rv2646,-,insertion seqs and phages,L,3.4875698,-4.350184,10.0532
Rv2647,-,insertion seqs and phages,S,-3.5915768,-3.6214004,-5.454845
Rv2649,-,insertion seqs and phages,L,10.911505,3.500698,8.731219
Rv2651c,-,insertion seqs and phages,R,-0.22710848,4.001559,10.761895
Rv2655c,-,insertion seqs and phages,S,7.092987,-3.8099618,11.306757
Rv2669,-,intermediary metabolism and respiration,KR,-0.2700784,4.009367,10.714557
Rv2671,ribD,intermediary metabolism and respiration,H,3.4725325,-3.1715634,10.61555
Rv2672,-,intermediary metabolism and respiration,R,-2.7918844,-0.63508224,19.251108
Rv2674,-,intermediary metabolism and respiration,O,8.233656,-3.0292296,13.120863
Rv2680,-,conserved hypotheticals,P,-2.9376323,-0.6159622,19.608994
Rv2681,-,conserved hypotheticals,J,2.2129588,-5.9904046,13.501437
Rv2683,-,conserved hypotheticals,R,8.1977415,-2.9591117,13.234682
Rv2684,arsA,cell wall and cell processes,P,3.9700186,-2.9180372,11.05619
Rv2686c,-,cell wall and cell processes,S,-3.7186213,-3.6359,-5.412522
Rv2690c,-,cell wall and cell processes,E,2.4595964,-6.170772,13.777815
Rv2691,ceoB,cell wall and cell processes,P,4.818788,-3.1851716,12.646343
Rv2692,ceoC,cell wall and cell processes,P,3.6749482,-2.5899518,10.687758
Rv2694c,-,conserved hypotheticals,S,4.671197,-3.002703,12.365137
Rv2696c,-,conserved hypotheticals,J,6.6834655,-4.2923446,10.601324
Rv2700,-,cell wall and cell processes,S,4.247478,-3.392826,11.3067255
Rv2702,ppgK,intermediary metabolism and respiration,KG,7.942181,-2.5498314,12.531858
Rv2707,-,conserved hypotheticals,S,2.7695937,1.9903733,8.468177
Rv2709,-,cell wall and cell processes,S,-1.1944388,-2.1164787,13.913508
Rv2710,sigB,information pathways,K,7.5029993,-3.2696247,12.355476
Rv2714,-,conserved hypotheticals,S,3.4380317,-5.941124,11.166317
Rv2719c,-,cell wall and cell processes,M,3.2343662,-4.1638303,7.802497
Rv2721c,-,cell wall and cell processes,M,4.3710666,-2.7784836,11.6020155
Rv2722,-,conserved hypotheticals,S,3.6986063,-2.6169116,10.716075
Rv2723,-,cell wall and cell processes,P,10.491657,-4.234917,12.735289
