Rv_ID,gene_name,func_tuberculist,COG,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10
Rv2131c,cysQ,intermediary metabolism and respiration,P,-0.49547836,3.4192688,7.2192,-2.025495,-7.022982,11.10483,-0.2807597,-3.8498707,1.7167087,-1.27467
Rv2134c,-,conserved hypotheticals,S,-0.9883271,1.9671779,7.577505,-2.164853,-7.1733847,12.61029,-1.989853,-3.2189915,3.778141,0.20144188
Rv2135c,-,conserved hypotheticals,G,-1.0898134,2.8494112,5.3271556,-2.7797344,-7.3585205,11.989084,-1.4430091,-3.4715643,2.712861,-1.1134362
Rv2136c,uppP,cell wall and cell processes,V,-0.86476094,2.0872204,7.071747,-2.3342469,-6.8453784,13.058482,-2.4543521,-4.404028,4.0710692,-0.08104727
Rv2138,lppL,cell wall and cell processes,S,-1.2421968,2.9101908,4.4276185,-3.3049142,-7.542558,11.833589,-1.4350064,-2.8782463,2.432199,-1.5721433
Rv2140c,TB18.6,conserved hypotheticals,R,-0.44438034,3.0922573,7.6389623,-2.0878685,-7.1955876,11.661825,-0.6673575,-3.7562177,2.2886825,-0.9780325
Rv2159c,-,conserved hypotheticals,S,1.3577819,7.06245,9.559967,-3.215248,-6.484065,12.565614,0.76997566,-3.1878402,2.8439264,2.0312896
Rv2160A,-,regulatory proteins,K,0.17059763,-6.670947,-13.880489,-3.3052154,-0.6179292,-1.5150013,-0.22250451,2.8446329,2.1582189,-1.2162892
Rv2165c,mraW,conserved hypotheticals,M,-0.84665596,2.0944502,7.0091085,-2.3842485,-6.8120646,13.075145,-2.502282,-4.444824,4.096443,-0.10340216
Rv2166c,-,conserved hypotheticals,S,-0.7684228,2.0295963,6.778359,-2.5918155,-6.612217,13.128429,-2.7112415,-4.463144,4.2109823,-0.24870843
Rv2167c,-,insertion seqs and phages,L,3.9380445,1.1490362,4.641138,-1.1726613,-2.1726375,3.2362618,0.4474342,-0.4691463,1.5134912,-2.191333
Rv2170,-,intermediary metabolism and respiration,R,-0.78062576,3.0376706,6.4731126,-2.2082493,-7.2055154,11.734226,-0.92695844,-3.852667,2.3041,-1.121353
Rv2171,lppM,cell wall and cell processes,S,-0.5793509,3.1120443,7.2306237,-2.0797694,-7.187372,11.669541,-0.73678285,-3.8928075,2.2871826,-1.0443296
Rv2173,idsA2,lipid metabolism,H,-0.47978237,1.3748935,8.631303,-1.6612324,-6.8587275,11.832264,-1.0969474,-2.3708923,3.3240461,0.32781357
Rv2176,pknL,regulatory proteins,RTKL,-0.89014804,2.1372926,7.026416,-2.3002748,-6.8915224,13.037716,-2.3888447,-4.4051657,4.021331,-0.06497752
Rv2177c,-,insertion seqs and phages,L,-1.1156487,2.0173676,7.6624837,-1.9306623,-7.2745705,12.910941,-2.0037286,-3.7602592,3.7715406,0.1361647
Rv2179c,-,conserved hypotheticals,S,-0.74918354,2.9561005,6.890918,-2.099936,-7.217526,11.744499,-0.89707035,-3.7916598,2.4198153,-0.9751097
Rv2181,-,cell wall and cell processes,S,2.2849097,6.166492,7.759448,-3.3612068,-5.746062,9.886231,1.7350574,-6.1593046,-0.37882537,-4.3714027
Rv2182c,-,conserved hypotheticals,I,-2.5339818,2.4757826,7.844191,-4.1305857,-7.4920936,11.715722,-3.0325062,1.2548903,5.637946,3.097435
Rv2183c,-,conserved hypotheticals,S,0.2918047,-6.6859384,-14.377983,-3.3085902,-0.2730946,-1.8765762,-0.21908958,3.1598604,2.1978376,-1.6281155
Rv2184c,-,conserved hypotheticals,P,0.30857626,-6.6473103,-14.376866,-3.475062,-0.23465587,-1.8013397,-0.30740485,3.2442605,2.1322284,-1.719966
Rv2185c,TB16.3,conserved hypotheticals,S,0.122492835,5.336054,9.075448,-2.8055193,-6.9722733,11.2498,0.56631345,-3.7589767,1.6062652,-0.31159222
Rv2190c,-,"virulence, detoxification, adaptation",M,-1.0349993,2.7601743,5.8075647,-2.5571363,-7.2848687,12.141221,-1.5001421,-3.7236876,2.9180646,-0.85426265
Rv2192c,trpD,intermediary metabolism and respiration,E,-1.2353549,2.884296,4.4117894,-3.3152683,-7.486247,11.793615,-1.4827857,-2.903532,2.4937716,-1.5577779
Rv2197c,-,cell wall and cell processes,S,-0.7707988,2.4735577,6.9103045,-2.535595,-6.8346906,12.856525,-2.182948,-4.4694963,3.8726654,-0.13728146
Rv2198c,mmpS3,cell wall and cell processes,S,-1.070333,2.739766,5.806131,-2.4339519,-7.3035793,11.98947,-1.3916519,-3.6366565,2.777967,-0.9046027
Rv2202c,cbhK,intermediary metabolism and respiration,G,-2.5746229,2.681045,7.783106,-4.0208826,-7.4008617,11.835624,-3.1105828,1.2065316,5.7454076,3.1330447
Rv2203,-,cell wall and cell processes,S,-0.6204154,1.6384124,8.291981,-1.5815037,-6.989093,11.658814,-0.9761762,-2.5327132,3.2318919,-0.020743186
Rv2206,-,cell wall and cell processes,S,0.6914577,4.8330483,9.411497,-1.8189988,-7.654996,10.730708,1.1627972,-5.096553,-0.24396618,-2.1805508
Rv2207,cobT,intermediary metabolism and respiration,H,-1.2241969,3.2968068,3.964809,-3.4247618,-7.50474,11.922023,-1.345856,-3.0872154,2.176802,-1.8728851
Rv2210c,ilvE,intermediary metabolism and respiration,EH,-2.6214817,2.8547115,7.742577,-3.9017754,-7.3144035,11.924064,-3.1720414,1.1355877,5.813717,3.1447506
Rv2211c,gcvT,intermediary metabolism and respiration,E,-1.6164507,0.7989364,7.3983493,-0.67378336,-6.948428,13.928108,-3.0107017,-4.940194,5.1799846,1.2330573
Rv2214c,ephD,"virulence, detoxification, adaptation",R,2.12233,6.099671,7.846514,-3.2006342,-5.7823462,10.019353,1.5320014,-6.011921,-0.26079434,-4.210245
Rv2216,-,conserved hypotheticals,R,-0.54988384,2.6517153,2.6272895,2.82406,-4.957847,6.8747954,-0.052093484,-5.001957,1.5750148,-1.2389725
Rv2219A,-,cell wall and cell processes,S,0.20523888,-6.680191,-14.438892,-3.3349266,-0.18285784,-1.8151853,-0.3123712,3.0498922,2.102956,-1.542519
Rv2221c,glnE,intermediary metabolism and respiration,OT,-1.3896087,1.5014924,6.9499216,-1.2093401,-7.1369615,13.385688,-2.6453896,-4.454881,4.4193473,0.61444116
Rv2222c,glnA2,intermediary metabolism and respiration,E,-1.390624,1.5802687,6.870667,-1.304174,-7.1854844,13.24076,-2.5211592,-4.3464456,4.3128004,0.55906135
Rv2224c,-,cell wall and cell processes,R,-0.6969603,3.0261035,6.9795012,-2.1444824,-7.2345295,11.730487,-0.8492078,-3.796473,2.3826773,-1.0030594
Rv2225,panB,intermediary metabolism and respiration,H,-1.6096284,0.8000757,7.4131503,-0.6185538,-6.9344773,13.994239,-3.0307949,-4.962838,5.188367,1.2143342
Rv2226,-,conserved hypotheticals,S,0.76026577,5.0122666,9.76313,-1.7080455,-7.802016,10.616861,1.4822872,-5.199699,-0.6178875,-2.12516
Rv2228c,-,information pathways,L,-1.2338098,2.4405622,4.858139,-3.2496781,-7.4415555,11.810907,-1.7654095,-2.6370358,2.9159596,-1.1698687
Rv2230c,-,conserved hypotheticals,S,0.76398766,4.9648438,9.652924,-1.7593234,-7.7797127,10.521039,1.4130074,-5.11775,-0.57329,-2.208329
Rv2231c,cobC,intermediary metabolism and respiration,E,-1.1184163,3.1964986,4.598265,-3.070547,-7.4532146,11.954589,-1.3239336,-3.3963223,2.368696,-1.539012
Rv2232,-,regulatory proteins,R,1.343788,7.10375,9.565146,-3.1683247,-6.4932137,12.545172,0.7453028,-3.2106507,2.7971318,2.0518477
Rv2234,ptpA,regulatory proteins,T,0.8222536,5.012684,9.625225,-1.8159107,-7.771047,10.56915,1.3532096,-5.1928034,-0.5566046,-2.2487543
Rv2237,-,conserved hypotheticals,S,0.6669587,4.9102616,9.192209,-1.9328128,-7.5145082,10.797897,1.0330067,-5.0395956,0.032959014,-2.1172104
Rv2239c,-,conserved hypotheticals,S,0.1577388,3.6218195,9.015024,-2.2607262,-6.8394446,12.418577,-1.3617799,-5.2095375,2.8970506,-0.42554992
Rv2241,aceE,intermediary metabolism and respiration,C,-0.8660306,1.8550787,7.6729264,-1.6141772,-7.1095815,11.849142,-1.2446123,-3.0493214,3.3743813,-0.18811859
Rv2246,kasB,lipid metabolism,IQ,-0.7685993,2.0764089,6.8371067,-2.5424519,-6.654364,13.076665,-2.689236,-4.5092683,4.1705885,-0.17130981
Rv2248,-,conserved hypotheticals,S,0.22014225,-6.7821836,-14.451017,-3.3637886,-0.17703333,-1.8284478,-0.299324,3.1654437,2.2688925,-1.5158848
Rv2249c,glpD1,intermediary metabolism and respiration,C,0.7528755,4.969831,9.616541,-1.7430822,-7.7469773,10.619215,1.3641018,-5.1666603,-0.5035659,-2.1644578
Rv2250c,-,regulatory proteins,K,-1.2496367,2.4599369,4.8354263,-3.2662435,-7.4277573,11.800397,-1.7701848,-2.635102,2.90072,-1.1877743
Rv2251,-,intermediary metabolism and respiration,C,0.25491658,-6.74437,-14.380214,-3.2785683,-0.24647185,-1.8697366,-0.18801542,3.092683,2.1661289,-1.6537617
Rv2253,-,cell wall and cell processes,S,-1.2485149,2.9293408,4.3599772,-3.3445966,-7.518791,11.786488,-1.4603333,-2.8905,2.4484353,-1.6053807
Rv2256c,-,conserved hypotheticals,S,0.2818492,5.532481,9.304805,-2.7860308,-6.996757,11.3329115,0.77880824,-4.051001,1.4861007,-0.57385904
Rv2257c,-,conserved hypotheticals,V,0.78541046,4.9309144,9.62562,-1.7468513,-7.804897,10.55168,1.3578032,-5.1273794,-0.5459394,-2.1857407
Rv2258c,-,regulatory proteins,QR,-1.2352421,3.29186,3.943262,-3.4178827,-7.548089,11.822683,-1.3120714,-3.0331743,2.191455,-1.8726262
Rv2259,adhE2,intermediary metabolism and respiration,C,-0.52195024,1.1953382,8.656744,-1.6722769,-6.8313684,11.831411,-1.1219741,-2.1656592,3.3630934,0.42386147
Rv2260,-,conserved hypotheticals,R,-0.11366582,4.156191,7.1427665,-1.7885891,-6.2531695,9.6856575,0.50061715,-4.3126984,-0.18933646,-2.3428576
Rv2264c,-,conserved hypotheticals,O,0.6476975,4.908286,9.065964,-1.9940319,-7.4261622,10.887278,0.9209361,-5.0091968,0.25722498,-2.0672007
Rv2267c,-,conserved hypotheticals,R,-1.6099021,0.78679633,7.3737903,-0.6381246,-6.9813814,13.962146,-3.0681112,-4.9242673,5.158549,1.2140027
Rv2269c,-,conserved hypotheticals,S,-1.2449251,2.4526026,4.8430676,-3.2609866,-7.4322124,11.802835,-1.7675246,-2.6309159,2.9066157,-1.1811755
Rv2270,lppN,cell wall and cell processes,S,0.2599751,5.579278,9.349609,-2.823592,-6.9678025,11.361262,0.7874758,-4.032291,1.5292401,-0.52808267
Rv2274c,-,"virulence, detoxification, adaptation",S,0.40156126,-6.5899925,-14.524749,-3.63238,0.113314375,-1.9502356,-0.5605862,3.3072975,2.1368876,-1.4762516
Rv2276,cyp121,intermediary metabolism and respiration,Q,0.030200366,-6.65519,-13.035404,-2.9350097,-1.1656321,-1.1208203,0.10724799,2.4238493,2.2102604,-0.7163439
Rv2279,-,insertion seqs and phages,L,3.939699,1.1473588,4.6394625,-1.1709826,-2.1709774,3.2346184,0.44909677,-0.46748072,1.5118299,-2.1929944
Rv2281,pitB,cell wall and cell processes,P,0.20781074,-6.714538,-14.403156,-3.3248768,-0.19650301,-1.8821367,-0.28930503,3.0569403,2.1816869,-1.6263431
Rv2282c,-,regulatory proteins,K,-1.1163467,2.0172017,7.6608496,-1.9268057,-7.2743354,12.91265,-2.0036123,-3.7672741,3.7718,0.13504636
Rv2284,lipM,intermediary metabolism and respiration,I,0.9789424,5.1933317,8.44495,-2.283927,-6.86702,10.337965,1.1603225,-5.216795,-0.2870574,-2.8545706
Rv2285,-,lipid metabolism,S,-0.5506591,2.6849098,2.6336088,2.8178244,-4.950534,6.875301,-0.040341165,-5.008225,1.5421828,-1.216079
Rv2287,yjcE,cell wall and cell processes,P,2.2775536,6.219185,7.734448,-3.3309717,-5.7013745,9.878624,1.7085433,-6.152879,-0.34814405,-4.404811
Rv2299c,htpG,"virulence, detoxification, adaptation",O,-1.5838236,0.7568163,7.401003,-0.6506586,-6.9638486,13.992968,-3.0347352,-4.957274,5.200117,1.2622404
Rv2301,cut2,cell wall and cell processes,S,-1.1150504,2.017227,7.6590185,-1.929116,-7.2729325,12.910865,-2.0041475,-3.7651498,3.772191,0.13488908
Rv2306B,-,cell wall and cell processes,S,0.28768152,-6.5726166,-14.428366,-3.529165,-0.14377102,-1.8732495,-0.20533143,3.1249535,2.187099,-1.5815454
Rv2307D,-,conserved hypotheticals,S,2.3140612,6.2287965,7.751274,-3.3225207,-5.7156296,9.837059,1.7508705,-6.2139707,-0.3926631,-4.405652
Rv2309A,-,conserved hypotheticals,S,-0.58186674,2.6831326,2.5828533,2.8674848,-4.933718,6.835519,-0.048511904,-5.022485,1.5384221,-1.2227827
Rv2312,-,conserved hypotheticals,S,0.54466164,4.8481264,9.307687,-1.8680581,-7.6380167,10.633461,1.1492599,-4.8084903,-0.18114462,-1.8788861
Rv2314c,-,conserved hypotheticals,R,-1.2691799,2.006423,7.148547,-2.3107514,-7.2900405,12.450997,-2.1109588,-2.80873,3.7285023,0.17087217
Rv2315c,-,conserved hypotheticals,R,1.0099255,5.2591057,8.516496,-2.3032956,-6.937557,10.388555,1.2003665,-5.251892,-0.31995767,-2.8894572
Rv2317,uspB,cell wall and cell processes,G,0.23226897,-6.7057123,-14.449318,-3.391421,-0.19317366,-1.7893281,-0.29271108,3.0936215,2.095542,-1.5913402
Rv2318,uspC,cell wall and cell processes,G,0.27176923,-6.602999,-14.342051,-3.4906137,-0.15003335,-1.5569235,-0.4605927,3.092814,1.9703952,-1.4523864
Rv2325c,-,conserved hypotheticals,P,0.71240103,4.9454517,9.557988,-1.7317761,-7.7738214,10.518347,1.4066954,-5.0747657,-0.55030626,-2.219705
Rv2326c,-,cell wall and cell processes,P,-0.70932835,2.6519542,2.3974018,3.037759,-4.922795,6.697258,-0.08649397,-5.0950956,1.5626335,-1.1722847
Rv2328,PE23,PE/PPE,S,1.3500842,7.1056743,9.59839,-3.1998417,-6.4690533,12.576613,0.73887306,-3.181386,2.825104,2.0726974
Rv2329c,narK1,cell wall and cell processes,P,-1.5134658,2.411869,7.8757195,-3.585209,-7.4286757,11.585951,-1.9620736,-1.0585468,4.4416823,1.1563509
Rv2331,-,conserved hypotheticals,C,0.21538013,-6.7282367,-14.2386265,-3.5077477,-0.23840724,-1.6705856,-0.30763254,3.1873765,2.4574773,-1.5938326
Rv2332,mez,intermediary metabolism and respiration,C,0.36202943,-6.5829906,-14.482573,-3.5447843,0.04652549,-1.985109,-0.4760134,3.2739322,2.1603343,-1.554729
Rv2333c,-,cell wall and cell processes,GEPR,-0.9781456,1.9636103,7.584267,-2.1591156,-7.164989,12.620775,-1.9912385,-3.234464,3.7867362,0.2081779
Rv2334,cysK1,intermediary metabolism and respiration,E,-0.5102052,1.5002235,8.59285,-1.7784555,-6.8583603,11.818161,-1.1273459,-2.349789,3.3502054,0.2540525
Rv2335,cysE,intermediary metabolism and respiration,E,-1.0862987,1.9710912,7.435891,-2.1976957,-7.2175727,12.564557,-2.033238,-3.081364,3.7614503,0.19696508
Rv2342,-,conserved hypotheticals,S,-0.98136896,1.957124,7.5687804,-2.1524973,-7.164272,12.622376,-1.9925398,-3.229573,3.7809105,0.2092898
Rv2344c,dgt,intermediary metabolism and respiration,F,0.9595708,5.1712976,8.41981,-2.2790005,-6.882108,10.319326,1.1397675,-5.195591,-0.26746565,-2.8358622
Rv2346c,esxO,cell wall and cell processes,S,-0.07715304,5.3382387,9.100142,-2.9244282,-6.8537436,11.18247,0.4264612,-3.304901,1.7915089,0.2670009
Rv2350c,plcB,intermediary metabolism and respiration,M,0.22116481,3.7120726,9.0801525,-2.2502422,-6.8724074,12.313512,-1.255805,-5.229535,2.7756436,-0.4805264
Rv2355,-,insertion seqs and phages,L,3.9810536,1.1059756,4.598093,-1.1296085,-2.1296258,3.1933017,0.49047038,-0.4261103,1.470455,-2.234372
Rv2358,-,regulatory proteins,K,0.28777525,-6.3888674,-14.254479,-3.7216175,0.121025175,-1.4721181,-0.6232266,3.240863,1.9115794,-1.5816375
Rv2363,amiA2,intermediary metabolism and respiration,J,-0.7762523,3.0037854,6.605971,-2.1130893,-7.192244,11.711901,-0.90505356,-3.8789914,2.2760923,-1.0777595
Rv2364c,era,intermediary metabolism and respiration,R,-1.2592788,2.0203075,7.1597786,-2.325378,-7.2981467,12.43606,-2.0972238,-2.7938612,3.7373526,0.17827554
Rv2366c,-,cell wall and cell processes,R,0.6570028,4.9026136,9.205833,-1.9242202,-7.5265737,10.810152,1.0251629,-5.03171,0.046224803,-2.0973926
Rv2368c,phoH1,intermediary metabolism and respiration,T,-0.9942446,1.9641955,7.5685887,-2.1633701,-7.169238,12.615117,-1.9951959,-3.220138,3.7807074,0.2049233
Rv2372c,-,conserved hypotheticals,S,1.1107702,5.3151007,8.51801,-2.317324,-6.867112,10.31296,1.2591673,-5.310868,-0.3694383,-2.943358
Rv2374c,hrcA,"virulence, detoxification, adaptation",K,-0.84610796,1.8117319,7.73673,-1.598535,-7.0949507,11.840969,-1.2277731,-2.9886222,3.3674302,-0.15693732
Rv2375,-,conserved hypotheticals,S,-0.72683245,2.1291955,6.8288116,-2.4773161,-6.6479774,13.102776,-2.642556,-4.5716367,4.123596,-0.1848549
Rv2376c,cfp2,cell wall and cell processes,S,-0.77941173,2.0657134,6.814069,-2.573764,-6.6383686,13.100641,-2.7071338,-4.494764,4.183348,-0.22066942
Rv2378c,mbtG,lipid metabolism,Q,-0.5365347,3.336151,7.029876,-2.2691212,-7.2756605,11.53377,-0.5675224,-3.8209877,1.987729,-1.2588453
Rv2379c,mbtF,lipid metabolism,Q,-2.366025,1.7357786,8.031696,-4.1748295,-7.470031,11.294572,-2.804917,1.005225,5.347079,2.605369
Rv2380c,mbtE,lipid metabolism,Q,-2.3446999,1.686093,8.049119,-4.17179,-7.465326,11.257993,-2.778408,0.97126514,5.313383,2.5618856
Rv2381c,mbtD,lipid metabolism,Q,-2.3423543,1.6807259,8.049316,-4.1710787,-7.4657655,11.255381,-2.7755225,0.9681499,5.3097305,2.5566607
Rv2382c,mbtC,lipid metabolism,Q,0.061691284,3.6736987,8.923998,-2.2080417,-6.9661117,12.415558,-1.2169682,-5.0690007,2.856711,-0.39215222
Rv2383c,mbtB,lipid metabolism,Q,-2.3424108,1.6801232,8.0502615,-4.171217,-7.465268,11.25469,-2.775612,0.96715873,5.3095064,2.5562787
Rv2384,mbtA,lipid metabolism,Q,-2.3547416,1.7214333,8.0381975,-4.1714025,-7.468232,11.279424,-2.7911677,0.9873539,5.32956,2.5878572
Rv2386c,mbtI,lipid metabolism,EH,-1.1948333,3.397639,4.0230017,-3.2941234,-7.4589987,11.91051,-1.267015,-3.116106,2.1444206,-1.8650438
Rv2388c,hemN,intermediary metabolism and respiration,H,-0.53566664,1.2539618,8.608817,-1.7781392,-6.8313284,11.959864,-1.2464336,-2.2635589,3.4354806,0.45340267
Rv2389c,rpfD,cell wall and cell processes,S,2.159727,6.107914,7.8704667,-3.2521946,-5.8973455,9.93954,1.6607306,-6.0477743,-0.3268221,-4.19281
Rv2391,nirA,intermediary metabolism and respiration,P,-0.45444718,1.3167379,8.627461,-1.8179551,-6.7577696,11.949184,-1.2107344,-2.3458831,3.373408,0.41423464
Rv2392,cysH,intermediary metabolism and respiration,EH,-0.80894417,2.044096,6.8242707,-2.5211573,-6.676982,13.100245,-2.6784968,-4.509351,4.219208,-0.17472906
Rv2393,-,intermediary metabolism and respiration,S,-0.5193693,1.2213796,8.666217,-1.7156664,-6.8388853,11.841818,-1.1351141,-2.1499321,3.3978791,0.43200314
Rv2394,ggtB,intermediary metabolism and respiration,E,0.62814283,4.887708,9.051475,-1.9921453,-7.420405,10.908357,0.8998368,-5.001673,0.27528667,-2.051256
Rv2397c,cysA1,cell wall and cell processes,P,-0.6759414,1.2391329,8.45288,-1.5351278,-6.949526,11.748804,-1.1454936,-2.161525,3.5131145,0.31802523
Rv2398c,cysW,cell wall and cell processes,P,-1.2358048,1.6516455,6.98569,-1.4919958,-7.0430527,13.298595,-2.5966291,-4.494055,4.36355,0.4567609
Rv2399c,cysT,cell wall and cell processes,O,-1.2281036,1.6541898,6.992828,-1.5016074,-7.0338984,13.304469,-2.6056678,-4.510337,4.3733416,0.45669252
Rv2400c,subI,cell wall and cell processes,P,-0.7439877,1.274242,8.331401,-1.4816715,-7.00311,11.723424,-1.1581639,-2.2004917,3.5601394,0.24858196
Rv2404c,lepA,intermediary metabolism and respiration,M,-0.465134,1.4049704,8.593094,-1.7271236,-6.8436685,11.862459,-1.1002316,-2.404583,3.2642825,0.303731
Rv2409c,-,conserved hypotheticals,E,0.2642185,-6.6880903,-14.367106,-3.381644,-0.16868846,-1.894622,-0.2570841,3.151962,2.2025762,-1.5273893
Rv2411c,-,conserved hypotheticals,S,-1.1959811,1.7030764,7.0080442,-1.5617068,-7.0546494,13.142089,-2.4492524,-4.3349504,4.2443805,0.38372785
Rv2417c,-,conserved hypotheticals,S,0.29969028,-6.637491,-14.462415,-3.3752294,-0.1942722,-1.864899,-0.42973244,3.0581968,2.1488576,-1.616928
Rv2419c,-,intermediary metabolism and respiration,G,-1.2350415,3.2976909,3.932304,-3.3967528,-7.530851,11.84374,-1.3134152,-3.0442743,2.1941736,-1.8731229
Rv2427c,proA,intermediary metabolism and respiration,E,-1.156009,3.1398883,4.494063,-3.1374543,-7.4559226,11.950693,-1.3804331,-3.2793689,2.4077203,-1.5661794
Rv2428,ahpC,"virulence, detoxification, adaptation",O,-0.48944348,1.1889325,8.688814,-1.7123685,-6.7954736,11.882588,-1.1661519,-2.1811223,3.3753085,0.46443397
Rv2429,ahpD,"virulence, detoxification, adaptation",S,-0.5998898,1.2462782,8.528165,-1.5873883,-6.9016314,11.750885,-1.0971149,-2.1775005,3.3820786,0.3182976
Rv2434c,-,cell wall and cell processes,T,-0.5404907,1.1827888,8.62112,-1.6624871,-6.855779,11.839509,-1.1865757,-2.1946683,3.4212306,0.4212943
Rv2435c,-,intermediary metabolism and respiration,NT,-1.6064863,0.84298253,7.3337502,-0.66596955,-7.0362735,13.93558,-3.1314573,-4.8603334,5.098539,1.1719364
Rv2439c,proB,intermediary metabolism and respiration,E,-1.6424173,0.7844051,7.282755,-0.65499604,-6.991768,13.926647,-3.1416373,-4.8707504,5.118842,1.1587801
Rv2452c,-,conserved hypotheticals,S,0.25459632,-6.6867833,-14.431937,-3.4140685,-0.20783255,-1.8393478,-0.31191745,3.1879847,2.0785213,-1.6173452
Rv2454c,-,intermediary metabolism and respiration,C,-0.7690226,1.2898368,8.299842,-1.512012,-7.0311804,11.667341,-1.128852,-2.09044,3.5259175,0.22822943
Rv2455c,-,intermediary metabolism and respiration,C,-2.5172446,2.3597271,7.853048,-4.1575966,-7.5254607,11.650436,-3.0044274,1.2251121,5.590612,3.0277843
Rv2456c,-,cell wall and cell processes,GEPR,2.2428317,6.289546,7.705321,-3.227661,-5.6615553,9.8919325,1.6789367,-6.0935426,-0.3361146,-4.3280373
Rv2458,mmuM,intermediary metabolism and respiration,E,1.0245075,5.2494693,8.498561,-2.3073866,-6.9047456,10.360903,1.203398,-5.265133,-0.32329285,-2.900575
Rv2462c,tig,cell wall and cell processes,O,-1.1243304,3.2112973,4.507603,-3.1232195,-7.4776196,11.906512,-1.3032997,-3.3547258,2.321892,-1.5967406
Rv2463,lipP,intermediary metabolism and respiration,V,0.9907194,5.1845875,8.440907,-2.2846663,-6.8694425,10.315184,1.1628283,-5.2238607,-0.29035506,-2.8534093
Rv2466c,-,conserved hypotheticals,O,0.014975185,-6.668073,-12.993095,-2.9104023,-1.1889507,-1.0860945,0.13275981,2.4003875,2.2070014,-0.6897192
Rv2467,pepN,intermediary metabolism and respiration,E,0.91132563,5.0607047,8.206529,-2.3140821,-6.781894,10.354576,0.9993021,-5.155191,-0.067447215,-2.828435
Rv2468c,-,conserved hypotheticals,S,1.1036794,5.3171115,8.487665,-2.3604598,-6.84517,10.335819,1.244884,-5.3384647,-0.35331547,-2.9881048
Rv2470,glbO,intermediary metabolism and respiration,R,-0.69338745,1.2741706,8.393679,-1.5334711,-6.9627333,11.735471,-1.1143525,-2.1858199,3.4961834,0.2614258
Rv2471,aglA,intermediary metabolism and respiration,G,0.2586591,-6.555332,-14.34683,-3.5120218,-0.068237804,-1.6465789,-0.45828822,3.117915,1.9923462,-1.5974582
Rv2474c,-,conserved hypotheticals,S,0.28008154,-6.637174,-14.415623,-3.4089391,-0.094121,-1.8811941,-0.31817424,3.1047564,2.1503372,-1.5373657
Rv2475c,-,conserved hypotheticals,R,0.67260563,4.9609375,9.64233,-1.7353013,-7.796819,10.539532,1.3839774,-5.0551596,-0.48667473,-2.081558
Rv2476c,gdh,intermediary metabolism and respiration,E,-0.52990675,3.4405372,6.862398,-2.2578042,-7.2595954,11.371086,-0.41800857,-3.8806407,1.743694,-1.452904
Rv2477c,-,cell wall and cell processes,R,-1.2422495,1.6457914,6.9829025,-1.4823523,-7.048287,13.297621,-2.5940807,-4.4881287,4.3620634,0.46294385
Rv2479c,-,insertion seqs and phages,L,3.94777,1.1392684,4.631461,-1.1628392,-2.1629765,3.2267585,0.45724827,-0.45944062,1.5036132,-2.201161
Rv2481c,-,conserved hypotheticals,S,0.1835528,-6.702986,-14.334047,-3.4447784,-0.033689514,-1.7659863,-0.27173263,3.1795275,2.1452963,-1.7185951
Rv2482c,plsB2,lipid metabolism,I,-1.229141,2.0515225,7.191253,-2.3529406,-7.2900486,12.416183,-2.0669909,-2.8274074,3.7119868,0.14657025
Rv2483c,plsC,lipid metabolism,I,-0.6980919,2.6121743,2.420017,3.035817,-4.929455,6.692801,-0.12399382,-5.0645666,1.5990006,-1.137319
Rv2484c,-,lipid metabolism,S,1.3225931,7.112511,9.587037,-3.1683843,-6.496598,12.541756,0.7289918,-3.1984396,2.7930558,2.0745375
Rv2490c,PE_PGRS43,PE/PPE,S,1.2648917,7.030574,9.613488,-3.1862097,-6.5346327,12.485456,0.7768516,-3.20308,2.831887,1.9793931
Rv2491,-,conserved hypotheticals,R,-1.2733687,3.2167447,4.0492425,-3.4206543,-7.592373,11.774702,-1.2998282,-3.0055041,2.1798127,-1.8428284
Rv2496c,pdhB,intermediary metabolism and respiration,C,-1.2469144,2.43285,4.826239,-3.255594,-7.418635,11.826598,-1.7908465,-2.6547112,2.9297926,-1.1643941
Rv2497c,pdhA,intermediary metabolism and respiration,C,0.32609046,-6.613445,-14.441912,-3.3294444,-0.26273862,-1.8940634,-0.2726892,3.1508324,2.095683,-1.6257801
Rv2498c,citE,intermediary metabolism and respiration,G,-1.2133552,3.3055184,3.9491284,-3.3676693,-7.5040874,11.845884,-1.289378,-3.047854,2.180918,-1.8818847
Rv2499c,-,intermediary metabolism and respiration,I,1.2880263,7.10552,9.573004,-3.1226156,-6.4974623,12.50211,0.685484,-3.2523096,2.750837,2.0356863
Rv2500c,fadE19,lipid metabolism,I,0.8056132,4.9896655,9.617946,-1.8111811,-7.7267714,10.532328,1.3436011,-5.141124,-0.49301073,-2.2604752
Rv2501c,accA1,lipid metabolism,I,-1.195188,3.220117,4.0685987,-3.364793,-7.5334115,11.78434,-1.3006235,-3.0441341,2.2167375,-1.8232336
Rv2504c,scoA,lipid metabolism,I,0.66494316,4.9626093,9.733658,-1.6786284,-7.8034773,10.556414,1.418776,-5.043073,-0.5650341,-2.079462
Rv2506,-,regulatory proteins,K,-0.97946984,3.298459,4.4064045,-3.3316324,-7.6844044,11.267484,-0.96197975,-3.3651075,1.9141662,-1.8371466
