#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv2288	-	hypothetical protein Rv2288 	4	3	136.4	4.1	-132.3	-5.06	0.05440	0.31141
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	22	17	619.2	324.0	-295.2	-0.93	0.21710	0.58489
Rv2290	lppO	Probable conserved lipoprotein lppO 	13	8	313.0	645.1	332.1	1.04	0.18310	0.54517
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	16	11	458.4	571.6	113.2	0.32	0.49200	0.84650
Rv2292c	-	hypothetical protein Rv2292c 	2	2	1.2	53.1	51.9	5.45	0.18030	0.54202
Rv2293c	-	hypothetical protein Rv2293c 	14	12	220.5	554.5	334.0	1.33	0.66050	1.00000
Rv2294	-	Probable aminotransferase 	23	19	1252.7	1363.9	111.2	0.12	0.88170	1.00000
Rv2295	-	hypothetical protein Rv2295 	11	8	517.7	331.1	-186.6	-0.64	0.86200	1.00000
Rv2296	-	haloalkane dehalogenase 	16	11	1813.2	1006.9	-806.3	-0.85	0.13690	0.46398
Rv2297	-	hypothetical protein Rv2297 	8	2	49.3	14.4	-34.9	-1.77	0.61640	0.96551
Rv2298	-	hypothetical protein Rv2298 	17	13	539.3	485.8	-53.4	-0.15	0.84150	1.00000
Rv2299c	htpG	heat shock protein 90 	29	18	814.9	808.0	-6.9	-0.01	0.98780	1.00000
Rv2300c	-	hypothetical protein Rv2300c 	17	13	1361.0	2386.2	1025.1	0.81	0.19770	0.56413
Rv2301	cut2	PROBABLE CUTINASE CUT2 	10	7	834.9	135.7	-699.3	-2.62	0.03510	0.24146
Rv2302	-	hypothetical protein Rv2302 	4	4	187.1	38.8	-148.3	-2.27	0.11700	0.42750
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	19	12	430.8	559.7	128.9	0.38	0.70480	1.00000
Rv2304c	-	hypothetical protein Rv2304c 	1	1	0.0	0.2	0.2	-3.68	1.00000	1.00000
Rv2305	-	hypothetical protein Rv2305 	10	9	567.9	151.3	-416.6	-1.91	0.08870	0.38682
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	8	213.7	333.1	119.4	0.64	0.51570	0.86711
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	3	153.3	0.2	-153.0	-9.36	0.04860	0.29204
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	3	2	41.2	605.7	564.6	3.88	0.00180	0.04058
Rv2307B	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	21	4	101.0	110.3	9.3	0.13	0.89580	1.00000
Rv2307D	-	hypothetical protein Rv2307D 	5	3	78.3	185.0	106.7	1.24	0.46020	0.82413
Rv2307c	-	hypothetical protein Rv2307c 	20	16	1232.8	1543.4	310.7	0.32	0.60510	0.95391
Rv2308	-	hypothetical protein Rv2308 	17	15	514.5	786.8	272.3	0.61	0.32360	0.71572
Rv2309A	-	hypothetical protein Rv2309A 	13	8	67.3	807.0	739.6	3.58	0.00040	0.01663
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	9	6	718.5	284.1	-434.4	-1.34	0.17450	0.53774
Rv2310	-	POSSIBLE EXCISIONASE 	3	2	7.7	374.9	367.2	5.61	0.13550	0.46091
Rv2311	-	hypothetical protein Rv2311 	7	6	1147.3	555.3	-592.0	-1.05	0.24490	0.61870
Rv2312	-	hypothetical protein Rv2312 	3	3	18.4	1774.8	1756.3	6.59	0.18000	0.54202
Rv2313c	-	hypothetical protein Rv2313c 	10	5	608.3	523.4	-84.9	-0.22	0.76680	1.00000
Rv2314c	-	hypothetical protein Rv2314c 	16	11	136.1	212.3	76.2	0.64	0.38560	0.78981
Rv2315c	-	hypothetical protein Rv2315c 	33	14	44.0	627.5	583.5	3.83	0.00260	0.05110
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	13	9	518.3	243.1	-275.3	-1.09	0.16820	0.52595
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	14	5	261.9	2.5	-259.4	-6.72	0.10260	0.40174
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	30	13	96.6	7.5	-89.1	-3.68	0.00280	0.05270
Rv2319c	-	hypothetical protein Rv2319c 	19	9	310.6	292.0	-18.6	-0.09	0.92450	1.00000
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	28	20	597.9	632.3	34.4	0.08	0.94970	1.00000
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	9	3	185.1	180.0	-5.1	-0.04	0.97270	1.00000
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	10	5	34.2	2.3	-31.9	-3.87	0.16100	0.51538
Rv2323c	-	hypothetical protein Rv2323c 	22	12	1306.4	650.7	-655.7	-1.01	0.21210	0.58044
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	2	1	666.4	42.6	-623.9	-3.97	0.10640	0.40782
Rv2325c	-	hypothetical protein Rv2325c 	9	2	0.5	39.4	38.9	6.25	0.14560	0.48091
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	23	13	795.7	48.9	-746.8	-4.02	0.00050	0.01956
Rv2327	-	hypothetical protein Rv2327 	5	2	8.2	270.2	262.0	5.04	0.09020	0.38950
Rv2328	PE23	PE FAMILY PROTEIN 	12	8	304.1	12.0	-292.0	-4.66	0.06060	0.32606
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	28	22	1519.1	745.8	-773.3	-1.03	0.15110	0.49256
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	7	5	56.4	333.4	277.0	2.56	0.06970	0.34081
Rv2331	-	hypothetical protein Rv2331 	6	4	442.6	4.6	-438.0	-6.59	0.01280	0.13992
Rv2331A	-	hypothetical protein Rv2331A 	5	4	229.9	40.7	-189.2	-2.50	0.12460	0.44148
Rv2332	mez	PROBABLE 	28	18	1993.4	391.8	-1601.7	-2.35	0.00730	0.10009
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	21	18	1163.4	1894.9	731.5	0.70	0.06490	0.33114
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	14	2	32.1	0.6	-31.5	-5.76	0.30610	0.69974
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	6	2	0.6	10.5	9.9	4.09	0.45600	0.82413
Rv2336	-	hypothetical protein Rv2336 	29	12	717.2	78.3	-638.9	-3.19	0.01230	0.13709
Rv2337c	-	hypothetical protein Rv2337c 	10	7	382.9	1088.0	705.1	1.51	0.26100	0.64007
Rv2338c	moeW	hypothetical protein Rv2338c 	38	9	189.3	348.5	159.2	0.88	0.29220	0.68260
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	82	37	1354.5	1640.4	285.9	0.28	0.63740	0.98384
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	15	12	1261.5	754.0	-507.5	-0.74	0.44640	0.82413
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	4	4	136.8	665.4	528.6	2.28	0.10250	0.40174
Rv2342	-	hypothetical protein Rv2342 	4	3	10.6	45.1	34.6	2.09	0.02890	0.21594
Rv2343c	dnaG	DNA primase 	26	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	27	12	37.8	328.3	290.4	3.12	0.01640	0.15692
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	29	26	2908.9	1412.0	-1497.0	-1.04	0.09580	0.39939
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	3	3	159.2	87.5	-71.7	-0.86	0.79320	1.00000
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	3	3	120.2	1004.4	884.2	3.06	0.16640	0.52361
Rv2348c	-	hypothetical protein Rv2348c 	2	2	327.0	187.5	-139.5	-0.80	0.46100	0.82446
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	28	23	2088.3	1991.2	-97.2	-0.07	0.89430	1.00000
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	23	17	2673.6	792.2	-1881.4	-1.75	0.00180	0.04058
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	25	21	2694.0	1431.4	-1262.6	-0.91	0.13190	0.45447
Rv2352c	PPE38	PPE FAMILY PROTEIN 	16	16	1345.3	2180.0	834.8	0.70	0.17610	0.53995
Rv2353c	PPE39	PPE FAMILY PROTEIN 	24	6	113.2	203.0	89.8	0.84	0.37470	0.77625
Rv2354	-	PROBABLE TRANSPOSASE 	4	4	302.4	215.5	-86.8	-0.49	0.58560	0.93499
Rv2355	-	PROBABLE TRANSPOSASE 	25	23	1189.2	1445.0	255.8	0.28	0.53750	0.88711
Rv2356c	PPE40	PPE FAMILY PROTEIN 	30	12	437.0	584.3	147.3	0.42	0.54450	0.89385
Rv2357c	glyS	glycyl-tRNA synthetase 	31	1	0.5	0.0	-0.5	2.53	0.40770	0.79453
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	5	3	1.2	7.3	6.1	2.58	0.08430	0.37666
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2360c	-	hypothetical protein Rv2360c 	6	4	359.6	256.3	-103.3	-0.49	0.61510	0.96472
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	17	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2362c	recO	DNA repair protein RecO 	11	2	0.0	2.3	2.3	-0.36	0.46710	0.82774
Rv2363	amiA2	amidase 	17	6	30.8	15.0	-15.8	-1.04	0.96900	1.00000
Rv2364c	era	GTP-binding protein Era 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2365c	-	hypothetical protein Rv2365c 	4	3	36.4	97.4	61.1	1.42	0.56210	0.91022
Rv2366c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	22	11	40.6	156.5	116.0	1.95	0.03120	0.22502
Rv2367c	-	hypothetical protein Rv2367c 	9	2	57.5	160.7	103.2	1.48	0.36150	0.76198
Rv2368c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	17	14	832.8	823.7	-9.1	-0.02	0.97520	1.00000
Rv2369c	-	hypothetical protein Rv2369c 	3	2	462.9	0.2	-462.6	-10.95	0.00910	0.11311
Rv2370c	-	hypothetical protein Rv2370c 	20	12	471.4	128.7	-342.7	-1.87	0.29110	0.68129
Rv2371	PE_PGRS40	PE-PGRS FAMILY PROTEIN 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2372c	-	hypothetical protein Rv2372c 	6	5	41.1	1238.0	1196.9	4.91	0.00000	0.00000
Rv2373c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2374c	hrcA	heat-inducible transcription repressor 	23	8	14.0	30.0	16.0	1.10	0.32140	0.71500
Rv2375	-	hypothetical protein Rv2375 	9	9	157.0	1376.2	1219.2	3.13	0.00000	0.00000
Rv2376c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2) 	2	2	105.2	40.6	-64.6	-1.37	0.89710	1.00000
Rv2377c	mbtH	PUTATIVE CONSERVED PROTEIN MBTH 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2378c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE) 	9	3	0.2	2.6	2.4	3.64	0.06050	0.32606
Rv2379c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE) 	64	12	8.1	84.5	76.4	3.38	0.17090	0.53148
Rv2380c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE) 	79	10	9.8	4.5	-5.4	-1.14	0.28000	0.66778
Rv2381c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE) 	43	4	0.9	2.0	1.1	1.10	0.26890	0.65342
Rv2382c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE) 	17	2	0.0	2.2	2.2	-0.44	0.17940	0.54202
Rv2383c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE) 	50	12	9.4	5.6	-3.9	-0.76	0.43260	0.81151
Rv2384	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE 	21	3	0.0	0.8	0.8	-1.86	0.20660	0.57360
Rv2385	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ 	19	12	332.5	131.5	-201.0	-1.34	0.13800	0.46618
Rv2386c	mbtI	salicylate synthase MbtI 	18	3	19.1	2.8	-16.3	-2.78	0.32950	0.72356
Rv2387	-	hypothetical protein Rv2387 	24	20	857.4	1255.6	398.1	0.55	0.45690	0.82413
Rv2388c	hemN	coproporphyrinogen III oxidase 	20	12	612.5	957.0	344.6	0.64	0.23350	0.60341
Rv2389c	rpfD	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD 	9	7	217.8	827.1	609.3	1.93	0.02590	0.20303
Rv2390c	-	hypothetical protein Rv2390c 	6	5	894.5	1454.6	560.0	0.70	0.41210	0.79453
Rv2391	nirA	PROBABLE FERREDOXIN-DEPENDENT NITRITE REDUCTASE NIRA 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2392	cysH	phosphoadenosine phosphosulfate reductase 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2393	-	hypothetical protein Rv2393 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2394	ggtB	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE) 	30	19	1732.8	883.9	-848.9	-0.97	0.05090	0.30222
Rv2395	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	37	23	2635.1	2673.2	38.1	0.02	0.96580	1.00000
Rv2396	PE_PGRS41	PE-PGRS FAMILY PROTEIN 	14	9	1850.8	781.8	-1069.0	-1.24	0.10780	0.40959
Rv2397c	cysA1	PROBABLE SULFATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER CYSA1 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2398c	cysW	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW 	18	1	11.0	0.0	-11.0	-1.87	0.40040	0.79349
Rv2399c	cysT	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2400c	subI	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI 	19	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv2401	-	hypothetical protein Rv2401 	4	2	26.3	183.4	157.1	2.80	0.17760	0.54052
Rv2401A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2402	-	hypothetical protein Rv2402 	28	19	827.3	853.4	26.1	0.04	0.94150	1.00000
Rv2403c	lppR	PROBABLE CONSERVED LIPOPROTEIN LPPR 	7	3	258.0	55.2	-202.7	-2.22	0.31280	0.70592
Rv2404c	lepA	GTP-binding protein LepA 	30	21	165.3	1730.6	1565.3	3.39	0.00140	0.03535
Rv2405	-	hypothetical protein Rv2405 	9	5	1038.7	375.3	-663.4	-1.47	0.40730	0.79453
Rv2406c	-	hypothetical protein Rv2406c 	8	6	307.9	744.5	436.6	1.27	0.06040	0.32606
Rv2407	-	ribonuclease Z 	10	6	193.1	291.3	98.3	0.59	0.59060	0.93910
Rv2408	PE24	POSSIBLE PE FAMILY-RELATED PROTEIN 	16	12	704.4	1487.5	783.1	1.08	0.14090	0.47085
Rv2409c	-	hypothetical protein Rv2409c 	20	17	415.8	146.2	-269.6	-1.51	0.32220	0.71500
Rv2410c	-	hypothetical protein Rv2410c 	11	4	470.5	49.1	-421.4	-3.26	0.04000	0.25993
Rv2411c	-	hypothetical protein Rv2411c 	24	18	1414.5	1314.6	-99.9	-0.11	0.85060	1.00000
Rv2412	rpsT	30S ribosomal protein S20 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2413c	-	hypothetical protein Rv2413c 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2414c	-	hypothetical protein Rv2414c 	11	7	444.0	869.5	425.5	0.97	0.20350	0.57160
Rv2415c	-	hypothetical protein Rv2415c 	14	9	324.4	295.4	-29.0	-0.14	0.88660	1.00000
Rv2416c	eis	hypothetical protein Rv2416c 	28	13	185.1	112.3	-72.8	-0.72	0.64120	0.98575
Rv2417c	-	hypothetical protein Rv2417c 	12	5	195.3	4.1	-191.2	-5.57	0.03980	0.25906
Rv2418c	-	hypothetical protein Rv2418c 	21	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2419c	-	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) 	7	2	0.6	0.2	-0.4	-1.40	1.00000	1.00000
Rv2420c	-	hypothetical protein Rv2420c 	4	1	5.4	0.4	-5.0	-3.74	0.40230	0.79349
Rv2421c	nadD	nicotinic acid mononucleotide adenyltransferase 	14	1	0.0	0.4	0.4	-2.90	1.00000	1.00000
Rv2422	-	hypothetical protein Rv2422 	4	3	32.9	0.4	-32.5	-6.27	0.13020	0.45243
Rv2423	-	hypothetical protein Rv2423 	18	17	1057.2	1709.1	651.9	0.69	0.16250	0.51695
Rv2424c	-	PROBABLE TRANSPOSASE 	7	6	138.6	71.8	-66.8	-0.95	0.30610	0.69974
Rv2425c	-	hypothetical protein Rv2425c 	18	12	1005.2	878.9	-126.3	-0.19	0.80390	1.00000
Rv2426c	-	hypothetical protein Rv2426c 	10	9	436.3	625.0	188.7	0.52	0.67050	1.00000
Rv2427c	proA	gamma-glutamyl phosphate reductase 	16	9	89.6	314.0	224.4	1.81	0.02430	0.19747
Rv2428	ahpC	ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C) 	9	4	301.1	0.4	-300.7	-9.55	0.03100	0.22502
Rv2429	ahpD	ALKYL HYDROPEROXIDE REDUCTASE D PROTEIN AHPD (ALKYL HYDROPEROXIDASE D) 	13	7	268.3	603.1	334.7	1.17	0.35510	0.75565
Rv2430c	PPE41	PPE FAMILY PROTEIN 	10	10	939.7	347.3	-592.4	-1.44	0.12110	0.43452
Rv2431c	PE25	PE FAMILY PROTEIN 	6	4	151.8	389.8	238.0	1.36	0.30070	0.69301
Rv2432c	-	hypothetical protein Rv2432c 	7	3	308.8	121.2	-187.6	-1.35	0.07800	0.36328
Rv2433c	-	hypothetical protein Rv2433c 	6	4	38.2	549.6	511.4	3.85	0.09680	0.39939
Rv2434c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	25	9	194.4	69.4	-125.0	-1.49	0.11940	0.43111
Rv2435c	-	PROBABLE CYCLASE (ADENYLYL-OR GUANYLYL-)(ADENYLATE-OR GUANYLATE-) 	56	27	675.1	670.5	-4.6	-0.01	0.98490	1.00000
Rv2436	rbsK	RIBOKINASE RBSK 	12	4	182.0	243.8	61.9	0.42	0.66510	1.00000
Rv2437	-	hypothetical protein Rv2437 	9	5	113.7	566.5	452.8	2.32	0.20360	0.57160
Rv2438A	-	hypothetical protein Rv2438A 	5	2	5.5	266.9	261.4	5.59	0.01800	0.16625
Rv2438c	nadE	NAD synthetase 	39	1	0.0	0.4	0.4	-2.90	1.00000	1.00000
Rv2439c	proB	gamma-glutamyl kinase 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2440c	obgE	GTPase ObgE 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2441c	rpmA	50S ribosomal protein L27 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2442c	rplU	50S ribosomal protein L21 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2443	dctA	PROBABLE C4-DICARBOXYLATE-TRANSPORT TRANSMEMBRANE PROTEIN DCTA 	21	18	1054.4	924.5	-129.9	-0.19	0.73220	1.00000
Rv2444c	rne	POSSIBLE RIBONUCLEASE E RNE 	32	2	0.0	18.5	18.5	2.63	0.06020	0.32606
Rv2445c	ndk	nucleoside diphosphate kinase 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2446c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	7	4	73.9	156.6	82.7	1.08	0.43320	0.81186
Rv2447c	folC	PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS) 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2448c	valS	valyl-tRNA synthetase 	27	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv2449c	-	hypothetical protein Rv2449c 	26	19	2087.4	638.3	-1449.1	-1.71	0.06230	0.32707
Rv2450c	rpfE	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE 	8	5	402.2	265.3	-136.9	-0.60	0.58810	0.93775
Rv2451	-	HYPOTHETICAL PROLINE AND SERINE RICH PROTEIN 	8	6	72.2	364.8	292.7	2.34	0.05110	0.30251
Rv2452c	-	hypothetical protein Rv2452c 	7	4	78.8	18.5	-60.3	-2.09	0.17960	0.54202
Rv2453c	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A 	5	5	108.3	43.4	-64.9	-1.32	0.65230	0.99506
Rv2454c	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2455c	-	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT) 	37	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2456c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	20	15	4209.5	2270.2	-1939.3	-0.89	0.05570	0.31406
Rv2457c	clpX	ATP-dependent protease ATP-binding subunit 	18	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2458	mmuM	homocysteine methyltransferase 	17	15	183.8	709.7	526.0	1.95	0.00890	0.11311
Rv2459	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	21	16	536.4	1261.3	725.0	1.23	0.16000	0.51318
Rv2460c	clpP2	ATP-dependent Clp protease proteolytic subunit 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2461c	clpP	ATP-dependent Clp protease proteolytic subunit 	10	1	0.8	1.3	0.4	0.62	0.79840	1.00000
Rv2462c	tig	trigger factor 	19	11	285.5	100.0	-185.5	-1.51	0.24570	0.62008
Rv2463	lipP	PROBABLE ESTERASE/LIPASE LIPP 	20	14	189.3	318.9	129.6	0.75	0.28730	0.67653
Rv2464c	-	POSSIBLE DNA GLYCOSYLASE 	11	10	791.2	586.7	-204.5	-0.43	0.67050	1.00000
Rv2465c	-	ribose-5-phosphate isomerase B 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2466c	-	hypothetical protein Rv2466c 	9	5	158.1	148.7	-9.4	-0.09	0.93500	1.00000
Rv2467	pepN	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE) 	38	23	93.3	570.1	476.8	2.61	0.00240	0.04812
Rv2468c	-	hypothetical protein Rv2468c 	5	5	12.1	381.8	369.6	4.98	0.00040	0.01663
Rv2469c	-	hypothetical protein Rv2469c 	9	7	88.3	112.6	24.3	0.35	0.82650	1.00000
Rv2470	glbO	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO 	9	1	0.2	0.0	-0.2	3.83	1.00000	1.00000
Rv2471	aglA	PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE) 	16	12	757.3	175.7	-581.6	-2.11	0.03160	0.22596
Rv2472	-	hypothetical protein Rv2472 	8	6	119.1	518.8	399.7	2.12	0.06290	0.32707
Rv2473	-	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN 	17	13	631.8	321.2	-310.6	-0.98	0.35880	0.75950
Rv2474c	-	hypothetical protein Rv2474c 	13	1	9.7	0.0	-9.7	-1.69	0.10130	0.39939
Rv2475c	-	hypothetical protein Rv2475c 	8	6	48.8	44.0	-4.9	-0.15	0.85470	1.00000
Rv2476c	gdh	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE) 	64	24	44.6	184.5	139.9	2.05	0.13110	0.45289
Rv2477c	-	putative ABC transporter ATP-binding protein 	27	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv2478c	-	hypothetical protein Rv2478c 	6	4	483.0	168.2	-314.8	-1.52	0.10150	0.39939
Rv2479c	-	PROBABLE TRANSPOSASE 	26	24	2657.7	1146.0	-1511.6	-1.21	0.36410	0.76503
Rv2480c	-	POSSIBLE TRANSPOSASE 	4	4	287.6	240.6	-47.0	-0.26	0.79650	1.00000
Rv2481c	-	hypothetical protein Rv2481c 	5	5	516.4	138.0	-378.4	-1.90	0.11490	0.42528
Rv2482c	plsB2	glycerol-3-phosphate acyltransferase 	41	28	1259.7	1606.6	346.9	0.35	0.58640	0.93589
