#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv1908c	katG	CATALASE-PEROXIDASE-PEROXYNITRITASE T KATG 	39	124.4	51.4	-1.27	19406.0	8019.29	-11386.7	0.00000	0.00000
Rv1909c	furA	FERRIC UPTAKE REGULATION PROTEIN FURA (FUR) 	12	111.1	81.3	-0.45	5331.6	3901.02	-1430.6	0.21450	0.79175
Rv1910c	-	PROBABLE EXPORTED PROTEIN 	13	78.1	68.4	-0.19	3749.9	3282.23	-467.7	0.63900	1.00000
Rv1911c	lppC	PROBABLE LIPOPROTEIN LPPC 	9	18.7	15.8	-0.24	672.8	569.53	-103.2	0.64360	1.00000
Rv1912c	fadB5	POSSIBLE OXIDOREDUCTASE FADB5 	15	27.1	32.8	0.27	1516.9	1834.60	317.7	0.52320	1.00000
Rv1913	-	hypothetical protein Rv1913 	11	49.4	32.3	-0.61	1977.5	1293.30	-684.2	0.09890	0.55345
Rv1914c	-	hypothetical protein Rv1914c 	7	52.6	48.4	-0.12	1472.8	1355.60	-117.2	0.75670	1.00000
Rv1915	aceAa	PROBABLE ISOCITRATE LYASE aceAa 	21	42.9	35.9	-0.26	3605.4	3014.40	-591.0	0.33920	0.92763
Rv1916	aceAb	isocitrate lyase 	17	43.1	33.3	-0.37	2760.0	2132.89	-627.1	0.32150	0.91334
Rv1917c	PPE34	PPE FAMILY PROTEIN 	121	39.1	37.2	-0.07	17529.5	16681.89	-847.6	0.65380	1.00000
Rv1918c	PPE35	PPE FAMILY PROTEIN 	75	38.2	31.8	-0.27	10403.8	8648.65	-1755.1	0.18210	0.74674
Rv1919c	-	hypothetical protein Rv1919c 	7	126.2	85.2	-0.57	2524.1	1704.67	-819.5	0.16130	0.70085
Rv1920	-	PROBABLE MEMBRANE PROTEIN 	12	61.3	55.2	-0.15	2698.4	2430.31	-268.1	0.75710	1.00000
Rv1921c	lppF	PROBABLE CONSERVED LIPOPROTEIN LPPF 	22	57.4	66.7	0.22	5053.7	5873.32	819.7	0.50800	0.99554
Rv1922	-	PROBABLE CONSERVED LIPOPROTEIN 	20	56.6	56.0	-0.01	4071.8	4030.12	-41.7	0.95260	1.00000
Rv1923	lipD	PROBABLE LIPASE LIPD 	34	72.4	70.6	-0.03	9551.0	9322.52	-228.5	0.84090	1.00000
Rv1924c	-	hypothetical protein Rv1924c 	11	43.3	45.7	0.08	1906.5	2009.36	102.9	0.85670	1.00000
Rv1925	fadD31	acyl-CoA synthetase 	38	120.7	151.8	0.33	18340.8	23070.62	4729.8	0.08270	0.50224
Rv1926c	mpt63	IMMUNOGENIC PROTEIN MPT63 (ANTIGEN MPT63/MPB63) (16 kDa IMMUNOPROTECTIVE EXTRACELLULAR PROTEIN) 	8	33.2	43.9	0.40	1062.5	1403.84	341.3	0.32720	0.91902
Rv1927	-	hypothetical protein Rv1927 	17	63.7	58.6	-0.12	4331.7	3987.53	-344.2	0.70730	1.00000
Rv1928c	-	short chain dehydrogenase 	18	60.8	64.3	0.08	4135.2	4372.17	237.0	0.78440	1.00000
Rv1929c	-	hypothetical protein Rv1929c 	9	20.7	27.3	0.40	746.6	983.00	236.4	0.40460	0.96168
Rv1930c	-	hypothetical protein Rv1930c 	5	13.5	9.0	-0.58	216.8	144.66	-72.1	0.47230	0.97462
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	17.8	20.5	0.21	355.1	410.65	55.5	0.76400	1.00000
Rv1932	tpx	thiol peroxidase 	8	27.7	62.0	1.16	775.8	1734.89	959.1	0.35640	0.94128
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	22.8	23.6	0.05	911.4	942.33	30.9	0.93590	1.00000
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	43.9	44.5	0.02	1932.7	1958.46	25.8	0.96680	1.00000
Rv1935c	echA13	enoyl-CoA hydratase 	10	44.1	61.1	0.47	1762.1	2445.39	683.3	0.23430	0.81678
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	59.6	55.0	-0.12	4055.9	3738.31	-317.6	0.66160	1.00000
Rv1937	-	POSSIBLE OXYGENASE 	48	22.9	32.3	0.50	4219.7	5947.23	1727.5	0.43040	0.97293
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	25.6	17.6	-0.54	1636.6	1127.66	-509.0	0.11830	0.59599
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	12.6	11.8	-0.09	200.9	188.18	-12.7	0.90850	1.00000
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	9	60.5	49.3	-0.30	2177.5	1773.57	-404.0	0.55430	1.00000
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	21.5	23.9	0.15	344.5	382.37	37.9	0.83380	1.00000
Rv1942c	-	hypothetical protein Rv1942c 	2	6.8	15.3	1.17	54.4	122.79	68.4	0.28310	0.88110
Rv1943c	-	hypothetical protein Rv1943c 	10	28.4	31.2	0.14	1021.3	1123.57	102.3	0.83560	1.00000
Rv1944c	-	hypothetical protein Rv1944c 	8	24.3	31.9	0.39	778.9	1022.33	243.5	0.35270	0.94128
Rv1945	-	hypothetical protein Rv1945 	21	38.2	35.8	-0.09	3053.5	2862.65	-190.9	0.73470	1.00000
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	7	26.8	19.8	-0.44	750.5	554.38	-196.1	0.42450	0.97293
Rv1947	-	hypothetical protein Rv1947 	5	82.1	54.5	-0.59	1313.1	871.87	-441.3	0.44840	0.97453
Rv1948c	-	hypothetical protein Rv1948c 	17	29.1	27.1	-0.10	1743.4	1628.53	-114.8	0.81670	1.00000
Rv1949c	-	hypothetical protein Rv1949c 	21	65.3	83.4	0.35	5226.7	6675.42	1448.7	0.69800	1.00000
Rv1950c	-	hypothetical protein Rv1950c 	6	83.4	89.9	0.11	2001.0	2156.80	155.8	0.71890	1.00000
Rv1951c	-	hypothetical protein Rv1951c 	5	53.0	37.1	-0.51	1059.4	741.98	-317.4	0.31420	0.90779
Rv1952	-	hypothetical protein Rv1952 	2	52.1	54.0	0.05	417.1	432.33	15.3	0.95270	1.00000
Rv1953	-	hypothetical protein Rv1953 	12	58.3	66.1	0.18	2332.5	2642.52	310.0	0.66960	1.00000
Rv1954c	-	hypothetical protein Rv1954c 	11	97.0	107.1	0.14	3878.7	4285.89	407.2	0.66420	1.00000
Rv1955	-	hypothetical protein Rv1955 	9	108.9	89.5	-0.28	3483.7	2863.25	-620.5	0.45620	0.97453
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	79.3	73.9	-0.10	1902.1	1774.01	-128.1	0.67010	1.00000
Rv1957	-	hypothetical protein Rv1957 	13	23.1	39.2	0.76	1202.9	2037.56	834.7	0.14380	0.66408
Rv1958c	-	hypothetical protein Rv1958c 	11	58.2	75.9	0.38	2562.2	3338.00	775.8	0.43820	0.97453
Rv1959c	-	hypothetical protein Rv1959c 	7	70.2	55.2	-0.35	1966.2	1546.57	-419.6	0.55160	1.00000
Rv1960c	-	hypothetical protein Rv1960c 	4	78.3	37.1	-1.08	940.1	445.16	-494.9	0.04520	0.34682
Rv1961	-	hypothetical protein Rv1961 	10	47.1	42.8	-0.14	1885.0	1710.68	-174.3	0.68580	1.00000
Rv1962c	-	hypothetical protein Rv1962c 	14	50.4	50.3	-0.00	2823.3	2814.21	-9.1	0.98930	1.00000
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	18	18.6	16.2	-0.20	1337.3	1164.99	-172.3	0.68460	1.00000
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	7	124.8	109.3	-0.19	3493.8	3061.37	-432.4	0.50160	0.99286
Rv1965	yrbE3B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3B 	15	77.3	61.1	-0.34	4327.1	3420.29	-906.8	0.24970	0.84207
Rv1966	mce3A	MCE-FAMILY PROTEIN MCE3A 	15	57.2	44.5	-0.36	3433.0	2672.61	-760.4	0.17570	0.73101
Rv1967	mce3B	MCE-FAMILY PROTEIN MCE3B 	13	73.3	73.6	0.01	3811.5	3828.11	16.7	0.98480	1.00000
Rv1968	mce3C	MCE-FAMILY PROTEIN MCE3C 	12	40.1	29.3	-0.45	1764.3	1287.22	-477.1	0.40910	0.96386
Rv1969	mce3D	MCE-FAMILY PROTEIN MCE3D 	13	38.9	38.8	-0.00	2024.5	2018.48	-6.0	0.99090	1.00000
Rv1970	lprM	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRM (MCE-FAMILY LIPOPROTEIN MCE3E) 	10	20.6	37.4	0.86	825.6	1495.35	669.8	0.39400	0.96168
Rv1971	mce3F	MCE-FAMILY PROTEIN MCE3F 	20	52.8	83.6	0.66	4226.3	6684.35	2458.1	0.05830	0.40384
Rv1972	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	5	48.0	33.2	-0.53	959.6	663.22	-296.3	0.25680	0.85315
Rv1973	-	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	4	39.9	40.9	0.04	638.9	654.64	15.8	0.95510	1.00000
Rv1974	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	77.2	47.0	-0.71	2470.3	1505.27	-965.0	0.03200	0.27636
Rv1975	-	hypothetical protein Rv1975 	13	71.0	75.3	0.08	3409.9	3616.80	206.9	0.76940	1.00000
Rv1976c	-	hypothetical protein Rv1976c 	3	39.1	59.8	0.61	468.7	717.38	248.7	0.39090	0.96168
Rv1977	-	hypothetical protein Rv1977 	13	63.5	60.8	-0.06	3302.7	3162.18	-140.6	0.79600	1.00000
Rv1978	-	hypothetical protein Rv1978 	14	81.0	99.4	0.29	4536.4	5563.61	1027.2	0.26500	0.86358
Rv1979c	-	POSSIBLE CONSERVED PERMEASE 	38	81.9	85.8	0.07	12452.6	13034.58	582.0	0.75810	1.00000
Rv1980c	mpt64	IMMUNOGENIC PROTEIN MPT64 (ANTIGEN MPT64/MPB64) 	19	105.6	107.3	0.02	8028.2	8158.35	130.2	0.93120	1.00000
Rv1981c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	24	156.4	132.3	-0.24	13767.5	11645.29	-2122.2	0.24240	0.83019
Rv1982c	-	hypothetical protein Rv1982c 	5	85.6	98.5	0.20	1712.4	1970.62	258.3	0.72870	1.00000
Rv1983	PE_PGRS35	PE-PGRS FAMILY PROTEIN 	34	100.6	116.8	0.21	13682.6	15879.72	2197.1	0.35680	0.94128
Rv1984c	cfp21	PROBABLE CUTINASE PRECURSOR CFP21 	13	106.2	88.8	-0.26	5524.6	4615.41	-909.2	0.25130	0.84330
Rv1985c	-	chromosome replication initiation inhibitor protein 	14	63.9	65.1	0.03	3579.5	3645.98	66.5	0.94340	1.00000
Rv1986	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	47.6	30.9	-0.62	1524.7	989.68	-535.1	0.15400	0.68898
Rv1987	-	POSSIBLE CHITINASE 	9	75.1	74.6	-0.01	2702.7	2685.32	-17.4	0.97930	1.00000
Rv1988	-	PROBABLE METHYLTRANSFERASE 	6	49.7	60.0	0.27	1193.4	1439.51	246.1	0.56830	1.00000
Rv1989c	-	hypothetical protein Rv1989c 	11	94.6	96.9	0.04	4161.6	4264.12	102.5	0.90100	1.00000
Rv1990A	-	POSSIBLE DEHYDROGENASE (FRAGMENT) 	4	61.2	68.9	0.17	979.1	1102.32	123.2	0.81180	1.00000
Rv1990c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1991c	-	hypothetical protein Rv1991c 	6	132.5	105.0	-0.34	3180.9	2520.57	-660.3	0.32220	0.91334
Rv1992c	ctpG	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE G CTPG 	34	69.2	70.3	0.02	9416.6	9562.76	146.2	0.92850	1.00000
Rv1993c	-	hypothetical protein Rv1993c 	5	50.5	51.3	0.02	1009.4	1026.96	17.6	0.97420	1.00000
Rv1994c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	47.9	55.9	0.22	1340.2	1565.88	225.7	0.61370	1.00000
Rv1995	-	hypothetical protein Rv1995 	8	127.3	155.8	0.29	4072.5	4986.80	914.3	0.48940	0.98472
Rv1996	-	hypothetical protein Rv1996 	13	45.2	43.4	-0.06	2348.0	2257.93	-90.1	0.85860	1.00000
Rv1997	ctpF	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE A CTPF 	29	40.1	37.9	-0.08	4487.3	4241.38	-245.9	0.74810	1.00000
Rv1998c	-	hypothetical protein Rv1998c 	19	28.7	20.9	-0.46	2068.5	1506.90	-561.6	0.26910	0.86654
Rv1999c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	67.5	66.2	-0.03	6482.7	6358.12	-124.6	0.94890	1.00000
Rv2000	-	hypothetical protein Rv2000 	35	61.4	63.5	0.05	8601.9	8887.10	285.2	0.87220	1.00000
Rv2001	-	hypothetical protein Rv2001 	15	31.5	34.7	0.14	1765.0	1941.43	176.4	0.73940	1.00000
Rv2002	fabG3	POSSIBLE 20-BETA-HYDROXYSTEROID DEHYDROGENASE FABG3 (Cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase) 	10	18.6	20.4	0.14	742.3	816.05	73.8	0.77230	1.00000
Rv2003c	-	hypothetical protein Rv2003c 	13	12.6	16.4	0.37	657.1	851.68	194.6	0.43430	0.97293
Rv2004c	-	hypothetical protein Rv2004c 	25	22.6	13.2	-0.78	2255.9	1316.29	-939.6	0.03180	0.27523
Rv2005c	-	hypothetical protein Rv2005c 	13	41.8	44.3	0.08	2005.2	2125.32	120.1	0.85150	1.00000
Rv2006	otsB1	PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 (TREHALOSE-PHOSPHATASE) (TPP) 	82	24.6	20.4	-0.27	6600.0	5470.48	-1129.5	0.17520	0.73046
Rv2007c	fdxA	PROBABLE FERREDOXIN FDXA 	8	41.1	52.3	0.35	1315.1	1674.79	359.7	0.49680	0.99062
Rv2008c	-	hypothetical protein Rv2008c 	29	22.2	14.3	-0.64	2224.5	1427.11	-797.4	0.03300	0.28377
Rv2009	-	hypothetical protein Rv2009 	4	24.8	44.3	0.84	397.1	708.52	311.4	0.42810	0.97293
Rv2010	-	hypothetical protein Rv2010 	7	64.7	72.4	0.16	1812.4	2026.97	214.6	0.78030	1.00000
Rv2011c	-	hypothetical protein Rv2011c 	6	34.9	48.0	0.46	836.6	1151.61	315.0	0.47430	0.97540
Rv2012	-	hypothetical protein Rv2012 	11	76.5	74.7	-0.03	3364.9	3284.73	-80.2	0.92730	1.00000
Rv2013	-	POSSIBLE TRANSPOSASE 	3	19.8	7.4	-1.42	237.5	88.63	-148.8	0.30650	0.89724
Rv2014	-	POSSIBLE TRANSPOSASE 	4	38.9	36.5	-0.09	622.9	583.51	-39.4	0.83210	1.00000
Rv2015c	-	hypothetical protein Rv2015c 	11	81.0	66.3	-0.29	3240.6	2653.41	-587.2	0.40340	0.96168
Rv2016	-	hypothetical protein Rv2016 	7	49.9	51.6	0.05	1396.9	1445.33	48.5	0.91270	1.00000
Rv2017	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0.0	1.0	0.99	0.0	3.93	3.9	1.00000	1.00000
Rv2018	-	hypothetical protein Rv2018 	14	5.1	3.1	-0.69	285.3	176.38	-108.9	0.75820	1.00000
Rv2019	-	hypothetical protein Rv2019 	6	145.6	97.0	-0.59	3494.2	2327.76	-1166.5	0.11520	0.59340
Rv2020c	-	hypothetical protein Rv2020c 	4	101.7	121.3	0.26	1626.9	1941.53	314.6	0.62430	1.00000
Rv2021c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	90.2	80.0	-0.17	1804.4	1600.69	-203.7	0.70270	1.00000
Rv2022c	-	hypothetical protein Rv2022c 	13	124.7	105.6	-0.24	6483.2	5493.05	-990.1	0.40730	0.96386
Rv2023c	-	hypothetical protein Rv2023c 	2	61.9	44.7	-0.47	495.1	357.69	-137.4	0.53140	1.00000
Rv2024c	-	hypothetical protein Rv2024c 	15	111.1	110.3	-0.01	6667.2	6615.86	-51.3	0.96770	1.00000
Rv2025c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	11	58.7	38.9	-0.59	2580.9	1712.80	-868.1	0.11070	0.58425
Rv2026c	-	hypothetical protein Rv2026c 	11	14.8	7.8	-0.93	534.4	279.96	-254.5	0.34770	0.93990
Rv2027c	-	Probable histidine kinase response regulator 	15	65.6	71.4	0.12	3938.2	4286.72	348.5	0.71820	1.00000
Rv2028c	-	hypothetical protein Rv2028c 	13	35.6	36.2	0.02	1423.5	1446.20	22.7	0.96120	1.00000
Rv2029c	pfkB	Probable phosphofructokinase PfkB (PHOSPHOHEXOKINASE) 	11	47.8	46.9	-0.03	1722.1	1688.25	-33.8	0.93510	1.00000
Rv2030c	-	hypothetical protein Rv2030c 	34	37.7	37.1	-0.02	4673.2	4605.94	-67.2	0.92380	1.00000
Rv2031c	hspX	HEAT SHOCK PROTEIN HSPX (ALPHA-CRSTALLIN HOMOLOG) (14 kDa ANTIGEN) (HSP16.3) 	8	46.4	38.4	-0.27	1483.5	1227.24	-256.2	0.45840	0.97453
Rv2032	acg	Conserved hypothetical protein Acg 	18	18.1	22.9	0.34	1231.9	1555.80	323.9	0.36230	0.94128
Rv2033c	-	hypothetical protein Rv2033c 	11	27.7	37.9	0.45	1217.5	1666.80	449.3	0.22010	0.79764
Rv2034	-	Probable ArsR-type repressor protein 	3	3.7	30.1	3.02	44.5	361.77	317.3	0.14170	0.65819
Rv2035	-	hypothetical protein Rv2035 	12	41.0	38.6	-0.09	1970.2	1854.34	-115.9	0.82820	1.00000
Rv2036	-	hypothetical protein Rv2036 	9	17.2	15.3	-0.16	550.1	491.07	-59.0	0.77700	1.00000
Rv2037c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	17	14.2	12.0	-0.24	908.9	769.64	-139.2	0.68030	1.00000
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter 	17	17.8	20.4	0.20	1065.6	1223.99	158.4	0.85980	1.00000
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter 	16	22.0	20.2	-0.12	1318.3	1209.74	-108.6	0.76330	1.00000
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter 	18	23.5	23.1	-0.02	1693.7	1666.13	-27.6	0.95240	1.00000
Rv2041c	-	Probable sugar-binding lipoprotein 	25	17.3	24.4	0.50	1726.9	2444.13	717.2	0.18050	0.74247
Rv2042c	-	hypothetical protein Rv2042c 	15	28.8	33.5	0.22	1383.3	1609.84	226.6	0.60250	1.00000
Rv2043c	pncA	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) 	12	39.3	27.3	-0.52	1728.4	1202.79	-525.6	0.11230	0.58880
Rv2044c	-	hypothetical protein Rv2044c 	7	48.6	63.3	0.38	1360.9	1771.59	410.7	0.29890	0.88928
Rv2045c	lipT	Probable carboxylesterase LipT 	29	25.0	27.4	0.13	2797.9	3066.40	268.5	0.60620	1.00000
Rv2046	lppI	Probable lipoprotein lppI 	10	63.2	61.0	-0.05	2528.9	2440.77	-88.2	0.87580	1.00000
Rv2047c	-	hypothetical protein Rv2047c 	32	27.4	29.9	0.13	3392.3	3711.21	319.0	0.64790	1.00000
Rv2048c	pks12	Probable polyketide synthase pks12 	148	20.2	15.7	-0.36	10831.3	8420.39	-2410.9	0.03530	0.29528
Rv2049c	-	hypothetical protein Rv2049c 	1	12.9	34.2	1.40	51.7	136.91	85.2	0.88230	1.00000
Rv2050	-	hypothetical protein Rv2050 	5	5.6	0.0	-2.72	22.4	0.00	-22.4	0.02640	0.24271
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1 	33	132.5	8.1	-4.03	9010.0	552.81	-8457.2	0.00000	0.00000
Rv2052c	-	hypothetical protein Rv2052c 	21	65.4	48.1	-0.44	5490.4	4038.26	-1452.2	0.12370	0.61388
Rv2053c	fxsA	FxsA 	4	255.2	226.0	-0.18	3062.9	2711.55	-351.3	0.75570	1.00000
Rv2054	-	hypothetical protein Rv2054 	16	96.8	94.5	-0.04	6194.8	6045.52	-149.2	0.88700	1.00000
Rv2055c	rpsR	30S ribosomal protein S18 	3	16.0	35.8	1.16	192.3	429.69	237.4	0.36320	0.94128
Rv2056c	rpsN	30S ribosomal protein S14 	3	26.0	24.8	-0.07	312.0	297.16	-14.8	0.92360	1.00000
Rv2057c	rpmG	50S ribosomal protein L33 	4	120.0	110.2	-0.12	1920.0	1763.28	-156.8	0.76270	1.00000
Rv2058c	rpmB	50S ribosomal protein L28 	5	179.2	173.1	-0.05	3583.8	3462.30	-121.6	0.87530	1.00000
Rv2059	-	hypothetical protein Rv2059 	20	53.0	48.5	-0.13	4240.4	3882.83	-357.6	0.63630	1.00000
Rv2060	-	Possible conserved integral membrane protein 	3	16.6	12.4	-0.42	198.9	148.48	-50.5	0.66160	1.00000
Rv2061c	-	hypothetical protein Rv2061c 	6	50.4	77.6	0.62	1209.1	1861.76	652.7	0.14460	0.66515
Rv2062c	cobN	cobaltochelatase 	50	25.9	24.2	-0.09	4759.3	4456.08	-303.2	0.68910	1.00000
Rv2063	-	hypothetical protein Rv2063 	3	28.9	2.0	-3.85	346.4	23.97	-322.4	0.00070	0.01131
Rv2064	cobG	Possible cobalamin biosynthesis protein CobG 	9	17.9	18.3	0.03	429.5	438.67	9.2	0.96610	1.00000
Rv2065	cobH	precorrin-8X methylmutase 	8	41.9	50.6	0.27	1340.7	1618.03	277.3	0.47290	0.97462
Rv2066	cobI	Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase 	22	60.3	50.2	-0.26	5305.8	4419.92	-885.8	0.33250	0.92442
Rv2067c	-	hypothetical protein Rv2067c 	34	35.3	32.8	-0.11	4515.7	4198.16	-317.5	0.71370	1.00000
Rv2068c	blaC	CLASS A BETA-LACTAMASE BLAC 	14	121.8	135.8	0.16	6818.1	7604.40	786.3	0.74840	1.00000
Rv2069	sigC	RNA polymerase sigma factor SigC 	8	54.8	53.5	-0.03	1752.1	1711.72	-40.4	0.91300	1.00000
Rv2070c	cobK	cobalt-precorrin-6x reductase 	16	18.0	25.4	0.49	1082.7	1523.33	440.6	0.50880	0.99554
Rv2071c	cobM	Probable precorrin-4 C11-methyltransferase CobM 	17	53.4	50.1	-0.09	3201.0	3006.34	-194.7	0.79650	1.00000
Rv2072c	cobL	Probable precorrin-6y methyltransferase CobL 	13	29.5	18.8	-0.65	1418.2	903.42	-514.8	0.12870	0.63163
Rv2073c	-	Probable shortchain dehydrogenase 	10	60.5	32.4	-0.90	2419.0	1296.56	-1122.4	0.09260	0.53819
Rv2074	-	hypothetical protein Rv2074 	6	39.5	19.7	-1.01	948.6	472.16	-476.4	0.04030	0.32095
Rv2075c	-	Possible hypothetical exported or envelope protein 	26	95.5	117.4	0.30	9932.1	12207.28	2275.1	0.21240	0.79175
Rv2076c	-	hypothetical protein Rv2076c 	5	80.2	63.8	-0.33	1604.0	1275.37	-328.6	0.45140	0.97453
Rv2077A	-	hypothetical protein Rv2077A 	7	48.6	31.0	-0.65	1166.6	743.91	-422.7	0.21330	0.79175
Rv2077c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	19	79.8	84.4	0.08	6062.4	6417.71	355.3	0.76190	1.00000
Rv2078	-	hypothetical protein Rv2078 	3	10.8	24.6	1.19	129.8	295.56	165.7	0.35390	0.94128
Rv2079	-	hypothetical protein Rv2079 	34	43.2	49.4	0.19	5353.7	6124.60	770.9	0.60460	1.00000
Rv2080	lppJ	Possible lipoprotein lppJ 	10	102.0	75.1	-0.44	4078.1	3002.08	-1076.0	0.09680	0.54630
Rv2081c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	96.3	91.6	-0.07	2695.3	2565.79	-129.5	0.77160	1.00000
Rv2082	-	hypothetical protein Rv2082 	38	73.9	68.5	-0.11	11237.7	10412.28	-825.4	0.62210	1.00000
Rv2083	-	hypothetical protein Rv2083 	6	54.0	48.0	-0.17	1295.8	1152.17	-143.7	0.74010	1.00000
Rv2084	-	hypothetical protein Rv2084 	25	40.0	41.5	0.05	3837.2	3984.50	147.3	0.86600	1.00000
Rv2085	-	hypothetical protein Rv2085 	3	12.6	2.5	-2.36	100.9	19.69	-81.2	0.05020	0.36887
Rv2086	-	hypothetical protein Rv2086 	11	19.2	15.1	-0.35	846.6	663.62	-183.0	0.45440	0.97453
Rv2087	-	hypothetical protein Rv2087 	5	5.8	5.9	0.01	116.9	118.04	1.1	0.98940	1.00000
Rv2088	pknJ	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) 	30	26.1	19.4	-0.43	3025.4	2247.23	-778.1	0.22810	0.80828
Rv2089c	pepE	Probable dipeptidase PepE 	21	15.1	9.3	-0.71	1151.2	704.79	-446.4	0.09320	0.53828
Rv2090	-	Probable 5'-3' exonuclease 	16	45.8	42.6	-0.10	2928.1	2725.01	-203.0	0.75310	1.00000
Rv2091c	-	Probable membrane protein 	19	47.2	891.3	4.24	3584.1	67741.26	64157.1	0.00000	0.00000
Rv2092c	helY	PROBABLE ATP-DEPENDENT DNA HELICASE HELY 	40	54.5	45.1	-0.27	8717.0	7221.63	-1495.4	0.20270	0.78369
Rv2093c	tatC	Probable Sec-independent protein translocase transmembrane protein tatC 	12	1.0	0.1	-3.81	19.0	1.36	-17.7	0.02270	0.21984
Rv2094c	tatA	twin argininte translocase protein A 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2095c	-	hypothetical protein Rv2095c 	15	66.1	61.7	-0.10	3968.4	3699.04	-269.3	0.70850	1.00000
Rv2096c	-	hypothetical protein Rv2096c 	15	54.9	50.0	-0.14	2636.9	2400.43	-236.5	0.64030	1.00000
Rv2097c	-	hypothetical protein Rv2097c 	21	22.5	3.9	-2.54	1886.1	325.22	-1560.9	0.00000	0.00000
Rv2100	-	hypothetical protein Rv2100 	19	90.2	79.9	-0.17	6493.7	5753.63	-740.1	0.65690	1.00000
Rv2101	helZ	PROBABLE HELICASE HELZ 	28	84.6	74.1	-0.19	8798.6	7705.43	-1093.2	0.42280	0.97293
Rv2102	-	hypothetical protein Rv2102 	12	68.0	61.2	-0.15	3261.8	2939.20	-322.6	0.63840	1.00000
Rv2103c	-	hypothetical protein Rv2103c 	5	83.1	64.1	-0.38	1662.5	1281.05	-381.4	0.52670	1.00000
Rv2104c	-	hypothetical protein Rv2104c 	1	38.2	54.2	0.50	152.8	216.70	63.9	0.47950	0.97660
Rv2105	-	PROBABLE TRANSPOSASE 	4	112.7	87.6	-0.36	1803.4	1402.10	-401.3	0.57560	1.00000
Rv2106	-	PROBABLE TRANSPOSASE 	25	85.3	81.2	-0.07	8531.8	8123.86	-407.9	0.78320	1.00000
Rv2107	PE22	PE FAMILY PROTEIN 	9	49.4	41.1	-0.27	1779.5	1479.73	-299.8	0.51070	0.99682
Rv2108	PPE36	PPE FAMILY PROTEIN 	21	77.7	68.4	-0.18	6525.7	5745.01	-780.7	0.34150	0.92946
