#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Sum	p-value	Adj. p-value
Rv2187	fadD15	Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	29	35.0	40.2	0.20	1398.5	1607.22	208.8	0.68350	1.00000
Rv2188c	-	hypothetical protein Rv2188c 	22	15.1	61.1	2.01	242.4	978.03	735.7	0.03190	0.58655
Rv2189c	-	hypothetical protein Rv2189c 	11	262.7	52.1	-2.34	4203.6	832.98	-3370.6	0.02190	0.50160
Rv2190c	-	hypothetical protein Rv2190c 	24	140.5	41.7	-1.75	6463.4	1918.08	-4545.4	0.01150	0.33493
Rv2191	-	hypothetical protein Rv2191 	20	61.7	69.6	0.18	1849.5	2089.39	239.8	0.75230	1.00000
Rv2192c	trpD	anthranilate phosphoribosyltransferase 	18	2.0	1.4	-0.54	16.2	11.13	-5.1	0.59690	1.00000
Rv2193	ctaE	PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE 	8	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2194	qcrC	Probable Ubiquinol-cytochrome C reductase QcrC(cytochrome C subunit) 	14	15.4	2.7	-2.50	30.8	5.45	-25.4	0.33030	1.00000
Rv2195	qcrA	Probable Rieske iron-sulfur protein QcrA 	21	0.5	0.0	-0.58	1.0	0.00	-1.0	1.00000	1.00000
Rv2196	qcrB	Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit) 	28	74.4	47.4	-0.65	1784.5	1136.44	-648.0	0.33790	1.00000
Rv2197c	-	Probable conserved transmembrane protein 	10	170.8	16.1	-3.41	2732.2	257.38	-2474.8	0.00000	0.00000
Rv2198c	mmpS3	PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3 	17	85.8	47.0	-0.87	1888.7	1034.16	-854.5	0.23330	1.00000
Rv2199c	-	Possible conserved integral membrane protein 	8	0.5	0.4	-0.27	3.2	2.66	-0.5	0.85010	1.00000
Rv2200c	ctaC	PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC 	19	30.7	16.6	-0.89	430.2	231.95	-198.3	0.64380	1.00000
Rv2201	asnB	Probable asparagine synthetase AsnB 	33	2.2	13.9	2.69	25.9	166.85	141.0	0.12510	0.94330
Rv2202c	cbhK	Probable carbohydrate kinase CbhK 	27	49.5	55.1	0.15	1881.1	2094.06	213.0	0.77490	1.00000
Rv2203	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	15	139.0	84.9	-0.71	2779.4	1697.99	-1081.4	0.35560	1.00000
Rv2204c	-	hypothetical protein Rv2204c 	3	66.5	33.1	-1.00	399.0	198.85	-200.2	0.35450	1.00000
Rv2205c	-	hypothetical protein Rv2205c 	13	42.8	43.5	0.02	1111.7	1129.81	18.1	0.96420	1.00000
Rv2206	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	22.8	28.7	0.33	364.8	459.03	94.2	0.71330	1.00000
Rv2207	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase 	10	30.5	16.1	-0.92	365.6	193.55	-172.1	0.57650	1.00000
Rv2208	cobS	cobalamin synthase 	15	106.5	110.6	0.05	2768.0	2875.32	107.3	0.89870	1.00000
Rv2209	-	Probable conserved integral membrane protein 	29	73.5	54.2	-0.44	2350.5	1735.21	-615.3	0.38330	1.00000
Rv2210c	ilvE	branched-chain amino acid aminotransferase 	17	16.9	12.2	-0.48	101.6	73.07	-28.5	0.80860	1.00000
Rv2211c	gcvT	glycine cleavage system aminomethyltransferase T 	18	41.6	62.8	0.60	748.2	1130.82	382.6	0.33320	1.00000
Rv2212	-	hypothetical protein Rv2212 	11	18.2	30.1	0.73	326.9	541.10	214.2	0.31360	1.00000
Rv2213	pepB	leucyl aminopeptidase 	22	39.0	29.1	-0.42	1483.1	1106.82	-376.3	0.46970	1.00000
Rv2214c	ephD	short chain dehydrogenase 	25	88.9	32.0	-1.47	3911.6	1407.84	-2503.7	0.01690	0.42660
Rv2215	dlaT	dihydrolipoamide acetyltransferase 	19	15.6	23.5	0.59	469.1	706.33	237.2	0.54870	1.00000
Rv2216	-	hypothetical protein Rv2216 	18	10.8	7.5	-0.54	151.9	104.31	-47.6	0.62350	1.00000
Rv2217	lipB	lipoyltransferase 	9	11.7	16.5	0.49	70.2	98.83	28.6	0.60940	1.00000
Rv2218	lipA	lipoyl synthase 	18	8.0	6.2	-0.36	79.9	62.43	-17.5	0.72270	1.00000
Rv2219	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	36.8	25.5	-0.53	735.5	509.84	-225.7	0.49330	1.00000
Rv2219A	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	6	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2220	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I) 	26	37.5	44.8	0.26	449.9	537.59	87.6	0.78060	1.00000
Rv2221c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase) 	45	22.2	11.6	-0.94	1643.1	855.30	-787.8	0.05120	0.73750
Rv2222c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II) 	16	47.8	40.5	-0.24	1530.8	1297.50	-233.3	0.62540	1.00000
Rv2223c	-	Probable exported protease 	32	86.1	107.4	0.32	4992.8	6227.52	1234.7	0.63830	1.00000
Rv2224c	-	Probable exported protease 	19	103.1	128.6	0.32	3711.0	4631.00	920.0	0.42000	1.00000
Rv2225	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase 	10	68.3	82.1	0.27	546.3	656.66	110.3	0.77170	1.00000
Rv2226	-	hypothetical protein Rv2226 	30	15.4	25.0	0.70	399.5	650.64	251.1	0.33740	1.00000
Rv2227	-	hypothetical protein Rv2227 	14	13.7	15.8	0.20	192.0	220.77	28.7	0.79570	1.00000
Rv2228c	-	hypothetical protein Rv2228c 	9	182.1	0.4	-8.75	364.2	0.85	-363.4	0.33180	1.00000
Rv2229c	-	hypothetical protein Rv2229c 	10	21.4	14.1	-0.60	256.5	169.32	-87.2	0.59640	1.00000
Rv2230c	-	hypothetical protein Rv2230c 	17	25.4	8.3	-1.61	507.1	165.87	-341.2	0.08240	0.84166
Rv2231c	cobC	hypothetical protein Rv2231c 	17	29.1	21.0	-0.47	813.9	589.22	-224.7	0.53090	1.00000
Rv2232	-	hypothetical protein Rv2232 	14	39.9	23.7	-0.75	559.3	332.23	-227.1	0.50710	1.00000
Rv2234	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE) 	8	0.0	0.4	0.51	0.0	0.85	0.8	1.00000	1.00000
Rv2235	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	13.8	14.5	0.08	82.7	87.20	4.5	1.00000	1.00000
Rv2236c	cobD	cobalamin biosynthesis protein 	21	25.7	34.9	0.44	976.6	1327.12	350.5	0.42430	1.00000
Rv2237	-	hypothetical protein Rv2237 	19	15.9	32.2	1.01	446.4	902.01	455.7	0.06950	0.80612
Rv2238c	ahpE	Probable peroxiredoxin AhpE 	3	3.3	3.9	0.23	19.7	23.10	3.4	0.89220	1.00000
Rv2239c	-	hypothetical protein Rv2239c 	5	34.9	38.6	0.15	349.0	386.29	37.3	0.89030	1.00000
Rv2240c	-	hypothetical protein Rv2240c 	16	28.8	14.4	-0.99	748.2	375.63	-372.5	0.14880	0.98049
Rv2241	aceE	pyruvate dehydrogenase subunit E1 	56	52.2	15.0	-1.80	4595.8	1320.94	-3274.8	0.00000	0.00000
Rv2242	-	hypothetical protein Rv2242 	23	70.5	95.1	0.43	845.6	1141.77	296.2	0.72510	1.00000
Rv2243	fabD	acyl-carrier-protein S-malonyltransferase 	16	15.4	13.2	-0.23	92.7	79.01	-13.7	0.92010	1.00000
Rv2244	acpP	acyl carrier protein 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2245	kasA	3-oxoacyl-(acyl carrier protein) synthase II 	21	81.2	22.5	-1.85	1300.0	359.57	-940.4	0.10210	0.88159
Rv2246	kasB	3-oxoacyl-(acyl carrier protein) synthase II 	13	43.6	9.8	-2.15	872.5	196.33	-676.2	0.07850	0.83524
Rv2247	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6 	19	10.0	15.1	0.61	238.9	363.41	124.5	0.40690	1.00000
Rv2248	-	hypothetical protein Rv2248 	11	25.8	8.7	-1.56	257.7	87.13	-170.6	0.23710	1.00000
Rv2249c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1 	24	15.9	16.0	0.01	509.3	511.22	1.9	0.99300	1.00000
Rv2250A	-	POSSIBLE FLAVOPROTEIN 	2	16.6	0.9	-4.19	66.2	3.63	-62.6	0.42210	1.00000
Rv2250c	-	Possible transcriptional regulatory protein 	4	3.1	32.9	3.41	18.7	197.63	179.0	0.09250	0.86450
Rv2251	-	POSSIBLE FLAVOPROTEIN 	15	23.8	21.5	-0.15	381.2	344.44	-36.7	0.94300	1.00000
Rv2252	-	diacylglycerol kinase 	23	19.6	20.2	0.05	586.8	605.88	19.1	0.93100	1.00000
Rv2253	-	Possible secreted unknown protein 	8	35.5	90.6	1.35	354.7	906.19	551.5	0.05740	0.77140
Rv2254c	-	Probable integral membrane protein 	6	30.5	54.2	0.83	365.8	650.09	284.3	0.35870	1.00000
Rv2255c	-	hypothetical protein Rv2255c 	3	53.1	0.0	-5.76	106.2	0.00	-106.2	0.33790	1.00000
Rv2256c	-	hypothetical protein Rv2256c 	9	14.0	29.1	1.06	251.4	523.27	271.9	0.24020	1.00000
Rv2257c	-	hypothetical protein Rv2257c 	10	50.2	105.2	1.07	904.2	1893.94	989.7	0.03430	0.61097
Rv2258c	-	Possible transcriptional regulatory protein 	14	24.1	70.0	1.54	676.2	1960.23	1284.0	0.02460	0.53751
Rv2259	adhE2	Probable zinc-dependent alcohol dehydrogenase AdhE2 	10	20.5	33.2	0.70	328.0	531.96	204.0	0.46260	1.00000
Rv2260	-	hypothetical protein Rv2260 	10	60.5	64.2	0.09	1209.6	1283.06	73.5	0.92720	1.00000
Rv2261c	-	hypothetical protein Rv2261c 	4	30.8	56.6	0.88	246.5	452.83	206.3	0.81390	1.00000
Rv2262c	-	hypothetical protein Rv2262c 	13	49.8	62.0	0.32	995.5	1240.52	245.0	0.54830	1.00000
Rv2263	-	short chain dehydrogenase 	12	45.9	47.5	0.05	1010.7	1044.38	33.6	0.95330	1.00000
Rv2264c	-	conserved hypothetical proline rich protein 	38	41.9	59.3	0.50	2765.9	3913.97	1148.0	0.20270	1.00000
Rv2265	-	Possible conserved integral membrane protein 	25	28.7	41.6	0.54	1435.5	2081.25	645.8	0.29350	1.00000
Rv2266	cyp124	Probable cytochrome P450 124 CYP124 	27	34.6	24.0	-0.52	1313.1	912.82	-400.3	0.26900	1.00000
Rv2267c	-	hypothetical protein Rv2267c 	27	19.6	23.6	0.27	509.6	612.88	103.2	0.95680	1.00000
Rv2268c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128 	32	20.9	27.5	0.40	751.3	989.92	238.7	0.60430	1.00000
Rv2269c	-	hypothetical protein Rv2269c 	7	17.2	18.3	0.09	206.1	219.46	13.3	0.92520	1.00000
Rv2270	lppN	PROBABLE LIPOPROTEIN LPPN 	12	23.8	18.8	-0.34	332.5	263.03	-69.5	0.69300	1.00000
Rv2271	-	hypothetical protein Rv2271 	2	8.0	6.1	-0.38	31.9	24.55	-7.3	0.82100	1.00000
Rv2272	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	6.3	12.5	0.98	63.3	124.82	61.5	0.48800	1.00000
Rv2273	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	7.3	24.7	1.77	87.3	296.79	209.5	0.13430	0.96032
Rv2274c	-	hypothetical protein Rv2274c 	7	27.3	12.6	-1.11	54.7	25.29	-29.4	0.66820	1.00000
Rv2275	-	hypothetical protein Rv2275 	18	11.5	12.6	0.13	253.7	277.97	24.3	0.90330	1.00000
Rv2276	cyp121	CYTOCHROME P450 121 CYP121 	18	8.2	16.9	1.05	147.1	304.96	157.8	0.22450	1.00000
Rv2277c	-	Possible glycerolphosphodiesterase 	14	51.5	44.6	-0.21	1236.8	1069.61	-167.2	0.64240	1.00000
Rv2278	-	PROBABLE TRANSPOSASE 	6	63.2	54.0	-0.23	757.9	647.52	-110.4	0.79020	1.00000
Rv2279	-	PROBABLE TRANSPOSASE 	22	57.9	54.9	-0.08	2084.1	1977.92	-106.2	0.87680	1.00000
Rv2280	-	Probable dehydrogenase 	14	20.8	22.4	0.11	457.0	493.40	36.4	0.89420	1.00000
Rv2281	pitB	Putative phosphate-transport permease PitB 	31	10.9	21.0	0.94	459.8	882.26	422.4	0.07680	0.83524
Rv2282c	-	Probable transcription regulator (lysR family) 	15	43.1	16.5	-1.39	862.7	329.32	-533.4	0.14670	0.98049
Rv2283	-	hypothetical protein Rv2283 	6	47.5	10.9	-2.12	570.6	131.00	-439.6	0.17020	1.00000
Rv2284	lipM	Probable esterase LipM 	25	30.9	27.0	-0.19	1484.4	1296.95	-187.5	0.74140	1.00000
Rv2285	-	hypothetical protein Rv2285 	22	19.4	35.3	0.86	697.3	1269.32	572.0	0.03930	0.65126
Rv2286c	-	hypothetical protein Rv2286c 	8	28.6	30.2	0.08	400.7	423.02	22.3	0.93270	1.00000
Rv2287	yjcE	Probable conserved integral membrane transport protein YjcE 	27	29.9	31.5	0.08	1256.0	1323.44	67.4	0.85130	1.00000
Rv2288	-	hypothetical protein Rv2288 	11	54.2	34.9	-0.63	1083.6	698.94	-384.7	0.36930	1.00000
Rv2289	cdh	CDP-diacylglycerol pyrophosphatase 	19	40.7	33.7	-0.27	1139.8	944.43	-195.3	0.63080	1.00000
Rv2290	lppO	Probable conserved lipoprotein lppO 	13	11.4	33.0	1.54	250.4	726.90	476.5	0.02820	0.55320
Rv2291	sseB	Probable thiosulfate sulfurtransferase SseB 	15	13.0	31.9	1.30	337.5	830.40	492.9	0.06830	0.79567
Rv2292c	-	hypothetical protein Rv2292c 	5	73.0	39.6	-0.88	730.0	396.41	-333.5	0.36500	1.00000
Rv2293c	-	hypothetical protein Rv2293c 	21	30.7	32.7	0.09	1104.0	1175.88	71.9	0.87440	1.00000
Rv2294	-	Probable aminotransferase 	23	47.7	60.7	0.35	1810.9	2307.67	496.7	0.36020	1.00000
Rv2295	-	hypothetical protein Rv2295 	14	100.5	64.5	-0.64	2212.1	1418.09	-794.0	0.19630	1.00000
Rv2296	-	haloalkane dehalogenase 	15	27.5	25.9	-0.08	549.5	518.46	-31.1	0.93770	1.00000
Rv2297	-	hypothetical protein Rv2297 	10	47.8	28.1	-0.77	861.3	506.29	-355.0	0.38080	1.00000
Rv2298	-	hypothetical protein Rv2298 	13	24.1	24.4	0.02	530.7	537.46	6.8	0.99090	1.00000
Rv2299c	htpG	heat shock protein 90 	32	65.4	41.6	-0.65	3534.3	2246.87	-1287.4	0.24300	1.00000
Rv2300c	-	hypothetical protein Rv2300c 	17	68.3	64.2	-0.09	2049.8	1925.59	-124.2	0.86210	1.00000
Rv2301	cut2	PROBABLE CUTINASE CUT2 	18	69.0	63.1	-0.13	2347.7	2146.74	-200.9	0.77930	1.00000
Rv2302	-	hypothetical protein Rv2302 	2	42.6	23.1	-0.88	170.5	92.45	-78.1	0.51140	1.00000
Rv2303c	-	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN 	15	85.1	100.2	0.24	2212.8	2604.38	391.6	0.66800	1.00000
Rv2304c	-	hypothetical protein Rv2304c 	4	34.5	68.9	1.00	275.8	551.32	275.6	0.35710	1.00000
Rv2305	-	hypothetical protein Rv2305 	10	44.4	42.5	-0.06	711.1	680.78	-30.3	0.92430	1.00000
Rv2306A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	11	54.1	39.0	-0.47	1081.2	780.83	-300.4	0.38870	1.00000
Rv2306B	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	64.7	56.3	-0.20	776.0	675.58	-100.4	0.75610	1.00000
Rv2307A	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	2	19.6	21.6	0.14	78.5	86.49	8.0	0.88260	1.00000
Rv2307B	-	HYPOTHETICAL GLYCINE RICH PROTEIN 	16	99.5	78.0	-0.35	2387.1	1871.86	-515.2	0.47500	1.00000
Rv2307D	-	hypothetical protein Rv2307D 	4	29.0	15.6	-0.90	173.8	93.30	-80.5	0.53520	1.00000
Rv2307c	-	hypothetical protein Rv2307c 	25	72.6	55.1	-0.40	3337.4	2536.52	-800.9	0.36000	1.00000
Rv2308	-	hypothetical protein Rv2308 	12	52.5	52.7	0.01	1259.0	1265.80	6.8	0.99090	1.00000
Rv2309A	-	hypothetical protein Rv2309A 	3	36.6	42.2	0.21	219.5	253.46	34.0	0.93790	1.00000
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	15	23.4	32.0	0.45	609.4	832.69	223.3	0.47360	1.00000
Rv2310	-	POSSIBLE EXCISIONASE 	5	100.4	137.0	0.45	1004.0	1370.42	366.5	0.53580	1.00000
Rv2311	-	hypothetical protein Rv2311 	9	28.8	47.1	0.71	518.1	848.40	330.3	0.26770	1.00000
Rv2312	-	hypothetical protein Rv2312 	4	65.2	61.8	-0.08	521.8	494.36	-27.5	0.91400	1.00000
Rv2313c	-	hypothetical protein Rv2313c 	10	31.7	23.0	-0.46	507.0	367.32	-139.7	0.49910	1.00000
Rv2314c	-	hypothetical protein Rv2314c 	22	35.7	29.8	-0.26	1213.9	1012.36	-201.6	0.70170	1.00000
Rv2315c	-	hypothetical protein Rv2315c 	31	37.5	26.6	-0.50	1650.8	1168.76	-482.0	0.27140	1.00000
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	18	7.3	6.3	-0.20	131.3	114.11	-17.2	0.81590	1.00000
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	13	14.3	7.1	-1.01	257.3	127.40	-129.9	0.37430	1.00000
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	33	16.4	11.6	-0.49	687.0	488.30	-198.7	0.45750	1.00000
Rv2319c	-	hypothetical protein Rv2319c 	18	36.6	27.9	-0.39	1172.4	894.10	-278.3	0.49610	1.00000
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	27	31.5	23.3	-0.44	1321.3	977.24	-344.1	0.52430	1.00000
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	8	8.4	17.0	1.02	67.0	136.08	69.1	0.46850	1.00000
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	14	13.6	33.4	1.30	326.3	801.42	475.1	0.10460	0.88988
Rv2323c	-	hypothetical protein Rv2323c 	19	36.0	50.3	0.49	862.9	1208.11	345.3	0.39360	1.00000
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	6	36.5	34.6	-0.08	438.1	414.72	-23.4	0.92220	1.00000
Rv2325c	-	hypothetical protein Rv2325c 	9	8.7	31.3	1.85	121.7	438.77	317.0	0.03180	0.58655
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	26	24.9	49.3	0.98	1144.7	2265.51	1120.8	0.05230	0.74656
Rv2327	-	hypothetical protein Rv2327 	10	29.7	50.4	0.76	594.3	1008.74	414.5	0.28670	1.00000
Rv2328	PE23	PE FAMILY PROTEIN 	22	23.8	25.8	0.12	950.8	1031.72	80.9	0.80540	1.00000
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	32	28.6	42.8	0.58	1656.1	2479.95	823.9	0.11260	0.90972
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	11	43.5	45.1	0.05	870.4	901.05	30.6	0.92860	1.00000
Rv2331	-	hypothetical protein Rv2331 	4	22.4	20.4	-0.13	179.2	163.41	-15.8	0.92370	1.00000
Rv2331A	-	hypothetical protein Rv2331A 	4	51.3	36.0	-0.51	307.7	216.06	-91.7	0.54530	1.00000
Rv2332	mez	PROBABLE 	25	22.3	43.7	0.97	892.4	1747.02	854.6	0.05840	0.77275
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	26	69.4	93.0	0.42	3332.1	4463.20	1131.1	0.22100	1.00000
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	13	10.0	23.0	1.20	180.7	414.03	233.3	0.22740	1.00000
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	17	29.9	30.4	0.02	838.5	850.44	12.0	0.97410	1.00000
Rv2336	-	hypothetical protein Rv2336 	21	28.9	33.3	0.21	750.2	866.19	116.0	0.83440	1.00000
Rv2337c	-	hypothetical protein Rv2337c 	33	19.4	20.8	0.10	1049.9	1123.64	73.8	0.84590	1.00000
Rv2338c	moeW	hypothetical protein Rv2338c 	24	45.2	37.9	-0.25	1264.5	1061.17	-203.3	0.66880	1.00000
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	73	47.1	42.8	-0.14	4429.9	4025.12	-404.8	0.69980	1.00000
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	18	84.7	105.2	0.31	2540.3	3157.07	616.8	0.42810	1.00000
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	9	7.4	39.8	2.43	103.2	557.22	454.0	0.01300	0.36528
Rv2342	-	hypothetical protein Rv2342 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2343c	dnaG	DNA primase 	27	24.0	21.3	-0.17	527.4	469.34	-58.0	0.75490	1.00000
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	31	32.1	52.2	0.70	1795.9	2922.61	1126.8	0.12460	0.94330
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	29	54.6	75.2	0.46	3059.6	4208.75	1149.1	0.16620	1.00000
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	8	58.3	118.9	1.03	932.6	1901.61	969.0	0.11350	0.90972
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	5	33.1	71.8	1.11	331.4	717.51	386.1	0.24210	1.00000
Rv2348c	-	hypothetical protein Rv2348c 	3	72.3	69.3	-0.06	433.8	415.77	-18.0	0.89490	1.00000
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	29	56.4	84.0	0.58	3156.2	4703.68	1547.5	0.12200	0.93582
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	25	42.7	46.2	0.11	1879.4	2033.50	154.1	0.78610	1.00000
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	37	86.4	98.7	0.19	4666.1	5330.10	664.0	0.79880	1.00000
Rv2352c	PPE38	PPE FAMILY PROTEIN 	28	82.5	93.5	0.18	2641.6	2992.28	350.7	0.76040	1.00000
Rv2353c	PPE39	PPE FAMILY PROTEIN 	20	50.5	48.4	-0.06	1514.0	1452.98	-61.0	0.88760	1.00000
Rv2354	-	PROBABLE TRANSPOSASE 	6	71.1	59.3	-0.26	852.9	711.17	-141.7	0.75070	1.00000
Rv2355	-	PROBABLE TRANSPOSASE 	22	83.1	87.3	0.07	3490.9	3665.34	174.4	0.90040	1.00000
Rv2356c	PPE40	PPE FAMILY PROTEIN 	33	37.6	65.5	0.80	1653.2	2881.76	1228.5	0.12220	0.93582
Rv2357c	glyS	glycyl-tRNA synthetase 	28	35.0	41.5	0.25	839.7	995.62	155.9	0.65870	1.00000
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	5	29.9	70.6	1.24	238.8	564.62	325.8	0.19230	1.00000
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	7	37.5	66.5	0.83	375.4	665.06	289.7	0.44170	1.00000
Rv2360c	-	hypothetical protein Rv2360c 	7	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	14	34.6	10.2	-1.76	415.2	122.68	-292.5	0.08830	0.85722
Rv2362c	recO	DNA repair protein RecO 	14	46.5	24.8	-0.91	930.0	496.33	-433.6	0.26760	1.00000
Rv2363	amiA2	amidase 	20	23.6	18.9	-0.32	424.2	340.39	-83.8	0.76640	1.00000
Rv2364c	era	GTP-binding protein Era 	10	5.9	8.4	0.50	71.3	100.91	29.6	0.62010	1.00000
Rv2365c	-	hypothetical protein Rv2365c 	6	11.8	10.3	-0.20	118.5	103.35	-15.1	0.85430	1.00000
Rv2366c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	21	43.0	46.4	0.11	1462.8	1578.68	115.9	0.88430	1.00000
Rv2367c	-	hypothetical protein Rv2367c 	12	70.4	90.5	0.36	1548.8	1991.24	442.5	0.48620	1.00000
Rv2368c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	16	56.9	73.8	0.38	1592.8	2067.36	474.6	0.42850	1.00000
Rv2369c	-	hypothetical protein Rv2369c 	2	48.6	0.0	-5.63	97.1	0.00	-97.1	1.00000	1.00000
Rv2370c	-	hypothetical protein Rv2370c 	20	20.6	21.8	0.08	701.9	740.95	39.0	0.88510	1.00000
Rv2371	PE_PGRS40	PE-PGRS FAMILY PROTEIN 	0	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv2372c	-	hypothetical protein Rv2372c 	6	51.7	11.4	-2.18	413.4	90.97	-322.5	0.23740	1.00000
Rv2373c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2 	27	74.5	35.2	-1.08	2533.4	1195.67	-1337.7	0.02860	0.55320
Rv2374c	hrcA	heat-inducible transcription repressor 	20	58.3	79.0	0.44	2332.0	3161.75	829.8	0.37260	1.00000
Rv2375	-	hypothetical protein Rv2375 	3	123.9	79.8	-0.63	743.2	479.00	-264.2	0.20570	1.00000
Rv2376c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2) 	4	2.4	22.5	3.24	14.2	134.80	120.6	0.09870	0.87903
