#Resampling
#GUI with: norm=TTR, samples=10000, pseudocounts=0.00, adaptive=False, histogram=False, includeZeros=False, output=/pacific/home/mdejesus/TRASH/Subbu/resampling_H37Rv_Rv0307c_day0_s10000_pc0.00.dat
#Control Data: /pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep2.wig
#Experimental Data: /pacific/home/mdejesus/TRASH/Subbu/Rv0307c_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/Rv0307c_day0_rep2.wig
#Annotation path: /pacific/home/mdejesus/TRASH/Subbu/H37Rv.prot_table
#Time: 1012.51782894
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv1930c	-	hypothetical protein Rv1930c 	5	11.3	0.0	45.0	0.0	-45.05	-3.62	0.02730	0.13646
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	19.5	7.4	155.9	59.3	-96.54	-1.39	0.20630	0.51640
Rv1932	tpx	thiol peroxidase 	8	17.4	27.2	243.3	380.5	137.21	0.65	0.51050	0.76661
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	25.0	131.2	350.3	1836.6	1486.30	2.39	0.18050	0.47412
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	12.6	9.5	226.4	170.6	-55.83	-0.41	0.63480	0.89185
Rv1935c	echA13	enoyl-CoA hydratase 	10	26.3	36.7	368.1	513.7	145.57	0.48	0.59110	0.84899
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	17.5	21.4	385.7	470.7	85.09	0.29	0.73510	0.97360
Rv1937	-	POSSIBLE OXYGENASE 	48	17.7	31.0	884.0	1550.3	666.28	0.81	0.10640	0.33774
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	26.2	0.8	367.4	10.5	-356.82	-5.12	0.00000	0.00000
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	0.0	0.6	0.0	3.9	3.86	0.72	0.02440	0.12827
Rv1940	ribA1	Probable Riboflavin biosynthesis protein ribA1 (GTP cyclohydrolase II) 	9	13.5	24.8	135.4	248.4	113.07	0.88	0.31990	0.66055
Rv1941	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	4	16.3	1.8	65.3	7.2	-58.18	-3.19	0.02910	0.13707
Rv1942c	-	hypothetical protein Rv1942c 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1943c	-	hypothetical protein Rv1943c 	10	55.7	0.0	334.1	0.0	-334.08	-5.82	0.00150	0.01446
Rv1944c	-	hypothetical protein Rv1944c 	8	30.9	11.5	432.0	161.7	-270.30	-1.42	0.14020	0.40273
Rv1945	-	hypothetical protein Rv1945 	21	13.4	177.3	268.7	3546.7	3277.94	3.72	0.00070	0.00793
Rv1946c	lppG	POSSIBLE LIPOPROTEIN 	7	14.1	9.4	141.0	94.3	-46.69	-0.58	0.49420	0.75508
Rv1947	-	hypothetical protein Rv1947 	5	13.7	12.0	137.4	119.8	-17.59	-0.20	0.82630	1.00000
Rv1948c	-	hypothetical protein Rv1948c 	17	16.1	0.3	256.9	4.2	-252.76	-5.95	0.00060	0.00706
Rv1949c	-	hypothetical protein Rv1949c 	21	20.4	45.1	570.6	1262.2	691.54	1.15	0.07880	0.27637
Rv1950c	-	hypothetical protein Rv1950c 	6	22.0	3.5	263.9	42.2	-221.72	-2.65	0.01130	0.07296
Rv1951c	-	hypothetical protein Rv1951c 	5	15.1	74.0	120.9	592.1	471.21	2.29	0.04680	0.19330
Rv1952	-	hypothetical protein Rv1952 	2	0.5	14.5	2.0	58.0	55.96	4.86	0.42600	0.74036
Rv1953	-	hypothetical protein Rv1953 	12	33.1	108.9	331.3	1089.3	757.93	1.72	0.01090	0.07072
Rv1954c	-	hypothetical protein Rv1954c 	11	38.9	58.4	545.3	817.0	271.69	0.58	0.48060	0.75282
Rv1955	-	hypothetical protein Rv1955 	9	36.0	61.7	431.9	740.4	308.55	0.78	0.44960	0.75075
Rv1956	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	43.1	143.1	517.6	1717.0	1199.42	1.73	0.10320	0.33074
Rv1957	-	hypothetical protein Rv1957 	13	6.1	22.6	97.2	361.1	263.90	1.89	0.00800	0.05551
Rv1958c	-	hypothetical protein Rv1958c 	11	58.2	91.2	698.7	1094.7	396.03	0.65	0.49140	0.75469
Rv1959c	-	hypothetical protein Rv1959c 	7	39.1	296.1	234.7	1776.4	1541.72	2.92	0.08560	0.29018
Rv1960c	-	hypothetical protein Rv1960c 	4	30.4	45.4	121.6	181.4	59.81	0.58	0.63680	0.89305
Rv1961	-	hypothetical protein Rv1961 	10	16.6	30.1	265.3	481.4	216.12	0.86	0.34500	0.66423
Rv1962c	-	hypothetical protein Rv1962c 	14	16.9	1.2	337.0	23.2	-313.80	-3.86	0.00000	0.00000
Rv1963c	mce3R	PROBABLE TRANSCRIPTIONAL REPRESSOR (PROBABLY TETR-FAMILY) MCE3R 	18	7.0	2.7	125.2	48.9	-76.36	-1.36	0.03860	0.16596
Rv1964	yrbE3A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3A 	7	59.3	24.0	711.7	288.5	-423.17	-1.30	0.03570	0.15688
Rv1965	yrbE3B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE3B 	15	24.9	58.5	498.3	1170.2	671.91	1.23	0.06920	0.25192
Rv1966	mce3A	MCE-FAMILY PROTEIN MCE3A 	15	19.5	87.2	507.2	2266.4	1759.21	2.16	0.36540	0.68803
Rv1967	mce3B	MCE-FAMILY PROTEIN MCE3B 	13	31.5	52.1	756.3	1249.9	493.66	0.72	0.34020	0.66055
Rv1968	mce3C	MCE-FAMILY PROTEIN MCE3C 	12	12.4	5.9	123.8	59.1	-64.73	-1.07	0.21660	0.53480
Rv1969	mce3D	MCE-FAMILY PROTEIN MCE3D 	13	13.2	35.2	264.8	704.7	439.86	1.41	0.17550	0.46590
Rv1970	lprM	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRM (MCE-FAMILY LIPOPROTEIN MCE3E) 	10	6.7	181.5	26.8	726.2	699.36	4.76	0.42930	0.74036
Rv1971	mce3F	MCE-FAMILY PROTEIN MCE3F 	20	26.6	23.9	956.4	859.6	-96.80	-0.15	0.77860	1.00000
Rv1972	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	5	10.7	54.6	85.6	436.6	350.97	2.35	0.07400	0.26386
Rv1973	-	POSSIBLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 	4	6.6	82.3	39.7	493.7	453.94	3.63	0.45130	0.75091
Rv1974	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	31.6	0.2	315.7	1.7	-313.97	-7.55	0.00030	0.00389
Rv1975	-	hypothetical protein Rv1975 	13	33.0	33.1	527.4	529.9	2.54	0.01	0.99280	1.00000
Rv1976c	-	hypothetical protein Rv1976c 	3	23.0	92.8	138.1	556.7	418.57	2.01	0.45780	0.75232
Rv1977	-	hypothetical protein Rv1977 	13	32.8	32.1	851.7	834.3	-17.32	-0.03	0.96650	1.00000
Rv1978	-	hypothetical protein Rv1978 	14	41.9	36.6	1004.5	879.0	-125.46	-0.19	0.80050	1.00000
Rv1979c	-	POSSIBLE CONSERVED PERMEASE 	38	37.2	59.1	2382.3	3785.3	1402.96	0.67	0.20940	0.52187
Rv1980c	mpt64	IMMUNOGENIC PROTEIN MPT64 (ANTIGEN MPT64/MPB64) 	19	42.8	78.9	1369.7	2526.3	1156.61	0.88	0.20700	0.51750
Rv1981c	nrdF	ribonucleotide-diphosphate reductase subunit beta 	24	76.2	183.8	3201.8	7720.3	4518.49	1.27	0.06100	0.22999
Rv1982c	-	hypothetical protein Rv1982c 	5	25.1	32.6	200.5	260.7	60.11	0.38	0.55770	0.81570
Rv1983	PE_PGRS35	PE-PGRS FAMILY PROTEIN 	34	51.9	70.4	2909.0	3943.2	1034.16	0.44	0.48000	0.75282
Rv1984c	cfp21	PROBABLE CUTINASE PRECURSOR CFP21 	13	23.0	35.4	505.4	779.3	273.86	0.62	0.37530	0.69974
Rv1985c	-	chromosome replication initiation inhibitor protein 	14	19.8	15.1	396.8	301.2	-95.58	-0.40	0.44690	0.74984
Rv1986	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	14.4	0.4	144.3	4.4	-139.95	-5.04	0.00000	0.00000
Rv1987	-	POSSIBLE CHITINASE 	9	62.8	22.2	1004.1	355.4	-648.66	-1.50	0.00560	0.04200
Rv1988	-	PROBABLE METHYLTRANSFERASE 	6	35.1	0.2	280.5	1.9	-278.58	-7.18	0.00010	0.00156
Rv1989c	-	hypothetical protein Rv1989c 	11	42.1	92.6	757.5	1666.5	909.04	1.14	0.40230	0.72600
Rv1990A	-	POSSIBLE DEHYDROGENASE (FRAGMENT) 	4	65.3	22.2	261.2	88.8	-172.46	-1.56	0.05520	0.21807
Rv1990c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1991c	-	hypothetical protein Rv1991c 	6	58.8	64.2	705.8	770.0	64.23	0.13	0.82030	1.00000
Rv1992c	ctpG	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE G CTPG 	34	21.3	20.7	1276.3	1239.4	-36.85	-0.04	0.92480	1.00000
Rv1993c	-	hypothetical protein Rv1993c 	5	22.4	36.5	179.2	292.4	113.11	0.71	0.47530	0.75282
Rv1994c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	20.9	23.2	292.2	325.3	33.07	0.15	0.83930	1.00000
Rv1995	-	hypothetical protein Rv1995 	8	58.7	21.6	704.6	259.4	-445.19	-1.44	0.12450	0.37378
Rv1996	-	hypothetical protein Rv1996 	13	25.0	96.8	499.4	1935.7	1436.38	1.95	0.07840	0.27537
Rv1997	ctpF	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE A CTPF 	29	19.1	33.5	804.1	1408.8	604.71	0.81	0.30370	0.66055
Rv1998c	-	hypothetical protein Rv1998c 	19	12.5	2.2	125.1	21.5	-103.56	-2.54	0.00490	0.03760
Rv1999c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	26	23.2	29.6	927.4	1185.9	258.52	0.35	0.55740	0.81556
Rv2000	-	hypothetical protein Rv2000 	35	20.5	39.5	1147.8	2213.6	1065.87	0.95	0.04460	0.18693
Rv2001	-	hypothetical protein Rv2001 	15	29.0	78.6	406.1	1099.8	693.71	1.44	0.20310	0.51160
Rv2002	fabG3	POSSIBLE 20-BETA-HYDROXYSTEROID DEHYDROGENASE FABG3 (Cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase) 	10	9.5	1.6	114.2	19.3	-94.94	-2.57	0.00040	0.00496
Rv2003c	-	hypothetical protein Rv2003c 	13	8.3	24.1	116.7	337.5	220.86	1.53	0.47410	0.75282
Rv2004c	-	hypothetical protein Rv2004c 	25	14.6	0.1	320.8	2.8	-318.00	-6.85	0.00000	0.00000
Rv2005c	-	hypothetical protein Rv2005c 	13	24.3	2.3	242.7	22.6	-220.07	-3.42	0.00230	0.01974
Rv2006	otsB1	PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 (TREHALOSE-PHOSPHATASE) (TPP) 	82	24.3	23.5	1457.4	1411.9	-45.51	-0.05	0.93420	1.00000
Rv2007c	fdxA	PROBABLE FERREDOXIN FDXA 	8	26.3	21.9	263.0	218.8	-44.12	-0.26	0.72260	0.96570
Rv2008c	-	hypothetical protein Rv2008c 	29	17.2	39.2	412.9	941.0	528.09	1.19	0.48450	0.75329
Rv2009	-	hypothetical protein Rv2009 	4	48.5	0.8	97.0	1.7	-95.33	-5.85	0.33330	0.66055
Rv2010	-	hypothetical protein Rv2010 	7	12.3	23.1	122.7	230.9	108.19	0.91	0.47560	0.75282
Rv2011c	-	hypothetical protein Rv2011c 	6	29.1	18.9	232.8	151.5	-81.36	-0.62	0.55730	0.81556
Rv2012	-	hypothetical protein Rv2012 	11	23.3	96.6	372.9	1545.7	1172.83	2.05	0.09630	0.31598
Rv2013	-	POSSIBLE TRANSPOSASE 	3	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2014	-	POSSIBLE TRANSPOSASE 	4	10.6	0.1	42.4	0.5	-41.89	-6.29	0.43570	0.74183
Rv2015c	-	hypothetical protein Rv2015c 	11	20.7	22.7	330.8	363.3	32.56	0.14	0.85470	1.00000
Rv2016	-	hypothetical protein Rv2016 	7	8.4	12.2	84.2	121.8	37.67	0.53	0.64720	0.90256
Rv2017	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2018	-	hypothetical protein Rv2018 	14	2.6	1.2	20.6	9.4	-11.21	-1.13	0.32460	0.66055
Rv2019	-	hypothetical protein Rv2019 	6	55.5	215.3	665.6	2583.9	1918.32	1.96	0.23590	0.56838
Rv2020c	-	hypothetical protein Rv2020c 	4	54.3	0.7	325.7	4.2	-321.56	-6.29	0.00270	0.02263
Rv2021c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	11.4	206.6	91.1	1652.8	1561.72	4.18	0.03720	0.16133
Rv2022c	-	hypothetical protein Rv2022c 	13	53.5	42.2	1176.9	928.8	-248.07	-0.34	0.67270	0.92141
Rv2023c	-	hypothetical protein Rv2023c 	2	8.3	0.8	33.3	3.3	-29.97	-3.33	0.02920	0.13707
Rv2024c	-	hypothetical protein Rv2024c 	15	43.7	67.0	1048.8	1608.0	559.22	0.62	0.42270	0.74036
Rv2025c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	11	31.6	39.6	504.9	634.1	129.20	0.33	0.57560	0.83211
Rv2026c	-	hypothetical protein Rv2026c 	11	2.6	49.3	15.7	295.6	279.94	4.24	0.45620	0.75232
Rv2027c	-	Probable histidine kinase response regulator 	15	43.2	62.3	1123.7	1620.0	496.33	0.53	0.50790	0.76444
Rv2028c	-	hypothetical protein Rv2028c 	13	15.1	21.3	150.7	213.2	62.56	0.50	0.47240	0.75282
Rv2029c	pfkB	Probable phosphofructokinase PfkB (PHOSPHOHEXOKINASE) 	11	26.5	17.4	318.5	208.4	-110.05	-0.61	0.53700	0.79386
Rv2030c	-	hypothetical protein Rv2030c 	34	7.7	37.3	247.9	1195.1	947.23	2.27	0.04060	0.17270
Rv2031c	hspX	HEAT SHOCK PROTEIN HSPX (ALPHA-CRSTALLIN HOMOLOG) (14 kDa ANTIGEN) (HSP16.3) 	8	22.1	0.3	132.6	1.6	-130.98	-6.35	0.06090	0.22999
Rv2032	acg	Conserved hypothetical protein Acg 	18	15.9	2.0	317.3	39.2	-278.10	-3.02	0.00840	0.05759
Rv2033c	-	hypothetical protein Rv2033c 	11	23.7	1.3	237.4	12.7	-224.72	-4.23	0.00100	0.01070
Rv2034	-	Probable ArsR-type repressor protein 	3	18.0	1.5	36.0	3.0	-33.04	-3.58	0.33570	0.66055
Rv2035	-	hypothetical protein Rv2035 	12	12.1	19.9	241.1	398.2	157.02	0.72	0.49550	0.75590
Rv2036	-	hypothetical protein Rv2036 	9	3.6	0.0	14.2	0.0	-14.22	-2.19	0.13730	0.39813
Rv2037c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	16	1.7	4.7	17.0	47.0	30.01	1.47	0.47200	0.75282
Rv2038c	-	Probable sugar-transport ATP-binding protein ABC transporter 	17	17.4	22.7	243.4	317.7	74.36	0.38	0.64960	0.90436
Rv2039c	-	Probable sugar-transport integral membrane protein ABC transporter 	16	38.4	0.2	383.9	1.6	-382.25	-7.88	0.00070	0.00793
Rv2040c	-	Probable sugar-transport integral membrane protein ABC transporter 	18	30.3	30.2	606.2	604.3	-1.93	-0.00	0.99510	1.00000
Rv2041c	-	Probable sugar-binding lipoprotein 	25	13.6	28.0	435.0	894.4	459.48	1.04	0.21520	0.53200
Rv2042c	-	hypothetical protein Rv2042c 	15	5.6	17.6	100.8	316.9	216.13	1.65	0.10580	0.33664
Rv2043c	pncA	PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase) 	12	28.1	59.8	393.9	837.1	443.20	1.09	0.47710	0.75282
Rv2044c	-	hypothetical protein Rv2044c 	7	42.5	150.5	425.5	1505.1	1079.68	1.82	0.03460	0.15271
Rv2045c	lipT	Probable carboxylesterase LipT 	29	29.9	20.2	1195.5	809.8	-385.73	-0.56	0.39800	0.72248
Rv2046	lppI	Probable lipoprotein lppI 	10	38.2	3.3	688.0	59.5	-628.44	-3.53	0.00080	0.00884
Rv2047c	-	hypothetical protein Rv2047c 	32	10.2	9.6	286.7	269.4	-17.25	-0.09	0.87980	1.00000
Rv2048c	pks12	Probable polyketide synthase pks12 	147	12.0	13.6	1415.1	1609.6	194.52	0.19	0.60140	0.85761
Rv2049c	-	hypothetical protein Rv2049c 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2050	-	hypothetical protein Rv2050 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2051c	ppm1	Polyprenol-monophosphomannose synthase Ppm1 	33	10.6	5.3	297.9	148.9	-148.93	-1.00	0.08490	0.28864
Rv2052c	-	hypothetical protein Rv2052c 	21	21.9	20.8	525.2	498.6	-26.57	-0.07	0.90410	1.00000
Rv2053c	fxsA	FxsA 	4	45.1	36.4	360.5	291.6	-68.97	-0.31	0.63700	0.89305
Rv2054	-	hypothetical protein Rv2054 	16	34.0	158.8	883.2	4127.8	3244.59	2.22	0.09160	0.30356
Rv2055c	rpsR	30S ribosomal protein S18 	3	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2056c	rpsN	30S ribosomal protein S14 	3	28.4	0.0	56.8	0.0	-56.80	-4.88	0.33170	0.66055
Rv2057c	rpmG	50S ribosomal protein L33 	4	47.9	27.8	383.5	222.7	-160.75	-0.78	0.29450	0.65499
Rv2058c	rpmB	50S ribosomal protein L28 	5	155.6	53.1	1244.9	424.5	-820.36	-1.55	0.01000	0.06606
Rv2059	-	hypothetical protein Rv2059 	20	26.3	93.3	789.7	2799.2	2009.52	1.83	0.02020	0.11225
Rv2060	-	Possible conserved integral membrane protein 	3	49.5	0.1	198.0	0.5	-197.47	-8.51	0.03140	0.14157
Rv2061c	-	hypothetical protein Rv2061c 	6	13.5	0.5	81.3	2.8	-78.49	-4.87	0.07010	0.25427
Rv2062c	cobN	cobaltochelatase 	50	15.3	81.3	734.9	3902.4	3167.53	2.41	0.42150	0.74036
Rv2063	-	hypothetical protein Rv2063 	3	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2064	cobG	Possible cobalamin biosynthesis protein CobG 	9	3.8	0.0	15.1	0.0	-15.15	-2.26	0.14630	0.41022
Rv2065	cobH	precorrin-8X methylmutase 	8	19.3	6.7	231.3	80.0	-151.25	-1.53	0.04830	0.19868
Rv2066	cobI	Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase 	22	26.6	45.1	798.2	1353.1	554.90	0.76	0.19600	0.50092
Rv2067c	-	hypothetical protein Rv2067c 	34	34.4	10.2	1169.5	348.4	-821.06	-1.75	0.01540	0.09171
Rv2068c	blaC	CLASS A BETA-LACTAMASE BLAC 	14	50.1	82.5	1401.8	2309.3	907.44	0.72	0.32290	0.66055
Rv2069	sigC	RNA polymerase sigma factor SigC 	8	42.7	44.9	512.3	539.0	26.71	0.07	0.91290	1.00000
Rv2070c	cobK	cobalt-precorrin-6x reductase 	16	11.7	0.1	117.3	0.5	-116.77	-7.76	0.00030	0.00389
Rv2071c	cobM	Probable precorrin-4 C11-methyltransferase CobM 	17	33.9	57.6	746.1	1266.7	520.67	0.76	0.48940	0.75384
Rv2072c	cobL	Probable precorrin-6y methyltransferase CobL 	13	7.9	13.8	110.3	192.6	82.27	0.80	0.48680	0.75384
Rv2073c	-	Probable shortchain dehydrogenase 	10	29.0	17.5	463.9	280.1	-183.78	-0.73	0.46980	0.75282
Rv2074	-	hypothetical protein Rv2074 	6	16.8	15.9	100.9	95.3	-5.52	-0.08	0.93870	1.00000
Rv2075c	-	Possible hypothetical exported or envelope protein 	26	44.1	122.9	1852.4	5160.4	3308.04	1.48	0.30180	0.66055
Rv2076c	-	hypothetical protein Rv2076c 	5	33.1	0.2	330.9	2.2	-328.70	-7.21	0.00000	0.00000
Rv2077A	-	hypothetical protein Rv2077A 	7	58.9	0.2	353.3	1.4	-351.91	-7.99	0.00190	0.01715
Rv2077c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	19	36.3	34.0	1161.1	1089.3	-71.81	-0.09	0.83690	1.00000
Rv2078	-	hypothetical protein Rv2078 	3	29.2	0.0	175.4	0.0	-175.41	-4.92	0.00020	0.00280
Rv2079	-	hypothetical protein Rv2079 	34	23.1	39.7	784.6	1351.4	566.78	0.78	0.35590	0.67718
Rv2080	lppJ	Possible lipoprotein lppJ 	10	33.9	93.8	610.6	1688.0	1077.35	1.47	0.11300	0.35087
Rv2081c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	7	11.7	30.9	164.3	432.3	267.94	1.40	0.15380	0.42468
Rv2082	-	hypothetical protein Rv2082 	38	36.8	69.3	1987.3	3740.1	1752.74	0.91	0.22960	0.55758
Rv2083	-	hypothetical protein Rv2083 	6	10.4	42.1	103.6	420.6	316.97	2.02	0.27920	0.63753
Rv2084	-	hypothetical protein Rv2084 	25	22.5	139.8	763.9	4752.5	3988.56	2.64	0.07320	0.26218
Rv2085	-	hypothetical protein Rv2085 	3	3.2	0.0	6.5	0.0	-6.46	-2.08	0.33470	0.66055
Rv2086	-	hypothetical protein Rv2086 	11	16.0	13.4	160.2	133.5	-26.70	-0.26	0.78560	1.00000
Rv2087	-	hypothetical protein Rv2087 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2088	pknJ	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J) 	30	8.8	22.4	299.0	760.6	461.54	1.35	0.15640	0.42948
Rv2089c	pepE	Probable dipeptidase PepE 	21	9.6	33.3	172.0	599.8	427.81	1.80	0.45210	0.75099
Rv2090	-	Probable 5'-3' exonuclease 	16	16.0	45.0	416.0	1169.8	753.76	1.49	0.17180	0.46006
Rv2091c	-	Probable membrane protein 	19	8.3	3.0	231.7	83.3	-148.34	-1.48	0.00200	0.01789
Rv2092c	helY	PROBABLE ATP-DEPENDENT DNA HELICASE HELY 	40	21.5	175.5	1249.1	10177.0	8927.85	3.03	0.00000	0.00000
Rv2093c	tatC	Probable Sec-independent protein translocase transmembrane protein tatC 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2094c	tatA	twin argininte translocase protein A 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2095c	-	hypothetical protein Rv2095c 	15	19.4	26.6	427.4	586.1	158.67	0.46	0.44820	0.75034
Rv2096c	-	hypothetical protein Rv2096c 	15	21.1	16.5	421.0	330.3	-90.69	-0.35	0.47250	0.75282
Rv2097c	-	hypothetical protein Rv2097c 	21	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2100	-	hypothetical protein Rv2100 	19	31.6	41.9	949.2	1258.2	309.02	0.41	0.46270	0.75282
Rv2101	helZ	PROBABLE HELICASE HELZ 	28	52.8	34.1	2005.0	1295.0	-710.08	-0.63	0.10980	0.34496
Rv2102	-	hypothetical protein Rv2102 	12	27.3	102.7	436.5	1643.9	1207.47	1.91	0.00050	0.00606
Rv2103c	-	hypothetical protein Rv2103c 	5	45.0	3.8	180.2	15.2	-164.93	-3.56	0.01950	0.10882
Rv2104c	-	hypothetical protein Rv2104c 	1	7.0	0.0	14.0	0.0	-13.99	-3.00	0.33390	0.66055
Rv2105	-	PROBABLE TRANSPOSASE 	4	32.2	29.1	257.4	232.8	-24.60	-0.14	0.80530	1.00000
Rv2106	-	PROBABLE TRANSPOSASE 	25	26.4	27.1	1212.1	1244.8	32.66	0.04	0.93390	1.00000
Rv2107	PE22	PE FAMILY PROTEIN 	9	11.0	75.4	131.8	905.0	773.20	2.78	0.11220	0.35002
Rv2108	PPE36	PPE FAMILY PROTEIN 	21	34.8	27.8	1252.0	999.1	-252.86	-0.33	0.59310	0.85123
Rv2109c	prcA	proteasome (alpha subunit) PrcA 	18	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2110c	prcB	proteasome (beta subunit) PrcB 	18	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2111c	-	hypothetical protein Rv2111c 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2112c	-	hypothetical protein Rv2112c 	32	8.5	0.0	51.1	0.0	-51.12	-3.25	0.06200	0.23185
Rv2113	-	Probable integral membrane protein 	11	72.6	77.3	1451.2	1546.2	94.98	0.09	0.85300	1.00000
Rv2114	-	hypothetical protein Rv2114 	14	40.6	21.4	893.5	470.9	-422.63	-0.92	0.11430	0.35381
Rv2115c	-	Probable ATPase 	29	0.4	0.1	5.1	0.8	-4.23	-2.59	0.05770	0.22549
Rv2116	lppK	Probable conserved lipoprotein lppK 	6	16.8	0.7	168.4	6.9	-161.55	-4.62	0.01980	0.11034
Rv2117	-	hypothetical protein Rv2117 	2	0.0	0.3	0.0	0.5	0.54	0.35	1.00000	1.00000
Rv2118c	-	POSSIBLE RNA METHYLTRANSFERASE 	14	20.8	13.0	456.8	285.2	-171.53	-0.68	0.20300	0.51160
Rv2119	-	hypothetical protein Rv2119 	20	28.3	43.0	906.4	1375.2	468.84	0.60	0.51000	0.76644
Rv2120c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	6.4	38.0	25.6	152.0	126.37	2.57	0.11280	0.35080
Rv2121c	hisG	ATP phosphoribosyltransferase 	9	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2122c	hisE	phosphoribosyl-ATP pyrophosphatase 	3	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv2123	PPE37	PPE FAMILY PROTEIN 	22	20.7	59.0	496.3	1415.7	919.45	1.51	0.18190	0.47592
Rv2124c	metH	Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS) 	44	22.3	63.9	1202.7	3453.3	2250.60	1.52	0.12470	0.37410
Rv2125	-	hypothetical protein Rv2125 	10	21.9	18.1	306.7	252.8	-53.94	-0.28	0.72510	0.96599
Rv2126c	PE_PGRS37	PE-PGRS FAMILY PROTEIN 	6	22.6	12.7	90.2	50.9	-39.33	-0.83	0.40340	0.72658
Rv2127	ansP1	Probable L-asparagine permease ansP1 	26	34.6	49.1	1523.0	2161.7	638.65	0.51	0.34900	0.66851
Rv2128	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	6	11.9	41.8	47.4	167.3	119.83	1.82	0.02700	0.13646
Rv2129c	-	short chain dehydrogenase 	13	8.1	101.9	161.7	2038.7	1877.03	3.66	0.02150	0.11656
Rv2130c	cysS	cysteinyl-tRNA synthetase 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
