#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3811_TTR.dat', mode 'w' at 0x2f1fc00> expList=['delta_Rv3811_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3811_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	1.1321
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv1729c	-	hypothetical protein Rv1729c 	22	12	829.0	747.2	-81.8	-0.15	0.84900	1.00000
Rv1730c	-	POSSIBLE PENICILLIN-BINDING PROTEIN 	30	17	865.0	545.7	-319.3	-0.66	0.38510	1.00000
Rv1731	gabD2	succinic semialdehyde dehydrogenase 	25	23	1378.0	1624.6	246.6	0.24	0.58510	1.00000
Rv1732c	-	hypothetical protein Rv1732c 	8	8	269.0	474.4	205.4	0.82	0.27670	1.00000
Rv1733c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	5	5	87.0	360.0	273.0	2.05	0.00750	0.34006
Rv1734c	-	hypothetical protein Rv1734c 	3	3	78.0	255.9	177.9	1.71	0.40130	1.00000
Rv1735c	-	HYPOTHETICAL MEMBRANE PROTEIN 	7	7	513.0	371.3	-141.7	-0.47	0.51680	1.00000
Rv1736c	narX	PROBABLE NITRATE REDUCTASE NARX 	42	37	3363.0	4557.9	1194.9	0.44	0.17800	1.00000
Rv1737c	narK2	POSSIBLE NITRATE/NITRITE TRANSPORTER NARK2 	15	14	1658.0	1467.2	-190.8	-0.18	0.83540	1.00000
Rv1738	-	hypothetical protein Rv1738 	3	3	466.0	703.0	237.0	0.59	0.70100	1.00000
Rv1739c	-	PROBABLE SULPHATE-TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	41	39	2500.0	3813.0	1313.0	0.61	0.15200	1.00000
Rv1740	-	hypothetical protein Rv1740 	4	4	251.0	347.6	96.6	0.47	0.80510	1.00000
Rv1741	-	hypothetical protein Rv1741 	7	7	1045.0	1458.2	413.2	0.48	0.37670	1.00000
Rv1742	-	hypothetical protein Rv1742 	13	12	993.0	1868.0	875.0	0.91	0.13050	1.00000
Rv1743	pknE	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE E PKNE (PROTEIN KINASE E) (STPK E) 	33	29	5768.0	4479.8	-1288.2	-0.36	0.30720	1.00000
Rv1744c	-	PROBABLE MEMBRANE PROTEIN 	7	6	1471.0	1706.1	235.1	0.21	0.80280	1.00000
Rv1745c	idi	isopentenyl-diphosphate delta-isomerase 	14	11	663.0	1262.3	599.3	0.93	0.20640	1.00000
Rv1746	pknF	ANCHORED-MEMBRANE SERINE/THREONINE-PROTEIN KINASE PKNF (PROTEIN KINASE F) (STPK F) 	13	12	1205.0	1236.3	31.3	0.04	0.95020	1.00000
Rv1747	-	PROBABLE CONSERVED TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	33	28	9415.0	10258.1	843.1	0.12	0.74690	1.00000
Rv1748	-	hypothetical protein Rv1748 	12	10	2268.0	2598.2	330.2	0.20	0.81930	1.00000
Rv1749c	-	POSSIBLE INTEGRAL MEMBRANE PROTEIN 	16	16	1777.0	1882.7	105.7	0.08	0.87640	1.00000
Rv1750c	fadD1	acyl-CoA synthetase 	40	32	3670.0	3560.5	-109.5	-0.04	0.92190	1.00000
Rv1751	-	hypothetical protein Rv1751 	19	17	1032.0	1808.0	776.0	0.81	0.16100	1.00000
Rv1752	-	hypothetical protein Rv1752 	5	4	382.0	251.3	-130.7	-0.60	0.73990	1.00000
Rv1753c	PPE24	PPE FAMILY PROTEIN 	66	43	1936.0	2880.1	944.1	0.57	0.19180	1.00000
Rv1754c	-	hypothetical protein Rv1754c 	40	33	5842.0	5846.3	4.3	0.00	0.99730	1.00000
Rv1755c	plcD	PROBABLE PHOSPHOLIPASE C 4 (FRAGMENT) PLCD 	19	6	365.0	345.3	-19.7	-0.08	0.92870	1.00000
Rv1756c	-	PUTATIVE TRANSPOSASE 	23	23	3049.0	2680.9	-368.1	-0.19	0.72060	1.00000
Rv1757c	-	PUTATIVE TRANSPOSASE 	4	4	775.0	666.8	-108.2	-0.22	0.73820	1.00000
Rv1758	cut1	PROBABLE CUTINASE CUT1 	11	11	1245.0	1654.0	409.0	0.41	0.53100	1.00000
Rv1759c	wag22	PE-PGRS FAMILY PROTEIN 	26	18	2809.0	2332.2	-476.8	-0.27	0.67680	1.00000
Rv1760	-	hypothetical protein Rv1760 	28	23	5457.0	5662.8	205.8	0.05	0.91220	1.00000
Rv1761c	-	hypothetical protein Rv1761c 	6	5	501.0	381.5	-119.5	-0.39	0.64080	1.00000
Rv1762c	-	hypothetical protein Rv1762c 	10	9	1062.0	1338.2	276.2	0.33	0.63870	1.00000
Rv1763	-	PUTATIVE TRANSPOSASE 	4	4	615.0	606.8	-8.2	-0.02	0.97240	1.00000
Rv1764	-	PUTATIVE TRANSPOSASE 	23	23	3339.0	2756.7	-582.3	-0.28	0.57360	1.00000
Rv1765A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	3	3	333.0	135.9	-197.1	-1.29	0.60840	1.00000
Rv1765c	-	hypothetical protein Rv1765c 	7	7	1141.0	1331.4	190.4	0.22	0.71200	1.00000
Rv1766	-	hypothetical protein Rv1766 	3	3	108.0	202.6	94.6	0.91	0.70280	1.00000
Rv1767	-	hypothetical protein Rv1767 	7	5	317.0	909.1	592.1	1.52	0.04310	1.00000
Rv1768	PE_PGRS31	PE-PGRS FAMILY PROTEIN 	21	21	2382.0	3049.9	667.9	0.36	0.42670	1.00000
Rv1769	-	hypothetical protein Rv1769 	22	21	1886.0	2905.0	1019.0	0.62	0.16660	1.00000
Rv1770	-	hypothetical protein Rv1770 	17	16	4583.0	3191.4	-1391.6	-0.52	0.43740	1.00000
Rv1771	-	PROBABLE OXIDOREDUCTASE 	26	25	2908.0	2683.1	-224.9	-0.12	0.79830	1.00000
Rv1772	-	hypothetical protein Rv1772 	4	2	173.0	95.1	-77.9	-0.86	0.66480	1.00000
Rv1773c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	11	8	431.0	569.5	138.5	0.40	0.61660	1.00000
Rv1774	-	PROBABLE OXIDOREDUCTASE 	30	23	2181.0	1994.8	-186.2	-0.13	0.79080	1.00000
Rv1775	-	hypothetical protein Rv1775 	14	12	999.0	1183.1	184.1	0.24	0.66970	1.00000
Rv1776c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	12	10	1356.0	828.7	-527.3	-0.71	0.36550	1.00000
Rv1777	cyp144	Probable cytochrome p450 144 CYP144 	27	21	1735.0	2249.5	514.5	0.37	0.58440	1.00000
Rv1778c	-	hypothetical protein Rv1778c 	5	4	278.0	425.7	147.7	0.61	0.54690	1.00000
Rv1779c	-	HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN 	14	11	1911.0	2066.1	155.1	0.11	0.89720	1.00000
Rv1780	-	hypothetical protein Rv1780 	13	12	3423.0	8296.2	4873.2	1.28	0.00480	0.25536
Rv1781c	malQ	PROBABLE 4-ALPHA-GLUCANOTRANSFERASE MALQ (Amylomaltase) (Disproportionating enzyme) (D-enzyme) 	27	24	5392.0	5760.2	368.2	0.10	0.86790	1.00000
Rv1782	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	20	4	5.0	3.4	-1.6	-0.56	0.85880	1.00000
Rv1783	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	17	3	4.0	0.0	-4.0	-2.00	0.10100	1.00000
Rv1784	-	hypothetical protein Rv1784 	41	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1785c	cyp143	PROBABLE CYTOCHROME P450 143 CYP143 	22	20	1826.0	2136.3	310.3	0.23	0.64150	1.00000
Rv1786	-	PROBABLE FERREDOXIN 	1	1	571.0	686.1	115.1	0.26	1.00000	1.00000
Rv1787	PPE25	PPE FAMILY PROTEIN 	19	16	6651.0	5979.8	-671.2	-0.15	0.83110	1.00000
Rv1788	PE18	PE FAMILY PROTEIN 	5	4	1368.0	1126.5	-241.5	-0.28	0.70460	1.00000
Rv1789	PPE26	PPE FAMILY PROTEIN 	20	17	4332.0	4336.0	4.0	0.00	0.99880	1.00000
Rv1790	PPE27	PPE FAMILY PROTEIN 	20	19	8424.0	7483.3	-940.7	-0.17	0.83440	1.00000
Rv1791	PE19	PE FAMILY PROTEIN 	6	6	913.0	744.9	-168.1	-0.29	0.64660	1.00000
Rv1793	esxN	PUTATIVE ESAT-6 LIKE PROTEIN ESXN (ESAT-6 LIKE PROTEIN 5) 	5	5	342.0	473.2	131.2	0.47	0.58030	1.00000
Rv1794	-	hypothetical protein Rv1794 	22	3	26.0	0.0	-26.0	-4.70	0.09930	1.00000
Rv1795	-	hypothetical protein Rv1795 	22	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1796	mycP5	PROBABLE PROLINE RICH MEMBRANE-ANCHORED MYCOSIN MYCP5 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-5) 	36	7	30.0	3.4	-26.6	-3.14	0.06990	1.00000
Rv1797	-	hypothetical protein Rv1797 	15	4	3.0	1.1	-1.9	-1.41	0.48680	1.00000
Rv1798	-	hypothetical protein Rv1798 	30	28	1116.0	268.3	-847.7	-2.06	0.00000	0.00000
Rv1799	lppT	PROBABLE LIPOPROTEIN LPPT 	2	2	75.0	75.9	0.9	0.02	1.00000	1.00000
Rv1800	PPE28	PPE FAMILY PROTEIN 	40	35	6406.0	7152.7	746.7	0.16	0.68300	1.00000
Rv1801	PPE29	PPE FAMILY PROTEIN 	25	22	4012.0	3704.3	-307.7	-0.12	0.83240	1.00000
Rv1802	PPE30	PPE FAMILY PROTEIN 	21	19	6296.0	4925.8	-1370.2	-0.35	0.47990	1.00000
Rv1803c	PE_PGRS32	PE-PGRS FAMILY PROTEIN 	34	26	4551.0	5352.6	801.6	0.23	0.57140	1.00000
Rv1804c	-	hypothetical protein Rv1804c 	9	8	1413.0	1124.2	-288.8	-0.33	0.57980	1.00000
Rv1805c	-	hypothetical protein Rv1805c 	5	3	7.0	97.4	90.4	3.80	0.40440	1.00000
Rv1806	PE20	PE FAMILY PROTEIN 	5	3	32.0	41.9	9.9	0.39	1.00000	1.00000
Rv1807	PPE31	PPE FAMILY PROTEIN 	21	16	1439.0	1700.4	261.4	0.24	0.88220	1.00000
Rv1808	PPE32	PPE FAMILY PROTEIN 	29	27	8927.0	8339.2	-587.8	-0.10	0.85230	1.00000
Rv1809	PPE33	PPE FAMILY PROTEIN 	24	21	5884.0	4679.0	-1205.0	-0.33	0.64790	1.00000
Rv1810	-	hypothetical protein Rv1810 	12	12	1894.0	2400.1	506.1	0.34	0.55970	1.00000
Rv1811	mgtC	POSSIBLE Mg2+ TRANSPORT P-TYPE ATPASE C MGTC 	16	16	4471.0	6228.9	1757.9	0.48	0.44130	1.00000
Rv1812c	-	PROBABLE DEHYDROGENASE 	23	20	4617.0	4483.2	-133.8	-0.04	0.95520	1.00000
Rv1813c	-	hypothetical protein Rv1813c 	9	9	974.0	866.1	-107.9	-0.17	0.78870	1.00000
Rv1814	erg3	MEMBRANE-BOUND C-5 STEROL DESATURASE ERG3 (STEROL-C5-DESATURASE) 	24	24	6449.0	5888.1	-560.9	-0.13	0.72550	1.00000
Rv1815	-	hypothetical protein Rv1815 	8	8	1135.0	1264.6	129.6	0.16	0.81140	1.00000
Rv1816	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	15	13	2223.0	2397.8	174.8	0.11	0.87920	1.00000
Rv1817	-	hypothetical protein Rv1817 	29	26	4249.0	4863.6	614.6	0.19	0.77200	1.00000
Rv1818c	PE_PGRS33	PE-PGRS FAMILY PROTEIN 	16	13	1860.0	2444.2	584.2	0.39	0.46430	1.00000
Rv1819c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	33	32	6153.0	6027.4	-125.6	-0.03	0.94150	1.00000
Rv1820	ilvG	hypothetical protein Rv1820 	20	19	5021.0	3014.8	-2006.2	-0.74	0.19350	1.00000
Rv1821	secA2	preprotein translocase subunit SecA 	39	34	5954.0	11487.6	5533.6	0.95	0.02980	0.88537
Rv1822	pgsA2	PROBABLE CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE PGSA2 (PGP SYNTHASE) (PHOSPHATIDYLGLYCEROPHOSPHATE SYNTHASE) (3-PHOSPHATIDYL-1'-GLYCEROL-3'PHOSPHATE SYNTHASE) 	17	1	8.0	1220.4	1212.4	7.25	1.00000	1.00000
Rv1823	-	hypothetical protein Rv1823 	15	14	2213.0	1123.1	-1089.9	-0.98	0.24710	1.00000
Rv1824	-	hypothetical protein Rv1824 	5	5	332.0	387.2	55.2	0.22	0.84600	1.00000
Rv1825	-	hypothetical protein Rv1825 	10	10	1312.0	1135.5	-176.5	-0.21	0.68380	1.00000
Rv1826	gcvH	glycine cleavage system protein H 	9	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1827	cfp17	CONSERVED HYPOTHETICAL PROTEIN CFP17 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1828	-	hypothetical protein Rv1828 	14	1	0.0	3.4	3.4	1.76	1.00000	1.00000
Rv1829	-	hypothetical protein Rv1829 	9	8	489.0	1400.4	911.4	1.52	0.00550	0.27093
Rv1830	-	hypothetical protein Rv1830 	11	2	196.0	545.7	349.7	1.48	0.66320	1.00000
Rv1831	-	hypothetical protein Rv1831 	5	5	1810.0	1805.7	-4.3	-0.00	0.99960	1.00000
Rv1832	gcvB	glycine dehydrogenase 	57	6	124.0	43.0	-81.0	-1.53	0.63630	1.00000
Rv1833c	-	haloalkane dehalogenase 	14	12	899.0	1438.9	539.9	0.68	0.19910	1.00000
Rv1834	-	Probable hydrolase 	12	11	1475.0	1440.1	-34.9	-0.03	0.96960	1.00000
Rv1835c	-	hypothetical protein Rv1835c 	41	37	9977.0	10107.5	130.5	0.02	0.95030	1.00000
Rv1836c	-	hypothetical protein Rv1836c 	42	39	1186.0	5335.7	4149.7	2.17	0.00000	0.00000
Rv1837c	glcB	malate synthase G 	26	2	55.0	173.2	118.2	1.66	1.00000	1.00000
Rv1838c	-	hypothetical protein Rv1838c 	10	10	3446.0	3129.2	-316.8	-0.14	0.81610	1.00000
Rv1839c	-	hypothetical protein Rv1839c 	2	2	460.0	295.5	-164.5	-0.64	1.00000	1.00000
Rv1840c	PE_PGRS34	PE-PGRS FAMILY PROTEIN 	16	10	915.0	1081.2	166.2	0.24	0.76600	1.00000
Rv1841c	-	hypothetical protein Rv1841c 	13	13	1349.0	2298.2	949.2	0.77	0.28320	1.00000
Rv1842c	-	hypothetical protein Rv1842c 	16	13	1948.0	2070.6	122.6	0.09	0.85740	1.00000
Rv1843c	guaB1	inositol-5-monophosphate dehydrogenase 	23	22	7846.0	8891.6	1045.6	0.18	0.73190	1.00000
Rv1844c	gnd1	6-phosphogluconate dehydrogenase 	17	17	5067.0	6042.1	975.1	0.25	0.60450	1.00000
Rv1845c	-	hypothetical protein Rv1845c 	14	11	112.0	26.0	-86.0	-2.10	0.02970	0.88537
Rv1846c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	3	219.0	345.3	126.3	0.66	0.72890	1.00000
Rv1847	-	hypothetical protein Rv1847 	5	5	1976.0	1755.9	-220.1	-0.17	0.92550	1.00000
Rv1848	ureA	urease subunit gamma 	2	2	194.0	225.3	31.3	0.22	1.00000	1.00000
Rv1849	ureB	urease subunit beta 	6	5	240.0	139.3	-100.7	-0.79	0.55460	1.00000
Rv1850	ureC	urease subunit alpha 	18	14	967.0	990.6	23.6	0.03	0.94610	1.00000
Rv1851	ureF	Urease accessory protein uref 	2	2	185.0	364.5	179.5	0.98	0.65850	1.00000
Rv1852	ureG	Urease accessory protein ureG 	5	4	334.0	334.0	-0.0	-0.00	1.00000	1.00000
Rv1853	ureD	Probable urease accessory protein ureD 	6	5	511.0	734.7	223.7	0.52	0.56190	1.00000
Rv1854c	ndh	PROBABLE NADH DEHYDROGENASE NDH 	19	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv1855c	-	POSSIBLE OXIDOREDUCTASE 	14	13	2529.0	2922.0	393.0	0.21	0.63970	1.00000
Rv1856c	-	short chain dehydrogenase 	5	5	682.0	1068.7	386.7	0.65	0.65840	1.00000
Rv1857	modA	PROBABLE MOLYBDATE-BINDING LIPOPROTEIN MODA 	6	6	1302.0	1600.8	298.8	0.30	0.69860	1.00000
Rv1858	modB	PROBABLE MOLBDENUM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER MODB 	22	21	2965.0	2928.8	-36.2	-0.02	0.98060	1.00000
Rv1859	modC	PROBABLE MOLYBDENUM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MODC 	16	14	1479.0	2334.4	855.4	0.66	0.34570	1.00000
Rv1860	apa	ALANINE AND PROLINE RICH SECRETED PROTEIN APA (FIBRONECTIN ATTACHMENT PROTEIN) (Immunogenic protein MPT32) (Antigen MPT-32) (45-kDa glycoprotein) (45/47 kDa antigen) 	16	13	1342.0	2703.5	1361.5	1.01	0.39760	1.00000
Rv1861	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	5	1380.0	1049.5	-330.5	-0.40	0.90580	1.00000
Rv1862	adhA	Probable alcohol dehydrogenase adhA 	15	14	2245.0	2471.4	226.4	0.14	0.81720	1.00000
Rv1863c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	10	10	2407.0	2576.7	169.7	0.10	0.90770	1.00000
Rv1864c	-	hypothetical protein Rv1864c 	10	10	1988.0	1754.8	-233.2	-0.18	0.70980	1.00000
Rv1865c	-	short chain dehydrogenase 	13	11	1166.0	1978.9	812.9	0.76	0.28900	1.00000
Rv1866	-	hypothetical protein Rv1866 	34	27	1840.0	1899.7	59.7	0.05	0.93950	1.00000
Rv1867	-	acetyl-CoA acetyltransferase 	20	18	2140.0	2238.2	98.2	0.06	0.91350	1.00000
Rv1868	-	hypothetical protein Rv1868 	32	27	3571.0	3451.8	-119.2	-0.05	0.91190	1.00000
Rv1869c	-	Probable reductase 	25	23	2927.0	3600.1	673.1	0.30	0.48700	1.00000
Rv1870c	-	hypothetical protein Rv1870c 	12	11	2151.0	2060.5	-90.5	-0.06	0.92970	1.00000
Rv1871c	-	hypothetical protein Rv1871c 	9	9	2820.0	1963.1	-856.9	-0.52	0.43620	1.00000
Rv1872c	lldD2	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD2 	14	11	3557.0	3191.4	-365.6	-0.16	0.78530	1.00000
Rv1873	-	hypothetical protein Rv1873 	10	10	3550.0	3009.2	-540.8	-0.24	0.67380	1.00000
Rv1874	-	hypothetical protein Rv1874 	12	12	2773.0	1763.8	-1009.2	-0.65	0.24490	1.00000
Rv1875	-	hypothetical protein Rv1875 	5	5	1401.0	2027.6	626.6	0.53	0.53360	1.00000
Rv1876	bfrA	PROBABLE BACTERIOFERRITIN BFRA 	10	9	2436.0	3013.7	577.7	0.31	0.56050	1.00000
Rv1877	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	32	6759.0	6915.0	156.0	0.03	0.90300	1.00000
Rv1878	glnA3	PROBABLE GLUTAMINE SYNTHETASE GLNA3 (GLUTAMINE SYNTHASE) (GS-I) 	27	24	1999.0	2139.7	140.7	0.10	0.87160	1.00000
Rv1879	-	hypothetical protein Rv1879 	19	18	1718.0	1727.6	9.6	0.01	0.99000	1.00000
Rv1880c	cyp140	Probable cytochrome p450 140 CYP140 	16	14	2001.0	1981.2	-19.8	-0.01	0.98180	1.00000
Rv1881c	lppE	POSSIBLE CONSERVED LIPOPROTEIN LPPE 	8	7	1690.0	2015.2	325.2	0.25	0.69030	1.00000
Rv1882c	-	short chain dehydrogenase 	15	15	3999.0	3022.8	-976.2	-0.40	0.62540	1.00000
Rv1883c	-	hypothetical protein Rv1883c 	6	6	910.0	683.8	-226.2	-0.41	0.55910	1.00000
Rv1884c	rpfC	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFC 	6	5	638.0	1068.7	430.7	0.74	0.43980	1.00000
Rv1885c	-	chorismate mutase 	14	13	2870.0	3406.5	536.5	0.25	0.74920	1.00000
Rv1886c	fbpB	SECRETED ANTIGEN 85-B FBPB (85B) (ANTIGEN 85 COMPLEX B) (MYCOLYL TRANSFERASE 85B) (FIBRONECTIN-BINDING PROTEIN B) (EXTRACELLULAR ALPHA-ANTIGEN) 	24	23	7504.0	8512.4	1008.4	0.18	0.63710	1.00000
Rv1887	-	hypothetical protein Rv1887 	25	21	5614.0	6275.3	661.3	0.16	0.79590	1.00000
Rv1888A	-	hypothetical protein Rv1888A 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1888c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	18	18	3799.0	3211.8	-587.2	-0.24	0.72140	1.00000
Rv1889c	-	hypothetical protein Rv1889c 	4	3	446.0	304.5	-141.5	-0.55	1.00000	1.00000
Rv1890c	-	hypothetical protein Rv1890c 	8	7	681.0	515.1	-165.9	-0.40	0.49550	1.00000
Rv1891	-	hypothetical protein Rv1891 	8	8	1353.0	816.3	-536.7	-0.73	0.32940	1.00000
Rv1892	-	PROBABLE MEMBRANE PROTEIN 	7	7	1768.0	2173.7	405.7	0.30	0.74190	1.00000
Rv1893	-	hypothetical protein Rv1893 	0	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1894c	-	hypothetical protein Rv1894c 	14	10	2992.0	3466.5	474.5	0.21	0.77710	1.00000
Rv1895	-	POSSIBLE DEHYDROGENASE 	18	15	1537.0	1460.4	-76.6	-0.07	0.90020	1.00000
Rv1896c	-	hypothetical protein Rv1896c 	24	20	2361.0	2511.0	150.0	0.09	0.87670	1.00000
Rv1897c	-	D-tyrosyl-tRNA deacylase 	5	4	232.0	853.6	621.6	1.88	0.06040	1.00000
Rv1898	-	hypothetical protein Rv1898 	3	3	376.0	225.3	-150.7	-0.74	0.80510	1.00000
Rv1899c	lppD	POSSIBLE LIPOPROTEIN LPPD 	13	13	2749.0	2762.4	13.4	0.01	0.99140	1.00000
Rv1900c	lipJ	PROBABLE LIGNIN PEROXIDASE LIPJ 	24	23	1499.0	1975.5	476.5	0.40	0.50560	1.00000
Rv1901	cinA	competence damage-inducible protein A 	18	17	3822.0	3526.5	-295.5	-0.12	0.77920	1.00000
Rv1902c	nanT	PROBABLE SIALIC ACID-TRANSPORT INTEGRAL MEMBRANE PROTEIN NANT 	33	30	2885.0	3808.4	923.4	0.40	0.37260	1.00000
Rv1903	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	5	4	1042.0	1342.7	300.7	0.37	0.59330	1.00000
Rv1904	-	hypothetical protein Rv1904 	10	8	3466.0	3122.4	-343.6	-0.15	0.86020	1.00000
Rv1905c	aao	PROBABLE D-AMINO ACID OXIDASE AAO 	18	17	4006.0	3884.3	-121.7	-0.04	0.92780	1.00000
Rv1906c	-	hypothetical protein Rv1906c 	9	8	2371.0	1883.8	-487.2	-0.33	0.79250	1.00000
Rv1907c	-	hypothetical protein Rv1907c 	10	9	361.0	826.4	465.4	1.19	0.09190	1.00000
Rv1908c	katG	CATALASE-PEROXIDASE-PEROXYNITRITASE T KATG 	39	36	1609.0	2471.4	862.4	0.62	0.02850	0.87473
Rv1909c	furA	FERRIC UPTAKE REGULATION PROTEIN FURA (FUR) 	12	11	1683.0	1274.8	-408.2	-0.40	0.58080	1.00000
Rv1910c	-	PROBABLE EXPORTED PROTEIN 	13	11	1827.0	1763.8	-63.2	-0.05	0.89690	1.00000
Rv1911c	lppC	PROBABLE LIPOPROTEIN LPPC 	9	8	661.0	465.3	-195.7	-0.51	0.62150	1.00000
Rv1912c	fadB5	POSSIBLE OXIDOREDUCTASE FADB5 	14	11	1199.0	737.0	-462.0	-0.70	0.52620	1.00000
Rv1913	-	hypothetical protein Rv1913 	11	10	808.0	758.5	-49.5	-0.09	0.87000	1.00000
Rv1914c	-	hypothetical protein Rv1914c 	7	6	528.0	900.0	372.0	0.77	0.48980	1.00000
Rv1915	aceAa	PROBABLE ISOCITRATE LYASE aceAa 	21	21	2272.0	2725.0	453.0	0.26	0.52070	1.00000
Rv1916	aceAb	isocitrate lyase 	17	16	1853.0	2357.1	504.1	0.35	0.53120	1.00000
Rv1917c	PPE34	PPE FAMILY PROTEIN 	121	97	10672.0	12837.1	2165.1	0.27	0.33490	1.00000
Rv1918c	PPE35	PPE FAMILY PROTEIN 	75	54	6833.0	8252.0	1419.0	0.27	0.41760	1.00000
Rv1919c	-	hypothetical protein Rv1919c 	7	6	1464.0	1428.7	-35.3	-0.04	0.92240	1.00000
Rv1920	-	PROBABLE MEMBRANE PROTEIN 	12	10	1650.0	1648.4	-1.6	-0.00	0.99850	1.00000
Rv1921c	lppF	PROBABLE CONSERVED LIPOPROTEIN LPPF 	22	20	3409.0	3592.2	183.2	0.08	0.88490	1.00000
Rv1922	-	PROBABLE CONSERVED LIPOPROTEIN 	20	18	2595.0	2481.6	-113.4	-0.06	0.91280	1.00000
Rv1923	lipD	PROBABLE LIPASE LIPD 	34	32	5651.0	6936.5	1285.5	0.30	0.35390	1.00000
Rv1924c	-	hypothetical protein Rv1924c 	11	9	2224.0	2971.8	747.8	0.42	0.58230	1.00000
Rv1925	fadD31	acyl-CoA synthetase 	38	36	22492.0	41947.2	19455.2	0.90	0.00750	0.34006
Rv1926c	mpt63	IMMUNOGENIC PROTEIN MPT63 (ANTIGEN MPT63/MPB63) (16 kDa IMMUNOPROTECTIVE EXTRACELLULAR PROTEIN) 	8	8	829.0	1934.8	1105.8	1.22	0.05870	1.00000
Rv1927	-	hypothetical protein Rv1927 	17	16	3675.0	4200.2	525.2	0.19	0.75380	1.00000
Rv1928c	-	short chain dehydrogenase 	18	16	2208.0	3348.8	1140.8	0.60	0.24820	1.00000
Rv1929c	-	hypothetical protein Rv1929c 	9	8	459.0	679.3	220.3	0.57	0.31770	1.00000
Rv1930c	-	hypothetical protein Rv1930c 	5	3	59.0	83.8	24.8	0.51	0.60230	1.00000
Rv1931c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	3	389.0	139.3	-249.7	-1.48	0.20610	1.00000
Rv1932	tpx	thiol peroxidase 	8	7	545.0	579.6	34.6	0.09	0.89960	1.00000
Rv1933c	fadE18	PROBABLE ACYL-CoA DEHYDROGENASE FADE18 	10	9	879.0	572.9	-306.1	-0.62	0.57480	1.00000
Rv1934c	fadE17	PROBABLE ACYL-CoA DEHYDROGENASE FADE17 	12	12	932.0	995.1	63.1	0.09	0.90720	1.00000
Rv1935c	echA13	enoyl-CoA hydratase 	10	9	1264.0	1160.4	-103.6	-0.12	0.82180	1.00000
Rv1936	-	POSSIBLE MONOOXYGENASE 	17	17	2343.0	2474.8	131.8	0.08	0.87210	1.00000
Rv1937	-	POSSIBLE OXYGENASE 	48	38	2387.0	2843.9	456.9	0.25	0.57840	1.00000
Rv1938	ephB	PROBABLE EPOXIDE HYDROLASE EPHB (EPOXIDE HYDRATASE) 	17	12	568.0	635.1	67.1	0.16	0.83800	1.00000
Rv1939	-	PROBABLE OXIDOREDUCTASE 	5	3	361.0	225.3	-135.7	-0.68	1.00000	1.00000
