Rv_ID,gene_name,Annotation,func_tuberculist,COG,u1,u2,cluster_labels
Rv1638,uvrA,5.0,information pathways,L,-24.984539,27.134356,4
Rv1640c,lysS,5.0,information pathways,J,-12.951027,30.141293,16
Rv1644,tsnR,1.0,information pathways,J,-18.029375,12.541944,3
Rv1664,pks9,1.0,lipid metabolism,Q,-9.590741,32.015663,11
Rv1665,pks11,4.0,lipid metabolism,Q,-27.721054,27.697401,10
Rv1672c,-,1.0,cell wall and cell processes,GEPR,-8.660745,45.699387,5
Rv1673c,-,1.0,conserved hypotheticals,E,-14.514162,33.419544,7
Rv1674c,-,1.0,regulatory proteins,P,-13.225643,31.700937,16
Rv1677,dsbF,1.0,cell wall and cell processes,OC,-18.050295,12.577055,3
Rv1678,-,1.0,cell wall and cell processes,S,-8.915713,45.74994,5
Rv1679,fadE16,1.0,lipid metabolism,I,-9.167647,44.64661,19
Rv1682,-,1.0,conserved hypotheticals,S,-9.527613,31.999313,11
Rv1683,-,1.0,lipid metabolism,IQ,-13.740298,38.160076,0
Rv1690,lprJ,3.0,cell wall and cell processes,S,-17.515764,29.038437,18
Rv1691,-,1.0,conserved hypotheticals,R,-13.7749405,26.108133,9
Rv1692,-,5.0,intermediary metabolism and respiration,G,-18.039146,12.568467,3
Rv1698,-,4.0,cell wall and cell processes,S,-17.690178,28.859634,18
Rv1700,-,1.0,information pathways,LR,-25.489567,27.186888,4
Rv1701,xerD,3.0,insertion seqs and phages,L,-24.818796,27.400896,4
Rv1707,-,1.0,cell wall and cell processes,P,-13.776778,38.240112,0
Rv1708,-,3.0,cell wall and cell processes,D,-13.78394,38.20875,0
Rv1709,-,2.0,cell wall and cell processes,S,-18.095757,13.342807,3
Rv1710,-,2.0,cell wall and cell processes,K,-17.932972,12.71829,3
Rv1711,-,2.0,conserved hypotheticals,J,-14.881587,30.568247,13
Rv1712,cmk,5.0,intermediary metabolism and respiration,F,-17.29927,28.975836,18
Rv1717,-,1.0,conserved hypotheticals,G,-14.823406,30.861332,13
Rv1720c,-,2.0,"virulence, detoxification, adaptation",R,-9.343633,44.7508,19
Rv1725c,-,1.0,conserved hypotheticals,K,-14.368374,33.272026,7
Rv1729c,-,2.0,lipid metabolism,Q,-13.587042,25.178793,9
Rv1730c,-,1.0,cell wall and cell processes,V,-15.12659,33.23412,7
Rv1731,gabD2,3.0,intermediary metabolism and respiration,C,-10.626435,27.3492,20
Rv1732c,-,1.0,conserved hypotheticals,OC,-9.533177,31.951797,11
Rv1733c,-,2.0,cell wall and cell processes,S,-27.573547,27.782154,10
Rv1734c,-,1.0,conserved hypotheticals,C,-27.645855,27.579983,10
Rv1735c,-,2.0,cell wall and cell processes,P,-17.054825,15.036947,15
Rv1736c,narX,5.0,intermediary metabolism and respiration,C,-22.115452,25.814243,17
Rv1737c,narK2,4.0,cell wall and cell processes,P,-10.622537,27.35376,20
Rv1745c,idi,3.0,intermediary metabolism and respiration,I,-27.251783,27.748274,10
Rv1747,-,5.0,cell wall and cell processes,V,-14.453326,29.206182,14
Rv1749c,-,1.0,cell wall and cell processes,S,-9.270001,44.342903,19
Rv1751,-,1.0,intermediary metabolism and respiration,HC,-8.650968,45.880424,5
Rv1752,-,1.0,conserved hypotheticals,R,-8.512472,45.924744,5
Rv1754c,-,1.0,conserved hypotheticals,S,-13.224004,30.901423,16
Rv1755c,plcD,3.0,intermediary metabolism and respiration,M,-27.322716,27.820515,10
Rv1756c,-,,insertion seqs and phages,L,7.4984174,7.4761863,8
Rv1758,cut1,1.0,cell wall and cell processes,S,-10.557474,-1.5178045,2
Rv1759c,wag22,2.0,PE/PPE,S,-10.527786,-1.5039628,2
Rv1760,-,4.0,lipid metabolism,S,-9.641519,-1.1446831,2
Rv1762c,-,1.0,conserved hypotheticals,S,-14.376362,33.281372,7
Rv1764,-,,insertion seqs and phages,L,7.530267,7.4443126,8
Rv1768,PE_PGRS31,1.0,PE/PPE,S,-10.629553,27.34617,20
Rv1769,-,1.0,conserved hypotheticals,E,-13.207142,30.896626,16
Rv1773c,-,1.0,regulatory proteins,K,-18.025873,12.612154,3
Rv1775,-,1.0,conserved hypotheticals,S,-18.062584,12.906478,3
Rv1776c,-,1.0,regulatory proteins,K,-14.107772,26.542046,9
Rv1780,-,1.0,conserved hypotheticals,S,-9.609727,44.184437,19
Rv1782,-,3.0,cell wall and cell processes,S,-14.058022,29.878084,14
Rv1783,-,4.0,cell wall and cell processes,D,-14.054499,29.883007,14
Rv1784,-,,,D,-14.057727,29.880013,14
Rv1789,PPE26,2.0,PE/PPE,S,-14.648215,35.686623,0
Rv1791,PE19,1.0,PE/PPE,S,-16.441605,28.853743,18
Rv1794,-,3.0,conserved hypotheticals,S,-14.05547,29.893585,14
Rv1795,-,3.0,cell wall and cell processes,S,-14.057221,29.876513,14
Rv1796,mycP5,3.0,intermediary metabolism and respiration,O,-14.055357,29.883394,14
Rv1797,-,3.0,cell wall and cell processes,S,-14.056382,29.877975,14
Rv1798,-,3.0,cell wall and cell processes,O,-9.019507,18.409445,6
Rv1809,PPE33,1.0,PE/PPE,S,-25.524906,27.190624,4
Rv1810,-,1.0,conserved hypotheticals,S,-14.383147,33.29025,7
Rv1815,-,1.0,conserved hypotheticals,S,-13.797368,26.117947,9
Rv1818c,PE_PGRS33,5.0,PE/PPE,S,-9.585401,31.974678,11
Rv1819c,-,4.0,cell wall and cell processes,R,-12.5665655,30.391768,16
Rv1820,ilvG,5.0,intermediary metabolism and respiration,EH,-12.524589,28.4532,14
Rv1821,secA2,4.0,cell wall and cell processes,U,-25.226824,27.509768,4
Rv1823,-,2.0,conserved hypotheticals,S,-14.590908,29.100191,14
Rv1824,-,1.0,cell wall and cell processes,S,-14.021333,26.92213,9
Rv1825,-,2.0,conserved hypotheticals,S,-14.490494,29.083044,14
Rv1826,gcvH,2.0,intermediary metabolism and respiration,E,-13.776946,38.24145,0
Rv1828,-,3.0,conserved hypotheticals,K,-13.896582,38.096584,0
Rv1829,-,1.0,conserved hypotheticals,S,-16.114305,30.857096,13
Rv1832,gcvB,3.0,intermediary metabolism and respiration,E,-13.799857,38.232754,0
Rv1834,-,1.0,intermediary metabolism and respiration,R,-14.110422,26.498583,9
Rv1836c,-,2.0,conserved hypotheticals,S,-10.152536,-1.7112362,2
Rv1837c,glcB,5.0,intermediary metabolism and respiration,C,-9.956051,32.425423,11
Rv1843c,guaB1,3.0,intermediary metabolism and respiration,F,-27.46668,27.900864,10
Rv1845c,-,2.0,cell wall and cell processes,O,-9.851555,-1.742479,2
Rv1846c,-,4.0,regulatory proteins,K,-27.43019,27.63696,10
Rv1848,ureA,3.0,intermediary metabolism and respiration,E,-8.547715,45.622814,5
Rv1849,ureB,3.0,intermediary metabolism and respiration,E,-18.094957,12.616668,3
Rv1854c,ndh,2.0,intermediary metabolism and respiration,C,-16.127937,30.976505,13
Rv1857,modA,3.0,cell wall and cell processes,P,-14.114305,26.49931,9
Rv1860,apa,5.0,cell wall and cell processes,S,-25.093811,27.123575,4
Rv1862,adhA,2.0,intermediary metabolism and respiration,R,-8.735876,45.765865,5
Rv1866,-,2.0,lipid metabolism,C,-9.513392,26.371534,12
Rv1868,-,1.0,conserved hypotheticals,MG,-18.010231,12.565977,3
Rv1877,-,2.0,cell wall and cell processes,GEPR,-8.743122,45.706894,5
Rv1879,-,1.0,conserved hypotheticals,R,-13.618736,25.13499,9
Rv1884c,rpfC,4.0,cell wall and cell processes,S,-9.473981,26.329664,12
Rv1886c,fbpB,5.0,lipid metabolism,R,-9.587983,32.031185,11
Rv1887,-,1.0,conserved hypotheticals,S,-13.204586,30.91644,16
Rv1901,cinA,1.0,"virulence, detoxification, adaptation",R,-15.878597,31.08113,13
Rv1906c,-,1.0,conserved hypotheticals,S,-14.12514,26.611538,9
Rv1908c,katG,5.0,"virulence, detoxification, adaptation",P,-9.924996,-1.665604,2
Rv1909c,furA,4.0,regulatory proteins,P,-18.201817,13.828411,3
Rv1911c,lppC,3.0,cell wall and cell processes,R,-18.08826,12.590625,3
Rv1913,-,1.0,conserved hypotheticals,R,-8.763975,45.87734,5
Rv1919c,-,1.0,conserved hypotheticals,S,-17.905779,12.993279,3
Rv1925,fadD31,1.0,lipid metabolism,IQ,-17.141026,15.115748,15
Rv1931c,-,3.0,regulatory proteins,K,-8.725306,45.76167,5
Rv1932,tpx,5.0,"virulence, detoxification, adaptation",O,-9.779925,31.88084,11
Rv1938,ephB,3.0,"virulence, detoxification, adaptation",R,-13.621365,25.140463,9
Rv1944c,-,1.0,conserved hypotheticals,U,-8.753788,45.818787,5
Rv1956,-,5.0,"virulence, detoxification, adaptation",K,-15.48494,31.0614,13
Rv1957,-,3.0,conserved hypotheticals,S,-15.734107,31.029215,13
Rv1962c,-,3.0,"virulence, detoxification, adaptation",R,-14.790453,30.898169,13
Rv1963c,mce3R,4.0,regulatory proteins,K,-17.482763,29.072073,18
Rv1965,yrbE3B,1.0,"virulence, detoxification, adaptation",Q,-17.579697,15.023758,15
Rv1973,-,1.0,cell wall and cell processes,S,-27.372871,27.33794,10
Rv1974,-,1.0,cell wall and cell processes,S,-27.69681,27.708834,10
Rv1975,-,1.0,conserved hypotheticals,S,-18.033834,12.601696,3
Rv1976c,-,1.0,conserved hypotheticals,S,-14.101924,26.508121,9
Rv1980c,mpt64,3.0,cell wall and cell processes,S,-13.218382,30.9007,16
Rv1991c,-,5.0,"virulence, detoxification, adaptation",T,-13.988949,26.495773,9
Rv1993c,-,1.0,conserved hypotheticals,S,-8.831886,46.03872,5
Rv2001,-,1.0,conserved hypotheticals,I,-8.690135,45.85784,5
Rv2003c,-,1.0,conserved hypotheticals,QR,-27.656815,27.672483,10
Rv2004c,-,2.0,conserved hypotheticals,R,-17.337442,14.917918,15
Rv2006,otsB1,3.0,"virulence, detoxification, adaptation",R,-17.510489,29.038534,18
Rv2007c,fdxA,3.0,intermediary metabolism and respiration,C,-9.288664,44.18436,19
Rv2012,-,1.0,conserved hypotheticals,R,-18.083012,12.631122,3
Rv2014,-,1.0,insertion seqs and phages,L,-27.747583,27.6397,10
Rv2017,-,1.0,regulatory proteins,K,-9.603596,-1.0792625,2
Rv2018,-,1.0,conserved hypotheticals,S,-9.689049,-1.2291765,2
Rv2021c,-,2.0,regulatory proteins,K,-10.679459,27.39458,20
Rv2023c,-,1.0,conserved hypotheticals,S,-9.284476,44.298985,19
Rv2024c,-,1.0,conserved hypotheticals,R,-10.642415,-1.5774953,2
Rv2026c,-,2.0,"virulence, detoxification, adaptation",T,-11.56163,30.176138,16
Rv2027c,-,5.0,regulatory proteins,T,-13.650528,32.02228,7
Rv2029c,pfkB,5.0,intermediary metabolism and respiration,G,-17.49923,29.030313,18
Rv2030c,-,2.0,conserved hypotheticals,R,-17.456543,15.0526285,15
Rv2031c,hspX,5.0,"virulence, detoxification, adaptation",O,-17.490395,28.98629,18
Rv2032,acg,3.0,conserved hypotheticals,C,-27.621786,27.67955,10
Rv2035,-,1.0,conserved hypotheticals,S,-18.05163,12.57532,3
Rv2037c,-,1.0,cell wall and cell processes,R,-27.684603,27.665888,10
Rv2038c,-,1.0,cell wall and cell processes,G,-9.575482,32.02201,11
Rv2039c,-,1.0,cell wall and cell processes,G,-9.515826,31.964676,11
Rv2041c,-,1.0,cell wall and cell processes,G,-8.498787,46.145214,5
Rv2043c,pncA,5.0,intermediary metabolism and respiration,Q,-9.122295,45.498547,5
Rv2047c,-,1.0,conserved hypotheticals,MG,-8.894447,18.423252,6
Rv2048c,pks12,2.0,lipid metabolism,Q,-9.158992,18.37429,6
Rv2051c,ppm1,5.0,cell wall and cell processes,M,-24.266836,27.629597,4
Rv2052c,-,1.0,conserved hypotheticals,R,-13.586309,32.50004,7
Rv2057c,rpmG,2.0,information pathways,J,-13.613008,25.126534,9
Rv2062c,cobN,1.0,intermediary metabolism and respiration,H,-18.350937,13.781898,3
Rv2063,-,2.0,"virulence, detoxification, adaptation",S,-14.164398,28.913647,14
Rv2068c,blaC,5.0,intermediary metabolism and respiration,V,-13.869279,32.409447,7
Rv2069,sigC,5.0,information pathways,K,-10.208613,32.079437,11
Rv2074,-,5.0,intermediary metabolism and respiration,S,-10.630821,27.354607,20
Rv2075c,-,1.0,cell wall and cell processes,S,-13.587787,25.760906,9
Rv2077A,-,1.0,conserved hypotheticals,S,-8.838576,45.728474,5
Rv2078,-,1.0,conserved hypotheticals,S,-8.541152,44.846836,19
Rv2081c,-,1.0,cell wall and cell processes,S,-18.059734,12.564252,3
Rv2082,-,1.0,conserved hypotheticals,S,-8.674685,45.686142,5
Rv2086,-,1.0,insertion seqs and phages,L,-12.581208,30.413239,16
Rv2088,pknJ,5.0,regulatory proteins,RTKL,-17.033094,15.00603,15
Rv2091c,-,1.0,cell wall and cell processes,S,-8.854737,18.429518,6
Rv2092c,helY,3.0,information pathways,L,-8.549261,45.180138,5
Rv2096c,-,3.0,intermediary metabolism and respiration,K,-27.687607,27.606434,10
Rv2097c,-,5.0,intermediary metabolism and respiration,S,-25.00982,27.727833,4
Rv2101,helZ,1.0,information pathways,KL,-13.591292,25.783148,9
Rv2106,-,,insertion seqs and phages,L,7.5013404,7.473256,8
Rv2112c,-,5.0,intermediary metabolism and respiration,S,-13.945524,29.029772,14
Rv2113,-,1.0,cell wall and cell processes,S,-18.10741,12.598474,3
Rv2114,-,1.0,conserved hypotheticals,S,-17.04315,15.009708,15
Rv2115c,-,5.0,cell wall and cell processes,O,-25.036024,27.718473,4
Rv2117,-,1.0,conserved hypotheticals,S,-17.501446,29.034866,18
Rv2118c,-,5.0,intermediary metabolism and respiration,J,-11.9229765,29.988974,16
Rv2119,-,1.0,conserved hypotheticals,L,-8.692838,45.71876,5
Rv2123,PPE37,2.0,PE/PPE,S,-18.129103,12.559642,3
Rv2124c,metH,4.0,intermediary metabolism and respiration,E,-18.044792,13.108656,3
Rv2127,ansP1,2.0,cell wall and cell processes,E,-13.817887,38.274765,0
Rv2130c,cysS,4.0,intermediary metabolism and respiration,J,-25.876558,27.584879,4
Rv2131c,cysQ,5.0,intermediary metabolism and respiration,P,-16.058416,30.535969,13
Rv2134c,-,1.0,conserved hypotheticals,S,-27.05302,27.796339,10
Rv2135c,-,1.0,conserved hypotheticals,G,-24.77168,27.525385,4
Rv2136c,uppP,3.0,cell wall and cell processes,V,-14.291043,29.05684,14
Rv2138,lppL,1.0,cell wall and cell processes,S,-9.919253,32.385746,11
Rv2140c,TB18.6,2.0,conserved hypotheticals,R,-8.754248,18.470732,6
Rv2159c,-,2.0,conserved hypotheticals,S,-10.623731,27.34772,20
Rv2160A,-,1.0,regulatory proteins,K,-8.530742,44.897285,19
Rv2165c,mraW,3.0,conserved hypotheticals,M,-25.33289,27.671024,4
Rv2166c,-,2.0,conserved hypotheticals,S,-14.184617,28.932755,14
Rv2167c,-,,insertion seqs and phages,L,7.508753,7.465889,8
Rv2169c,-,1.0,cell wall and cell processes,S,-27.788843,27.755648,10
Rv2170,-,1.0,intermediary metabolism and respiration,R,-17.875832,14.634726,15
Rv2171,lppM,4.0,cell wall and cell processes,S,-17.898695,14.630371,15
Rv2173,idsA2,1.0,lipid metabolism,H,-15.859558,31.093893,13
Rv2175c,-,4.0,regulatory proteins,S,-11.643132,30.077011,16
Rv2176,pknL,5.0,regulatory proteins,RTKL,-14.379689,29.133438,14
Rv2177c,-,1.0,insertion seqs and phages,L,-14.809569,30.870226,13
Rv2179c,-,4.0,conserved hypotheticals,S,-24.303547,27.626122,4
Rv2181,-,3.0,cell wall and cell processes,S,-18.06584,12.56382,3
Rv2182c,-,1.0,conserved hypotheticals,I,-9.654076,-1.4118277,2
Rv2183c,-,1.0,conserved hypotheticals,S,-10.21164,18.884382,6
Rv2184c,-,1.0,conserved hypotheticals,P,-10.195121,18.869387,6
Rv2185c,TB16.3,1.0,conserved hypotheticals,S,-10.074333,18.746187,6
Rv2190c,-,2.0,"virulence, detoxification, adaptation",M,-24.518068,27.761112,4
Rv2192c,trpD,5.0,intermediary metabolism and respiration,E,-9.975043,32.3847,11
Rv2197c,-,1.0,cell wall and cell processes,S,-13.516507,29.627676,14
Rv2198c,mmpS3,2.0,cell wall and cell processes,S,-24.61316,27.667454,4
Rv2202c,cbhK,5.0,intermediary metabolism and respiration,G,-9.579343,-1.254611,2
Rv2203,-,1.0,cell wall and cell processes,S,-16.626602,28.541426,18
Rv2206,-,2.0,cell wall and cell processes,S,-27.241627,27.256208,10
Rv2207,cobT,2.0,intermediary metabolism and respiration,H,-25.398355,27.110302,4
Rv2210c,ilvE,5.0,intermediary metabolism and respiration,EH,-9.5931425,-1.0738254,2
Rv2211c,gcvT,3.0,intermediary metabolism and respiration,E,-13.802208,38.239384,0
Rv2214c,ephD,2.0,"virulence, detoxification, adaptation",R,-17.977213,13.00325,3
Rv2215,dlaT,5.0,intermediary metabolism and respiration,C,-27.49605,27.796345,10
Rv2216,-,2.0,conserved hypotheticals,R,-13.589285,25.790619,9
Rv2219A,-,1.0,cell wall and cell processes,S,-9.126263,45.63094,5
Rv2221c,glnE,4.0,intermediary metabolism and respiration,OT,-25.264387,27.46782,4
Rv2222c,glnA2,4.0,intermediary metabolism and respiration,E,-25.146717,27.58827,4
Rv2224c,-,5.0,cell wall and cell processes,R,-9.134853,18.374254,6
Rv2225,panB,5.0,intermediary metabolism and respiration,H,-13.682616,38.097847,0
Rv2226,-,1.0,conserved hypotheticals,S,-14.097835,26.505846,9
Rv2228c,-,5.0,information pathways,L,-14.087487,32.49566,7
Rv2230c,-,2.0,conserved hypotheticals,S,-27.416182,27.360844,10
Rv2231c,cobC,2.0,intermediary metabolism and respiration,E,-25.598364,27.305237,4
Rv2232,-,2.0,regulatory proteins,R,-10.622788,27.346766,20
Rv2234,ptpA,5.0,regulatory proteins,T,-14.057142,26.475077,9
Rv2236c,cobD,2.0,intermediary metabolism and respiration,H,-27.55689,27.704702,10
Rv2237,-,1.0,conserved hypotheticals,S,-13.979617,26.534246,9
Rv2239c,-,1.0,conserved hypotheticals,S,-17.50334,29.05289,18
Rv2241,aceE,5.0,intermediary metabolism and respiration,C,-24.945469,27.731884,4
Rv2246,kasB,4.0,lipid metabolism,IQ,-26.019756,27.3888,4
Rv2248,-,1.0,conserved hypotheticals,S,-8.822256,45.696205,5
Rv2249c,glpD1,3.0,intermediary metabolism and respiration,C,-12.4221945,29.958866,16
Rv2250c,-,1.0,regulatory proteins,K,-14.15761,32.48074,7
Rv2251,-,1.0,intermediary metabolism and respiration,C,-8.527332,45.96093,5
Rv2253,-,1.0,cell wall and cell processes,S,-9.888742,32.346966,11
Rv2256c,-,1.0,conserved hypotheticals,S,-12.112586,26.356009,20
Rv2257c,-,1.0,conserved hypotheticals,V,-27.44168,27.4117,10
Rv2258c,-,1.0,regulatory proteins,QR,-25.619175,27.141758,4
Rv2259,adhE2,2.0,intermediary metabolism and respiration,C,-15.811175,31.103298,13
Rv2260,-,1.0,conserved hypotheticals,R,-9.327155,44.349766,19
Rv2264c,-,1.0,conserved hypotheticals,O,-12.707652,26.356441,9
Rv2267c,-,3.0,conserved hypotheticals,R,-13.795515,38.17755,0
Rv2269c,-,1.0,conserved hypotheticals,S,-14.126741,32.47114,7
Rv2270,lppN,3.0,cell wall and cell processes,S,-12.023607,26.339159,20
Rv2274c,-,2.0,"virulence, detoxification, adaptation",S,-8.486619,45.516533,5
Rv2276,cyp121,5.0,intermediary metabolism and respiration,Q,-17.02843,15.031766,15
Rv2279,-,,insertion seqs and phages,L,7.4980726,7.476528,8
Rv2281,pitB,2.0,cell wall and cell processes,P,-8.805965,45.774406,5
Rv2282c,-,2.0,regulatory proteins,K,-14.805047,30.877811,13
Rv2283,-,1.0,conserved hypotheticals,S,-13.314596,32.584286,7
Rv2284,lipM,2.0,intermediary metabolism and respiration,I,-18.32572,13.608344,3
Rv2285,-,4.0,lipid metabolism,S,-12.781924,26.299692,9
Rv2286c,-,1.0,conserved hypotheticals,Q,-11.688885,30.048609,16
Rv2287,yjcE,2.0,cell wall and cell processes,P,-18.02895,12.668638,3
Rv2299c,htpG,3.0,"virulence, detoxification, adaptation",O,-13.747829,38.230156,0
Rv2301,cut2,3.0,cell wall and cell processes,S,-14.809651,30.871561,13
Rv2306B,-,1.0,cell wall and cell processes,S,-8.572258,45.803005,5
Rv2307D,-,1.0,conserved hypotheticals,S,-17.67792,14.487201,15
Rv2309A,-,1.0,conserved hypotheticals,S,-13.588871,25.758163,9
Rv2311,-,1.0,conserved hypotheticals,L,-12.560159,30.528334,16
Rv2312,-,1.0,conserved hypotheticals,S,-13.794735,26.679379,9
Rv2314c,-,1.0,conserved hypotheticals,R,-15.567207,33.684204,7
Rv2315c,-,1.0,conserved hypotheticals,R,-18.327576,13.81267,3
Rv2317,uspB,1.0,cell wall and cell processes,G,-8.491032,45.860077,5
Rv2318,uspC,1.0,cell wall and cell processes,G,-9.141487,45.49809,5
Rv2322c,rocD1,1.0,intermediary metabolism and respiration,E,-27.406029,27.791826,10
Rv2325c,-,1.0,conserved hypotheticals,P,-14.105829,26.469501,9
Rv2326c,-,2.0,cell wall and cell processes,P,-13.665487,25.081203,9
Rv2328,PE23,2.0,PE/PPE,S,-22.10973,25.808636,17
Rv2329c,narK1,1.0,cell wall and cell processes,P,-14.365162,33.90329,7
Rv2331,-,1.0,conserved hypotheticals,C,-8.905311,45.549484,5
Rv2331A,-,1.0,conserved hypotheticals,P,-27.608995,27.859278,10
Rv2332,mez,3.0,intermediary metabolism and respiration,C,-8.431613,45.804283,5
Rv2333c,-,2.0,cell wall and cell processes,GEPR,-15.296058,31.054295,13
Rv2334,cysK1,5.0,intermediary metabolism and respiration,E,-9.97744,18.61504,6
Rv2335,cysE,3.0,intermediary metabolism and respiration,E,-27.056581,27.713749,10
Rv2340c,PE_PGRS39,1.0,PE/PPE,S,-11.693963,30.041506,16
Rv2342,-,1.0,conserved hypotheticals,S,-27.25449,27.78083,10
Rv2344c,dgt,2.0,intermediary metabolism and respiration,F,-18.373686,13.658317,3
Rv2346c,esxO,3.0,cell wall and cell processes,S,-9.482217,26.35075,12
Rv2350c,plcB,4.0,intermediary metabolism and respiration,M,-17.518496,29.05573,18
Rv2355,-,,insertion seqs and phages,L,7.4995666,7.4750495,8
Rv2358,-,3.0,regulatory proteins,K,-8.842003,45.16703,19
Rv2362c,recO,2.0,information pathways,L,-27.2463,27.797869,10
Rv2363,amiA2,2.0,intermediary metabolism and respiration,J,-25.351648,27.045507,4
Rv2364c,era,4.0,intermediary metabolism and respiration,R,-15.569066,33.686565,7
Rv2366c,-,2.0,cell wall and cell processes,R,-14.0211,26.523066,9
Rv2368c,phoH1,2.0,intermediary metabolism and respiration,T,-15.303983,30.992537,13
Rv2372c,-,2.0,conserved hypotheticals,S,-18.32427,13.726978,3
Rv2374c,hrcA,2.0,"virulence, detoxification, adaptation",K,-16.257765,30.878534,13
Rv2375,-,1.0,conserved hypotheticals,S,-14.177602,28.827541,14
Rv2376c,cfp2,3.0,cell wall and cell processes,S,-14.152701,28.908102,14
Rv2378c,mbtG,3.0,lipid metabolism,Q,-24.696709,27.091223,4
Rv2379c,mbtF,2.0,lipid metabolism,Q,-10.816566,-2.5301495,2
Rv2380c,mbtE,2.0,lipid metabolism,Q,-10.82939,-2.5402594,2
Rv2381c,mbtD,1.0,lipid metabolism,Q,-10.83097,-2.5413368,2
Rv2382c,mbtC,1.0,lipid metabolism,Q,-17.595037,28.893042,18
Rv2383c,mbtB,5.0,lipid metabolism,Q,-10.849292,-2.559605,2
Rv2384,mbtA,5.0,lipid metabolism,Q,-10.743486,-2.4580483,2
Rv2386c,mbtI,5.0,lipid metabolism,EH,-17.209225,29.063862,18
Rv2387,-,1.0,conserved hypotheticals,R,-11.632454,30.100622,16
Rv2388c,hemN,3.0,intermediary metabolism and respiration,H,-15.499123,31.072021,13
Rv2389c,rpfD,5.0,cell wall and cell processes,S,-18.186153,12.736058,3
Rv2391,nirA,5.0,intermediary metabolism and respiration,P,-16.082317,30.838604,13
Rv2392,cysH,4.0,intermediary metabolism and respiration,EH,-14.165273,28.909033,14
Rv2393,-,1.0,intermediary metabolism and respiration,S,-15.527392,31.091925,13
Rv2394,ggtB,1.0,intermediary metabolism and respiration,E,-12.707496,26.372551,9
Rv2397c,cysA1,4.0,cell wall and cell processes,P,-16.102465,30.9832,13
Rv2398c,cysW,1.0,cell wall and cell processes,P,-14.231607,37.70854,0
Rv2399c,cysT,2.0,cell wall and cell processes,O,-25.80625,27.65382,4
Rv2400c,subI,1.0,cell wall and cell processes,P,-16.19858,30.989126,13
Rv2404c,lepA,3.0,intermediary metabolism and respiration,M,-15.555842,31.010239,13
Rv2409c,-,1.0,conserved hypotheticals,E,-8.765148,45.83688,5
Rv2410c,-,1.0,conserved hypotheticals,S,-27.558226,27.771463,10
Rv2411c,-,1.0,conserved hypotheticals,S,-15.97986,30.8057,13
Rv2417c,-,2.0,conserved hypotheticals,S,-8.710294,45.882355,5
Rv2419c,-,5.0,intermediary metabolism and respiration,G,-9.55279,32.02797,11
Rv2427c,proA,3.0,intermediary metabolism and respiration,E,-9.701223,32.15151,11
Rv2428,ahpC,5.0,"virulence, detoxification, adaptation",O,-15.898498,31.054674,13
Rv2429,ahpD,5.0,"virulence, detoxification, adaptation",S,-15.817436,30.990509,13
Rv2430c,PPE41,4.0,PE/PPE,S,-27.576965,27.667429,10
Rv2434c,-,1.0,cell wall and cell processes,T,-15.567408,30.986912,13
Rv2435c,-,1.0,intermediary metabolism and respiration,NT,-13.750362,38.28146,0
Rv2439c,proB,3.0,intermediary metabolism and respiration,E,-13.822685,38.189793,0
Rv2450c,rpfE,5.0,cell wall and cell processes,S,-27.55634,27.730358,10
Rv2451,-,1.0,conserved hypotheticals,S,-27.5645,27.591423,10
Rv2452c,-,1.0,conserved hypotheticals,S,-8.900883,45.932312,5
Rv2454c,-,4.0,intermediary metabolism and respiration,C,-16.322052,30.887394,13
Rv2455c,-,4.0,intermediary metabolism and respiration,C,-9.852518,-1.6794255,2
Rv2456c,-,1.0,cell wall and cell processes,GEPR,-18.057322,12.624697,3
Rv2458,mmuM,1.0,intermediary metabolism and respiration,E,-18.361954,13.712427,3
Rv2462c,tig,4.0,cell wall and cell processes,O,-25.633886,27.286238,4
Rv2463,lipP,1.0,intermediary metabolism and respiration,V,-18.3398,13.601202,3
Rv2466c,-,3.0,conserved hypotheticals,O,-17.03533,15.024468,15
Rv2467,pepN,1.0,intermediary metabolism and respiration,E,-18.382097,13.669144,3
Rv2468c,-,1.0,conserved hypotheticals,S,-18.372524,13.748532,3
Rv2470,glbO,5.0,intermediary metabolism and respiration,R,-16.19163,30.951313,13
Rv2471,aglA,1.0,intermediary metabolism and respiration,G,-8.397086,45.75289,5
Rv2474c,-,1.0,conserved hypotheticals,S,-8.573915,45.960754,5
Rv2475c,-,1.0,conserved hypotheticals,R,-14.026225,26.46178,9
Rv2476c,gdh,4.0,intermediary metabolism and respiration,E,-10.070326,18.745895,6
Rv2477c,-,4.0,cell wall and cell processes,R,-14.204236,37.733868,0
Rv2479c,-,,insertion seqs and phages,L,7.49989,7.4747133,8
Rv2481c,-,1.0,conserved hypotheticals,S,-8.594815,45.719063,5
Rv2482c,plsB2,3.0,lipid metabolism,I,-15.5612335,33.680485,7
Rv2483c,plsC,1.0,lipid metabolism,I,-13.606602,25.121801,9
Rv2484c,-,3.0,lipid metabolism,S,-22.112864,25.826069,17
Rv2490c,PE_PGRS43,1.0,PE/PPE,S,-10.63452,27.333214,20
Rv2491,-,1.0,conserved hypotheticals,R,-9.545312,31.994665,11
Rv2496c,pdhB,4.0,intermediary metabolism and respiration,C,-14.16268,32.45938,7
Rv2497c,pdhA,3.0,intermediary metabolism and respiration,C,-8.5677,45.64476,5
